,A,Rv1985c
SRX2617830,-2.2395270299,-0.28800964360000003
SRX2617831,-1.9664667617,-0.282009722
SRX2617833,-1.5664429483,0.4992038472
SRX2617832,-1.059743063,0.2704422576
SRX2617828,0.0340632105,0.050482971700000004
SRX2617827,0.7829594177,0.1436038541
SRX2617829,-0.8170226282,-0.1940868258
SRX3456119,-0.4383756196,0.3324495829
SRX3456118,-0.6538614218000001,0.2467817716
SRX3456117,-1.0515704161,0.23729437350000002
SRX3456101,0.41190081580000004,0.1169564052
SRX3456099,-0.0443586111,-0.023903905000000003
SRX3456100,-0.3675422047,-0.0930525002
SRX3456107,-2.9299299673,-0.6361605187
SRX3456105,-5.034063006,-0.5035713418000001
SRX4374122,3.0192079738,-0.2342673594
SRX4374121,1.5668160687000001,0.059468406300000005
SRX4374123,2.9602938777,-0.12076777420000001
SRX4374124,-1.4314050583,0.3182419653
SRX4374125,0.8663639011000001,-0.1433733875
SRX4374126,0.5650411572,-0.1748685778
SRX4374127,3.3887863155,0.27762194760000003
SRX4374128,5.7882424283,0.4459630652
SRX4374129,9.8274595054,0.2148568181
SRX4374130,-1.5888652182,-0.0924033107
SRX4374132,8.5014320388,-0.5344656885
SRX4374131,0.8571714381000001,-0.6138729945
SRX4374133,4.4818532722,0.7520620395000001
SRX4374135,9.8361344497,-0.1811773333
SRX4374134,7.6682037013,0.24716493920000002
SRX4374138,9.1269807969,-0.0156076891
SRX4374136,-0.18670985340000001,0.4287477021
SRX4374137,2.2158944743,0.24818967020000002
SRX1091379,0.5657567734,0.9252736749
SRX1091380,0.5368629678,0.8508994857000001
SRX1091377,-0.0056575768,-0.0177865268
SRX1091378,0.0056575768,0.0177865268
SRX4647145,-0.1321815452,-0.14416542170000002
SRX4647146,-0.2664221952,-0.0763947541
SRX4647147,-0.37063568620000004,0.028079077100000002
SRX4647144,-0.0652013174,-0.08288440030000001
SRX4647143,-0.1209651065,-0.0460552168
SRX4647142,0.18616642400000002,0.12893961710000001
SRX4647155,-1.1285299143,0.5390908528
SRX4647152,-0.37070242880000004,0.37769394900000003
SRX4647153,-0.71778805,0.6024617297
SRX4647154,-1.9505709831,0.5814605644
SRX4647148,-0.2575717494,0.1695389619
SRX4647149,0.0356832817,0.0591564199
SRX4647151,-0.18502660810000002,0.1970341838
SRX4647150,-0.0007700336,0.16459262330000002
SRX4647123,-0.0921250805,0.043294287
SRX4647124,0.1826210182,0.0180420033
SRX4647125,-0.0904959377,-0.061336290300000006
SRX3103185,0.9604340378,0.2482752336
SRX3103189,0.3112093215,0.31792100360000003
SRX3103187,2.608005909,-0.1653181181
SRX3103184,-0.7028162279,0.06659320810000001
SRX3103188,-0.8028853527,0.2068117144
SRX3103186,1.5057015806,-0.27340492250000004
SRX1372110,7.2992083747,-0.7852174498000001
SRX1372111,6.3692619598,-1.1618610614
SRX1372108,-0.8077068713000001,-0.1224514844
SRX1372109,0.8077068713000001,0.1224514844
SRX4506085,-0.6304792044,0.0086904391
SRX4506083,-0.79057284,-0.0513331506
SRX4506089,-0.6648793018,0.017144578
SRX4506087,-0.3650473453,-0.029458881500000002
SRX4506077,0.2610000026,0.005066231300000001
SRX4506079,0.1487480601,-0.027874109600000002
SRX4506075,-0.6752834014,0.0985343719
SRX4506081,0.2655353387,-0.0757264936
SRX4506084,-0.8853756898,-0.6786810111
SRX4506086,-1.2091954837,-0.29629208300000004
SRX4506088,-0.9396791827000001,-0.4705832834
SRX4506090,-0.8105452293000001,-0.5032147226
SRX4506078,0.1063334352,-0.3308076266
SRX4506080,-0.19538513470000002,-0.2504583365
SRX4506082,-0.0131754077,-0.5364229436
SRX4506076,-0.43684678050000003,-0.3579176136
SRX5352221,2.1088636698,-0.3898057126
SRX5352223,2.5594160483,-0.5112978625
SRX5352222,0.6409521398,-0.3154217968
SRX5352229,-1.2891667277,0.9618311220000001
SRX5352227,-1.7859261821999999,0.7369071218000001
SRX5352228,-1.3039791169,0.7945049135000001
SRX5352231,11.885133482,-1.154884273
SRX5352232,11.1266561833,-0.9555073026
SRX5352230,13.4949968342,-1.1004242134
SRX5352225,3.973796724,-1.6209374613
SRX5352224,5.2764535215,-0.643856152
SRX5352226,5.4490995186,-0.7732806212000001
SRX5352220,0.1173607393,0.0486345792
SRX5352219,-0.11906691,-0.0366983991
SRX5352218,0.0017061707000000001,-0.0119361801
SRX4498228,0.4966281739,-0.0323733264
SRX4498224,0.0139873732,0.0096487262
SRX4498230,-0.1264498763,0.0882921022
SRX4498226,0.0755410261,-0.0335106898
SRX4498218,-0.0318452501,0.1884587301
SRX4498216,0.8855301777000001,-0.0342724645
SRX4498220,-0.5584751851,-0.3208218344
SRX4498222,-0.2952097425,0.1666355689
SRX4498225,5.9371807041,-0.28687348100000004
SRX4498227,6.4978536433,-0.37111904830000003
SRX4498231,6.6548894895,-0.47731863880000003
SRX4498229,6.6265066445,-0.4231822764
SRX4498217,7.002862383,-0.329915661
SRX4498221,6.4801299506,-0.2797396639
SRX4498219,6.8604214863,-0.3021630634
SRX4498223,5.8377635645,-0.6107534947000001
SRX5079928,0.989762613,-0.2959545704
SRX5079930,1.6970305984,-0.1225345169
SRX5079929,1.5484198662000002,-0.1317854062
SRX5079923,0.5035100635,0.0372262674
SRX5079924,0.7225609723,-0.1703346358
SRX5079922,0.9278733102000001,-0.048349828500000004
SRX5079920,0.0963691279,0.06876912610000001
SRX5079921,0.2778164155,-0.2256585029
SRX5079919,-0.3741855435,0.1568893768
SRX5079926,1.3763294823,-0.2522430086
SRX5079925,1.277344191,-0.1368189314
SRX5079927,1.3522404823,-0.3716500009
SRX894005,2.6747868483,1.0849633218
SRX894004,1.2077919109,1.107343429
SRX894006,1.7411229591000001,1.1201806217
SRX893999,-0.4980707062,0.0742039613
SRX894000,-0.0701234369,0.0895638753
SRX893998,0.5681941431,-0.1637678366
SRX4647489,-0.6546192414,-0.0129429192
SRX4647490,0.6546192414,0.0129429192
SRX4647492,-0.3592617401,0.0275836304
SRX4647491,0.3847044288,0.1329023252
SRX4647496,-3.8655756822000003,0.0661819199
SRX4647495,-2.8605809503,0.0410501376
SRX4647499,-0.1613303257,-0.0291113027
SRX4647500,-0.8456921716,0.21719830580000002
SRX4647493,-0.3115029595,0.2393773093
SRX4647494,-0.9432846934,0.3884121354
SRX4647497,-1.0372025426,0.0957883997
SRX4647498,-2.1117057816,0.042139479800000004
SRX4505482,-0.4659264748,-0.14702183130000002
SRX4505486,1.0165040246000001,-0.3552907072
SRX4505484,0.5671576297,-0.47291866990000003
SRX4505473,0.885456553,-0.24206001430000001
SRX4505476,0.16915943690000002,-0.0646978121
SRX4505480,0.056207278000000006,-0.1535500998
SRX4505478,-0.1730664015,-0.0582183623
SRX4505474,-0.052300313300000005,0.2764662741
SRX4505483,-4.5231012914,0.3094333668
SRX4505485,-4.8047666018,0.3920248053
SRX4505487,-4.5186075424,0.4036332653
SRX4505488,-3.8819304949,0.1459318534
SRX4505481,-4.7763049764000005,0.3287963805
SRX4505477,-4.4140432527,0.2018507514
SRX4505475,-3.3691577722,0.0682730064
SRX4505479,-4.1403990558,0.28575714550000003
SRX4605773,0.0403233205,-0.2288608568
SRX4605774,0.5070584635000001,0.0335444943
SRX4605772,-0.3741127148,0.0393488937
SRX4605771,0.3741127148,-0.0393488937
SRX5178871,0.43822955610000003,0.3411515282
SRX5178872,-0.1849768289,0.1978324468
SRX5178868,0.6365196485,0.0794047083
SRX5178870,-0.3920423335,0.184183809
SRX5178869,-0.24447731500000003,-0.2635885173
ERX1404045,0.2561112042,-0.39619954420000003
ERX1404046,-0.2561112042,0.39619954420000003
ERX1404043,6.1859154518,0.8406297414
ERX1404044,0.3386436729,0.1246973339
ERX237502,-0.8446776712,0.2732590925
ERX237505,1.0532638366,-0.0376982024
ERX237506,-0.0893822135,0.41993240870000004
ERX237500,-3.7224337763,-0.5385495542000001
ERX237497,-3.035890063,-0.4718715016
ERX237499,-4.0096308499,-0.11899334010000001
ERX237507,-0.2890477038,0.0089081299
ERX237496,1.0675018269,-0.0013134192
ERX237504,-0.7784541231000001,-0.0075947107
ERX3772318,-0.007823724,-0.0912731667
ERX3772320,0.1419878349,-0.0198291895
ERX3772319,1.0475262202,0.039081371600000005
ERX3772321,-1.350458178,-0.2028795591
ERX3772322,0.5167171491,0.0331197445
ERX3772323,0.833741029,0.1697598146
SRX4314262,-0.6453449511,-0.6439055803
SRX4314263,-0.24897379690000002,0.171693738
SRX4314261,0.8943187480000001,0.4722118424
SRX4314265,0.7879219811,0.3400530997
SRX4314266,1.8493227791,0.1616253719
SRX4314264,-0.936596368,0.5767772785
SRX4314268,-2.4784475797,0.06001726500000001
SRX4314267,-1.7980352540000002,-0.4221776245
SRX4314271,2.0712485210000002,-0.6417066632
SRX4314272,1.110250081,-0.0645706117
SRX4314275,2.6875456839,0.0861079004
SRX4314274,4.1060448149,-0.1841471215
SRX4314273,2.9555156057,-1.2018537853
SRX4314278,3.2024481334,-1.0773081948
SRX4314276,3.4456888473,-0.37009635090000004
SRX4314281,4.6449358505,-0.7897924885000001
SRX4314279,5.8112617146000005,-0.5621381816000001
SRX4314280,4.7345115602,-0.8427392414
SRX4314284,4.3576977089,-0.8348132340000001
SRX4314283,3.8302041055,-0.7359162272
SRX4314282,5.0760566754,-0.5499295045
SRX4314293,3.8004859711,-0.2456796114
SRX4314292,3.9151814484000003,-1.4708628608
SRX4314291,4.4472400408,-0.1853132542
SRX4314297,5.8072218806,-0.5157730571
SRX4314298,5.1267345371,-0.3152040937
SRX4314299,4.5538201619,-0.47653235
SRX4314302,4.8156973748,-0.18886787
SRX4314301,3.7722270273,-0.8508901555
SRX4314300,4.4847379993,-0.300515696
SRX4314305,1.1501866568999999,0.2298805219
SRX4314304,2.9661438817,-0.18906855350000001
SRX4314303,2.123601215,0.1336804979
SRX4314309,4.7408109047,-0.37659395630000003
SRX4314306,2.7287585899,-0.0376560172
SRX4314308,2.2969264937,-0.3872716514
SRX4314307,2.358520648,0.009136248000000001
SRX4314311,2.1278774525,-0.4999738267
SRX4314317,-1.684532729,-0.0015330738
SRX4314316,-1.6400553937,-0.4099808454
SRX4314318,0.8780957364,0.1940767713
SRX4314319,1.4324839126,0.1698632458
SRX4314331,3.3552605459000002,-0.5860381250000001
SRX4314330,2.2156234814,-0.8614673131
SRX4314332,2.2422156525,-0.7997715051000001
SRX4314335,2.0324095112,-1.1349290415
SRX4314334,3.1701024338,-1.5388385539
SRX4314333,2.0335238854,-1.1900538353
SRX4314338,2.1649612477,-1.2155348781
SRX4314336,3.1872113711,-1.243042408
SRX4314337,3.6671000778,-1.2958150245
SRX4314339,2.4693870993,-1.3990376661
SRX4314340,2.5672153460000002,-1.4170430253
SRX4314341,2.700303803,-1.3144478143
SRX3686762,7.226042348,0.5786461817
SRX3686763,6.7232613111,0.4797424207
SRX3686761,6.489078026,0.5660501090000001
SRX3686765,4.9467087307,0.3408433035
SRX3686769,4.4668072292,0.6579926631
SRX3686766,4.4756583755,0.7441208404
SRX3686768,4.0781794496,0.4082602135
SRX3686764,4.5166334719,0.4690862732
SRX3686767,3.8293587828,0.5279970476
SRX3686788,0.9632860374000001,-0.0024026532
SRX3686791,-0.6927636616,0.357539408
SRX3686792,0.0088227081,-0.18648722580000002
SRX3686793,0.8883112609,-0.12189179080000001
SRX3686790,-0.6893391187,0.2019753336
SRX3686789,-0.4783172261,-0.2487330717
SRX3686829,8.8271674601,0.31354005960000003
SRX3686830,9.3043016415,0.5832578203000001
SRX3686828,9.4070293236,0.6115262518
SRX3686819,8.9124111956,0.6181629868
SRX3686818,9.3146939875,0.7898277711
SRX3686817,9.0304550036,0.8292934688
SRX3686822,9.4905607534,0.8426105038
SRX3686820,10.2181954072,1.1535990084
SRX3686821,9.7845158976,1.2092859779
SRX3686743,7.339768544,0.8561569805
SRX3686744,7.1015565845,0.4454312971
SRX3686745,7.5635226003,0.4348929989
SRX3686772,5.4041240961,0.6029605731000001
SRX3686770,4.5917793099,0.37902309770000003
SRX3686771,4.0724879673,0.5095990065
SRX3686794,1.8642797427,0.17579825030000001
SRX3686796,5.5535668577,0.3933082767
SRX3686751,7.9966734407,0.1800042707
SRX3686749,8.4408998602,0.4228848133
SRX3686750,7.7504911457,0.6989580771
SRX3686778,6.3868637273,0.22544559500000003
SRX3686777,6.4917227896,0.5294778754
SRX3686776,6.0214121747,0.5931483209
SRX3686800,5.2975126511,0.2840098972
SRX3686801,5.8614037943,0.165754869
SRX3686755,8.5676435576,0.6018276502000001
SRX3686757,7.0462256981,0.38564329940000003
SRX3686756,7.4200599718,0.6091662096
SRX3686784,6.3898450627,0.3018257894
SRX3686783,5.8668031770999995,0.1959064855
SRX3686782,5.7916407611,0.2270405217
SRX3686809,7.9350855748,0.1845702388
SRX3686807,7.4915948084,0.376414024
SRX3686808,7.1897347367,0.3464907303
SRX3686787,8.4251902723,0.7136738857
SRX3686786,8.3332383817,0.7230202721
SRX3686785,8.0554451256,0.8470537106
SRX3686799,6.0139292214,0.4282379691
SRX3686797,6.1803465689,0.40074969920000003
SRX3686798,5.9972310177,0.4511560539
SRX3686746,7.0199551815,0.6174118843
SRX3686748,7.0646228918,0.6363982889
SRX3686747,7.0701433737,0.5622732199
SRX3686773,6.0887440676,0.5374217911
SRX3686774,5.2406525905,0.5173464372000001
SRX3686775,5.6235187243,0.4305108962
SRX3686754,7.7053873248,0.7601160697
SRX3686753,7.13161388,0.8030172506000001
SRX3686752,8.3104432296,0.6750225452
SRX3686780,8.3123839107,0.7052164809
SRX3686779,7.4693078066,0.5642159138
SRX3686781,6.7707542701,0.37289323760000004
SRX3686806,6.4697908055,0.2015944985
SRX3686805,6.84904898,0.5072091082
SRX3686758,9.0636401951,0.9497109327000001
SRX3686760,9.2827273846,0.8279203516
SRX3686759,9.4213856071,0.9493038247000001
SRX3686810,7.5098362323,0.6991004126
SRX3686811,6.4060650251,0.4299298321
SRX3686812,6.7975731958,0.3020998903
SRX3686813,6.8376327374,0.43879369840000004
SRX3686815,8.1583150375,1.5389086081999999
SRX3686816,7.8192765459,1.3679597455999999
SRX3686823,8.4789230083,0.5803790279000001
SRX3686824,8.573941123800001,0.37820844070000004
SRX3686825,9.4293396615,0.7335554009
SRX3686827,8.9559888631,1.0909471169
SRX3686826,8.8017749507,0.9382323126000001
SRX7054191,-0.42247395190000003,-0.22062857530000002
SRX7054189,-0.3700965599,-0.0651400092
SRX7054190,0.7925705118,0.28576858450000003
SRX7054193,-0.3589441769,1.0555624113
SRX7054192,-0.1307787253,1.0514969086
SRX7054194,-1.3795259101,1.3472212039
SRX4506284,-5.8554539585,0.1397359461
SRX4506280,-6.6674615326,0.0240406866
SRX4506282,-6.3901496631,0.1318236748
SRX4506278,-5.7480349678,0.21978671260000002
SRX4506274,0.4150196605,-0.0693704022
SRX4506273,-0.37218244570000003,0.0872133345
SRX4506271,0.1305622801,-0.0327736331
SRX4506276,-0.1733994949,0.0149307008
SRX4506283,-3.0843648200000002,-0.08101648360000001
SRX4506279,-2.8715777982,-0.2025013283
SRX4506285,-3.1449910178,-0.0712860994
SRX4506281,-2.9218402282,-0.1280677139
SRX4506275,-1.8010234977000001,-0.14998236510000001
SRX4506277,-1.5400149824,-0.1767999231
SRX4506272,-2.3803547927,-0.3917613049
SRX2923393,-0.0084196179,0.0273940563
SRX2923394,0.0084196179,-0.0273940563
SRX2923398,1.4138783974,4.185676201
SRX2923397,2.5080283461,3.00386094
SRX2923395,-7.0893637186,3.565837881
SRX2923396,-6.7109103183,3.5238326261
SRX2923400,4.2367134449,-1.1580924055
SRX2923401,2.4530583142,-1.4391838018
SRX2923403,-6.8247803462,0.9756019372
SRX2923402,-8.4236274966,-0.0813421737
SRX6853288,-2.5109484909,0.14266653140000002
SRX6853287,-0.7573420498,0.1582124413
SRX6853286,0.17294490610000002,0.0011356605
SRX6853284,0.0102254569,-0.15136076780000002
SRX6853285,-1.5066868278,0.16058549600000002
SRX6853283,1.4964613709,-0.0092247282
SRX4319040,0.5343081501,-0.0104478641
SRX4319041,-0.3778423825,0.008114114700000001
SRX4319039,-0.1564657676,0.0023337495
SRX4314613,6.0248061276,-1.1004563135
SRX4314614,3.2323621386,-0.43256802440000003
SRX4314615,3.6556210681,-0.9638846355
SRX4314632,3.2058774869,0.0101363219
SRX4314631,4.6089034987,0.2651347298
SRX4314633,4.7413086241,0.1623069409
SRX4314622,5.0818659809,-0.8633049651
SRX4314623,4.0563259992,-0.9601754181000001
SRX4314624,3.6936008560999998,-0.265734464
SRX4314611,-0.5453458649,-0.158392175
SRX4314610,0.5065636389,0.0787144942
SRX4314612,0.038782226100000004,0.0796776807
SRX4314630,0.2520702891,0.9813966452
SRX4314628,0.5013170351,0.9756693537000001
SRX4314629,1.1715141806,0.9629051299
SRX4314619,-0.1811853152,0.5119026959
SRX4314621,-0.8090660988,-0.1374261624
SRX4314620,0.0001619595,0.13317394200000002
SRX7119390,0.2257301036,0.0870586733
SRX7119388,-0.2257301036,-0.0870586733
SRX7119386,9.6932976896,-0.007737653000000001
SRX7119385,11.1389947384,-0.17963412180000002
SRX7119387,10.9956440077,0.0100327765
SRX3746749,0.27424849360000003,0.6214406487
SRX3746748,-2.0567121779,0.3780023094
SRX3746751,-8.630361291,-1.4143285156
SRX3746750,-4.091910692,-0.5843706472
SRX3746752,-0.2131788238,-0.11078580900000001
SRX3746753,-6.2900139772,-1.1475815435
SRX3746755,-2.2013993369,0.0121807381
SRX3746754,2.2013993369,-0.0121807381
SRX2345943,-0.5472954136,-0.1862896687
SRX2345942,0.5472954136,0.1862896687
SRX2345941,-0.4219780406,0.7794063553
SRX2345940,1.4333543923,0.5439482105
SRX3992217,-0.32445556680000004,0.2633030762
SRX3992216,-1.8990773696,0.6576725341
SRX3992214,4.9599500453,-1.3617980119
SRX3992215,3.6269725514999998,-1.3363725419999999
SRX3992221,6.8099914367,-1.1068620515
SRX3992220,4.922535011,-1.4164027894
SRX3992219,0.3027050357,0.1668311027
SRX3992218,-0.7879590816,0.2355681238
SRX3992201,-0.44953936180000004,0.2375250317
SRX3992200,-0.7145510613,0.1565728569
SRX3992198,-0.7530744296,0.4305343157
SRX3992199,-2.2112262111,0.5503419089
SRX3992202,-0.6124498926,0.1665639685
SRX3992203,0.2633646787,0.0214118001
SRX3992204,3.4952342796,-1.3937068375
SRX3992205,2.8553677533,-1.423108466
SRX3992206,3.2114859491,-1.4673223416
SRX3992207,3.3827942976,-1.3146628071
SRX3992209,0.5220102289,-0.2576024046
SRX3992208,-1.8143022306,-0.3449828555
SRX3992212,-1.1778253548,-0.2930895676
SRX3992213,0.3344667699,-0.3382541267
SRX3992210,-0.5580477213,0.19611865650000002
SRX3992211,0.5580477213,-0.19611865650000002
SRX357084,0.0549863227,-0.1066254405
SRX357083,-0.0549863227,0.1066254405
SRX4647134,1.0780191879,0.47132739570000004
SRX4647137,0.3826184308,0.08702377480000001
SRX4647136,1.6148093137,0.5412145051
SRX4647135,1.3856282152000001,0.4532444655
SRX4647139,0.2681739643,-0.020877094000000002
SRX4647141,-0.1522532037,0.0339295435
SRX4647140,-0.2056710423,-0.1291976164
SRX4647138,0.0897502817,0.1161451669
SRX4647128,5.3724586192,0.16778539680000001
SRX4647127,5.3685565633,0.1039550934
SRX4647129,5.2976329179,-0.0648072668
SRX4647126,4.9857246493,0.0194384729
SRX4647133,3.6555591879,0.21554053480000002
SRX4647132,3.4142006286,0.17193448290000002
SRX4647131,3.5965006039,0.3552992172
SRX4647130,2.8848759174,0.24163429490000002
SRX6923924,2.3093266015,-0.206388172
SRX6923925,2.273193716,-0.26824260510000003
SRX6923923,1.2573735631,0.6447995634
SRX6923922,2.1035942946,1.1665544132
SRX6923939,0.0846539771,-0.08531787910000001
SRX6923938,-0.0846539771,0.08531787910000001
SRX6923936,-1.4560342725,0.2532667042
SRX6923937,-1.9532252074,0.229740501
SRX5509428,-0.1739474501,-0.0300801323
SRX5509427,0.1739474501,0.0300801323
SRX1882560,4.243136365,-2.2943196201
SRX1882558,4.2208533442,-2.3524738054
SRX1882559,4.6097293784,-2.4191778061
SRX1882561,1.0569150635,-2.7816874844
SRX1882563,0.7339100559,-2.8756809581000002
SRX1882562,1.2729756052,-2.8204397391000002
SRX1882565,-0.4540676624,-3.2685725669
SRX1882566,-1.0456651953,-3.2575335998
SRX1882564,-0.5622930349,-3.144404491
SRX1882568,0.7827732291,-3.3492811111
SRX1882567,0.4755822075,-3.4568090546
SRX1882569,-0.1017505565,-3.2561051734
SRX1882555,0.3198783181,-0.0034800259
SRX1882557,-0.3032105016,-0.0234608907
SRX1882556,-0.0166678165,0.0269409166
SRX5088615,3.5983355791,-0.4636346322
SRX5088616,1.8027066935,0.2911957492
SRX6845150,5.7074626627,1.9309913039
SRX6845149,7.3212252597,2.0573186057
SRX6845151,1.0567567698,-0.0337059225
SRX6845152,-0.55725384,0.2777432505
SRX6845145,6.2012261012,1.4179062152
SRX6845146,6.815406975,1.0787452807
SRX6845142,0.31013882740000004,-0.0084528116
SRX6845141,1.0425573141,-0.2322356994
SRX6845144,0.3630940817,-0.41604788200000004
SRX6845143,-0.3630940817,0.41604788200000004
SRX5605051,-0.2107662425,0.1254717943
SRX5605045,0.2107662425,-0.1254717943
SRX5605060,1.0628277134,0.22567920030000002
SRX5605059,-1.3248399759,0.5635576915
SRX2382017,0.0935141006,-0.0651899751
SRX2382024,-0.0935141006,0.0651899751
SRX2382027,1.299384906,-0.5706395787
SRX2382029,1.268417012,-0.5023277131
SRX2382217,0.8692188374,-0.6599474995
SRX2382023,1.7284279236,-0.5434226222
SRX2382218,-0.6765823151,-0.30559423280000003
SRX2382219,-1.6194204194,0.0922446942
SRX2382213,-1.9870635372,-0.6229026524
SRX2382019,1.3308688347,-0.8961745673
SRX2382214,-3.1975935123,0.553650155
SRX2382215,-0.9277712101000001,0.2971697699
SRX2382020,-1.1660507624,0.7354616848000001
SRX2382216,-1.5754555411,0.8347228562000001
SRX2382022,-3.2277154544,0.0043108175
SRX2382033,-0.8509208769000001,0.17488186600000002
SRX2382220,3.7151082271,1.3334455689
SRX2382222,3.6485509828,1.2340564373
SRX2382030,1.8386657556000001,1.5712475543000002
SRX4506350,0.1434339859,0.0250055353
SRX4506352,-0.4338658761,0.07371174600000001
SRX4506354,-0.7216281549,0.21011161890000002
SRX4506348,-0.0696549935,-0.0057817983
SRX4506346,0.1618731663,0.032593648
SRX4506344,-0.0922181728,-0.0268118497
SRX4506351,1.7633848581,-0.5530628385
SRX4506353,1.1445264180999999,-0.6499398294000001
SRX4506355,0.7859066704000001,-0.4560311187
SRX4506349,1.7032322128000001,-0.42712347970000003
SRX4506345,2.0955047915,-0.41459522320000003
SRX4506347,2.9312110760000003,-0.5739770863
SRX4514122,-1.5317261006,-0.2653148327
SRX4514124,1.1349393401,-0.0872056573
SRX4514126,0.9636308202,0.092018454
SRX4514120,-1.1819979634,0.0128636921
SRX4514112,-0.8316113913000001,0.055781166800000004
SRX4514116,0.5786674314,0.0634351272
SRX4514118,0.9405341522,-0.0172675571
SRX4514114,-0.6875901923000001,-0.10194873700000001
SRX4514121,-1.4972033336,-0.0643926999
SRX4514125,1.2214967026,0.04902668
SRX4514127,0.845287738,0.1150843046
SRX4514123,-1.2510672075,-0.1902427843
SRX4514115,-1.1641113221000001,-0.1963602515
SRX4514117,1.1546716636,-0.0818604794
SRX4514113,-0.7610149623,-0.1307962945
SRX4514119,0.330540914,-0.0517744667
SRX958308,-3.04922014,1.5332744612
SRX958306,-2.3010653396,0.6643394258
SRX958307,-1.8525147966,0.642205335
SRX958313,-1.2770355143,-0.1130143161
SRX958312,0.5657344367,-0.0226832581
SRX958314,0.7113010776,0.1356975743
SRX958320,-2.8113098082,1.1095687071
SRX958318,-3.8453338359,0.7891125851
SRX958319,-3.8609315004,1.2040738683
SRX958323,2.7511560717,1.7820429356
SRX958322,1.528388161,2.2354221352
SRX958321,0.6136474515,2.0727091133
SRX958310,-1.3135879847,0.0745311777
SRX958309,-3.5865613931,0.3835273032
SRX958311,-1.9709456914,0.4145158813
SRX958317,1.4528134009,1.0068687945
SRX958315,0.2227692759,1.0342068087
SRX958316,-0.4439263954,1.2064104568
SRX958324,-4.299749789,0.9688590365
SRX958325,-4.1614252723,1.1838277848
SRX4498322,-0.013703690900000001,0.1256544084
SRX4498318,-0.2850466574,0.09550190700000001
SRX4498320,-0.5225127408,0.0322088537
SRX4498316,0.8860923203000001,-0.2262749394
SRX4498312,-0.2732079431,-0.050189484900000005
SRX4498308,0.1781854056,0.0488129569
SRX4498314,0.1990024796,-0.07002290430000001
SRX4498310,-0.1039799421,0.0713994323
SRX4498319,-2.5038232831,-0.1906458305
SRX4498317,-2.3632017597,-0.450886341
SRX4498311,2.0823291831,-0.5318459284
SRX4498315,2.0923303266,-0.49446308840000003
SRX4498309,0.5490424259000001,-0.44091110600000005
