,A,Rv0135c,Rv1019
SRX3746751,0.9398837786,-1.7904343254000001,-1.2005271836
SRX3746750,0.045269287000000005,-0.5254177435,-0.16103176660000001
SRX3746752,-0.40513081980000004,-0.2755806194,0.096088423
SRX3746753,-0.17409643530000002,-0.8460668106,-0.9177320118000001
SRX3746755,-0.4049005438,0.2438000174,-0.3789916414
SRX3746754,0.4049005438,-0.2438000174,0.3789916414
SRX2345943,0.0580417415,-0.2282371836,-0.1402501401
SRX2345942,-0.0580417415,0.2282371836,0.1402501401
SRX2345941,-2.0846150189,0.2373354375,0.3258663029
SRX2345940,-2.0071316404,-0.10844642950000001,0.07728493560000001
SRX3992217,-0.4473879569,-0.1855981021,-0.2172792554
SRX3992216,0.4267931923,-0.0368899386,0.2534138443
SRX3992214,1.2281176876,0.6626818914,-0.9508476617
SRX3992215,1.1761418698,0.7456205172,-0.8967343128
SRX3992221,1.0578668833,0.7358869886,-1.0837150035
SRX3992220,1.5343837044000002,0.7481606805000001,-0.8919095011
SRX3992219,-3.5662970978,-0.4541591659,-0.5918157458000001
SRX3992218,-3.7498969362,-0.6136397792,-0.571911499
SRX3992201,-3.9214053333,-0.569455177,-0.6201108377
SRX3992200,-3.539864901,-0.5299066288000001,-0.7708064947000001
SRX3992198,-0.2301701714,-0.0386308332,-0.1766119647
SRX3992199,0.2533702954,-0.1008830721,0.2292608539
SRX3992202,0.568526473,-0.0657130123,0.083996231
SRX3992203,-0.1374276324,-0.20432192600000001,-0.2812200614
SRX3992204,0.0780166283,0.6211685633,-0.9704555615
SRX3992205,-0.5771639022,0.6723181339000001,-0.8013548885
SRX3992206,-0.0053759196,0.6214510551,-0.9379046948
SRX3992207,-0.5857013551,0.6280442229000001,-0.9662821766
SRX3992209,-3.944478996,-0.6043082708,-0.674401346
SRX3992208,-3.8795824016,-0.4966509771,-0.34781983920000004
SRX3992212,-3.6813708371000002,-0.5649696473,-0.45291175650000004
SRX3992213,-4.2959597445,-0.5165924505,-0.6396068182
SRX3992210,0.07976298130000001,-0.0459824344,0.1976636326
SRX3992211,-0.07976298130000001,0.0459824344,-0.1976636326
SRX357084,0.025236558000000003,0.0978923761,-0.0029044867
SRX357083,-0.025236558000000003,-0.0978923761,0.0029044867
SRX4647134,3.4459786312,-0.0929374568,0.356544075
SRX4647137,0.52933843,-0.0600232651,-0.0503729543
SRX4647136,3.4846414729,-0.06445915,0.4613704985
SRX4647135,3.3478164847,-0.1259043458,0.5053496318
SRX4647139,0.1758579297,-0.007100862800000001,0.003171684
SRX4647141,-0.1868880198,0.030188604100000002,-0.16268773050000002
SRX4647140,-0.25184195130000003,0.0400730014,0.0666804968
SRX4647138,0.26287204140000003,-0.0631607428,0.0928355496
SRX4647128,-1.9727990476000001,-0.6068787807,0.0402254138
SRX4647127,-1.9231367425,-0.577226915,0.1909651675
SRX4647129,-1.8553565405999999,-0.5417279883,-0.0225730874
SRX4647126,-1.9194208362,-0.5862578933,0.021206102
SRX4647133,-4.3675081741,-0.41905111240000004,-0.0094977464
SRX4647132,-5.4998946573000005,-0.6723248847000001,-0.2632660791
SRX4647131,-4.9837777832,-0.5892108163,-0.12235951490000001
SRX4647130,-5.4347622614,-0.5143405214,-0.1593657812
SRX6923924,1.306402424,0.1982673529,-0.1806832578
SRX6923925,0.5116321385,-0.0951769427,-0.514799686
SRX6923923,6.3224960265,0.22408091870000002,-0.6879574802
SRX6923922,6.1357090186,0.4409174618,-0.3875024865
SRX6923939,-0.2580882244,0.015597526700000001,-0.0709467778
SRX6923938,0.2580882244,-0.015597526700000001,0.0709467778
SRX6923936,4.6079137478,0.2805768406,-0.0326709731
SRX6923937,4.6194922486,0.29557382930000003,0.1349629305
SRX5509428,0.0001794868,0.0039863135,-0.0034819389000000003
SRX5509427,-0.0001794868,-0.0039863135,0.0034819389000000003
SRX1882560,2.4495489043,-0.3169809059,-1.6585826356000002
SRX1882558,2.3787905423,-0.24009769990000002,-1.5402643216
SRX1882559,2.1583683103,-0.2837603408,-1.5715533798
SRX1882561,3.7650697468,0.1376390908,-1.795104709
SRX1882563,3.7745089998,0.1566973274,-1.8580287031
SRX1882562,3.977972759,0.038235334600000004,-1.9694709507
SRX1882565,5.3468950553,0.2678910415,-1.8974673578
SRX1882566,5.3429220148,0.3199459651,-1.8058833026
SRX1882564,5.6071057369,0.30158970290000003,-1.912607752
SRX1882568,7.1025197947,-0.10218616100000001,-1.5978260976
SRX1882567,6.9148146849,-0.0953896689,-1.4756254283999999
SRX1882569,7.0706123991,-0.0248721598,-1.7569989194
SRX1882555,0.0177687648,0.0031409999,-0.0063425191
SRX1882557,0.093898727,0.0497160191,-0.0103349028
SRX1882556,-0.1116674918,-0.052857019000000005,0.0166774219
SRX5088615,4.1532384075,0.8513340131,0.6814910478
SRX5088616,3.8648934127,0.7921491610000001,0.7614810820000001
SRX6845150,-1.3559933206,0.9065101756,1.404189353
SRX6845149,0.23788197020000001,0.2068708897,1.8797954101
SRX6845151,1.2804770949,-0.1592930979,0.0420179327
SRX6845152,0.9667576726,0.5399377835,0.3959413278
SRX6845145,0.7307871815,0.0279848971,1.4464603596
SRX6845146,0.7846833318,0.3104599153,1.2201969532
SRX6845142,-3.4323340682,-0.7071044107000001,-0.6238588514
SRX6845141,-3.9262337239000002,-0.7252875022,-0.7075556533
SRX6845144,-0.10962163300000001,0.2279240429,0.1389616796
SRX6845143,0.10962163300000001,-0.2279240429,-0.1389616796
SRX5605051,0.20151286440000002,0.0623042492,-0.027041028300000002
SRX5605045,-0.20151286440000002,-0.0623042492,0.027041028300000002
SRX5605060,-0.20911283220000002,-0.3724878323,-0.0680595903
SRX5605059,-0.4151945011,-0.16580014810000002,0.0643005957
SRX2382017,-0.0298353833,-0.044068316600000004,-0.0592320974
SRX2382024,0.0298353833,0.044068316600000004,0.0592320974
SRX2382027,-1.7574546593,-0.5860610982000001,-0.6089590530000001
SRX2382029,-1.0580105264,-0.7537803014000001,-0.6726062528
SRX2382217,-2.6777716335,-0.5782482614000001,-0.7139024803
SRX2382023,-2.4059208737,-0.5886800461,-0.5851614883
SRX2382218,-3.1890949841,0.3610473061,-0.19980677060000002
SRX2382219,-2.8487566714,0.18420436440000001,0.19284592150000002
SRX2382213,-1.8276104228,-0.6125949466,-0.48081953730000004
SRX2382019,-1.1328457731000001,-0.4970008046,-0.8401378525000001
SRX2382214,-0.2376786023,0.2685120214,0.1348970613
SRX2382215,-1.975847055,-0.0542004867,-0.013368414
SRX2382020,-0.6662282102,0.5150106505000001,0.2457619923
SRX2382216,-1.0860537187000001,0.4461767299,0.033662966
SRX2382022,1.1414617243,0.27478790940000003,0.32293359860000004
SRX2382033,-0.011112278000000001,0.049048820300000004,0.1132441272
SRX2382220,-4.020181966,0.46619995880000004,0.11465598410000001
SRX2382222,-3.8724980995,0.472242082,-0.1798815726
SRX2382030,-3.6084034458,0.5997329307,-0.30197463210000003
SRX4506350,-0.1948509702,0.0586290683,0.046073007000000006
SRX4506352,-0.5338345884,0.0722127578,-0.09334636
SRX4506354,-0.3632263189,0.1598766898,-0.1334045861
SRX4506348,0.0860176916,-0.028260342900000002,-0.018345495
SRX4506346,-0.0737036522,0.037367835,0.034188451
SRX4506344,-0.0123140395,-0.009107492200000001,-0.015842956000000002
SRX4506351,-8.2102013141,-0.349124186,-0.7427293653
SRX4506353,-7.5067675043,-0.2647829051,-0.7641299204
SRX4506355,-7.3432590585,-0.287838561,-0.8170812267
SRX4506349,-5.6476975465,-0.3585519368,-0.8271260563
SRX4506345,-6.0646770836,-0.3199022331,-0.7053281371
SRX4506347,-6.0684279002,-0.4216271501,-0.5394302719
SRX4514122,1.4087250747,0.3932270069,0.2151375064
SRX4514124,-2.8597471624,-0.054762525400000005,-0.41161964440000004
SRX4514126,-2.8825326609,-0.0174832535,-0.2478203698
SRX4514120,1.3580544735,0.32409372200000003,0.2018665861
SRX4514112,2.5132780294,0.3298952819,0.3270372185
SRX4514116,-2.4455426189000002,-0.2523109905,-0.2585497413
SRX4514118,-2.1375390511,-0.3649845149,-0.259624379
SRX4514114,2.0698036406,0.2874002235,0.1911369017
SRX4514121,1.7747872094,0.37622407210000003,0.30939427610000003
SRX4514125,-2.9722076641,-0.0789060431,-0.2382455042
SRX4514127,-2.9286732798,-0.0678130014,-0.3509258944
SRX4514123,1.1928814295,0.3101377654,0.2450342351
SRX4514115,2.1264229204,0.2582395544,0.0896450497
SRX4514117,-2.0087752885,-0.3018683924,-0.25515288410000003
SRX4514113,1.9192399262,0.3408533704,0.1920002641
SRX4514119,-2.0233841838,-0.3179192829,-0.3285166245
SRX958308,-2.6742107269,1.0566975526,0.2383724674
SRX958306,-2.9575886952,0.26285115540000004,0.3091137382
SRX958307,-3.1924887617,1.3232573332,0.5180077112
SRX958313,-0.5687321775,0.0105717068,-0.0955845635
SRX958312,1.2673290139,0.2265895292,0.07698082020000001
SRX958314,-0.6985968365,-0.23716123600000003,0.0186037434
SRX958320,0.25267517710000004,1.5640053922,0.32375226890000003
SRX958318,-1.8283591243,1.8866538469,-0.1374827657
SRX958319,-1.8402291577,1.6002400781000001,0.1192755885
SRX958323,-3.9225881582,1.5341721923,0.9949395611
SRX958322,-2.7997288978,1.8399246761999999,1.145946713
SRX958321,-2.4771255947,1.7662638776000001,1.1828336201
SRX958310,-1.2551339261,0.1602011462,-0.3513396569
SRX958309,-2.1813234057,0.062239779,-0.0839443164
SRX958311,-1.203044382,0.0950422138,-0.08559588600000001
SRX958317,-3.2929695193,0.5919411126,-0.442671154
SRX958315,-3.6925994067,0.4394422622,-0.304527745
SRX958316,-3.6809230793000003,0.5117672854,-0.3982550179
SRX958324,-10.946064154,0.2836727952,-0.1516557942
SRX958325,-10.7264624641,0.264519225,-0.101549291
SRX4498322,0.0660567479,0.024815443700000002,0.0034570616
SRX4498318,0.027752752300000003,0.0286982114,0.0048856636
SRX4498320,0.2608912993,0.0196882355,-0.1069824897
SRX4498316,-0.49700637410000004,-0.1652011269,0.1121244034
SRX4498312,-0.2296616794,-0.0742312933,-0.0182302846
SRX4498308,-0.1060505271,0.0650796748,0.0131185585
SRX4498314,0.2624357572,0.0031079406,0.0220679893
SRX4498310,0.0732764492,0.0060436778,-0.0169562633
SRX4498319,-7.5847622176,0.0698807719,0.5392928706
SRX4498317,-7.9930963931,0.2139413839,0.6105981669
SRX4498311,-3.2388831769,-0.3926343445,-0.1882915641
SRX4498315,-2.9562552976000003,-0.3370784432,-0.279422404
SRX4498309,-2.8048416606,-0.2973890957,-0.3080007571
SRX4498313,-2.5623355453,-0.286850587,-0.2794668242
SRX4615568,-0.2438683225,-0.1352950625,-0.3059477801
SRX4615570,0.2438683225,0.1352950625,0.3059477801
SRX727246,-11.478437305,-0.0428695169,-0.6921384102
SRX727243,-11.611101826,-0.0672240137,-0.624645817
SRX727247,-9.8839353571,-0.7377838428,-1.4451241768
SRX727244,-10.8463687858,-0.26825926,-1.2664022741
SRX727245,-9.7066236911,-0.8547918578,-1.5643672392
SRX727248,-9.7291856701,-1.5294754736,-2.0520000519
SRX727249,0.4493777559,-0.0532338126,0.1661365842
SRX727251,-0.2926314028,0.055634870100000004,-0.0918408725
SRX727250,-0.1567463531,-0.0024010575,-0.0742957117
SRX4498332,0.3549395018,-0.4274405054,0.2071797518
SRX4498334,1.7713558061999999,-0.24744800190000002,0.1453393157
SRX4498335,2.3358253353,-0.1520227632,0.059113457200000004
SRX4498337,2.9800961255000002,-0.2571377385,0.2137223328
SRX4498324,-0.9389426124,-0.015195837200000001,0.0129008829
SRX4498326,0.41430514630000004,-0.017946182,-0.11012567100000001
SRX4498328,0.26174748940000003,-0.049250432600000005,0.0273887552
SRX4498330,0.2628899766,0.08239245170000001,0.0698360329
SRX4498336,-4.4116720653,-0.9024093271,0.5782076665
SRX4498333,-4.8268471329,-0.7783257009000001,0.6381425832000001
SRX4498338,-3.2035380293,-0.7002279535,0.6462340662
SRX4498329,-4.5176433459,-0.7127552202,0.40171644040000004
SRX4498325,-3.8644268588,-0.6368863876,0.5237979308
SRX4498327,-4.3655693991,-0.8507069791,0.3132060608
SRX4498331,-4.5801069668,-0.6385950356,0.40889738270000003
