,A,whiB6
SRX3686749,-3.8404299213,-0.8013785895000001
SRX3686750,-4.0284316523,-0.6216002469
SRX3686778,-3.9177500740999998,-0.5826209194
SRX3686777,-4.1113247451,-1.078791454
SRX3686776,-4.0442006822,-1.5610758236
SRX3686800,-1.7439136082000002,0.3024265686
SRX3686801,-1.5852384671,0.3847175444
SRX3686755,-4.3099639514,-1.9770787613
SRX3686757,-3.9821449014,-0.8275196054
SRX3686756,-3.8973749007,-0.8755947192
SRX3686784,-3.8208954636,-1.2465540575
SRX3686783,-3.6872737697,-1.6897187061999999
SRX3686782,-3.9204362299,-1.964081298
SRX3686809,-2.0820898146,-0.1417380142
SRX3686807,-2.0848607565,0.11265206380000001
SRX3686808,-1.9349260404000002,0.18223483270000002
SRX3686787,0.8576499382,1.3873359943999999
SRX3686786,0.5147611539,1.2718810895
SRX3686785,0.9685865739,1.4097624942
SRX3686799,1.2917560324,1.2320281813
SRX3686797,1.0191404185,1.2126524475
SRX3686798,1.2656796545,1.3280280899
SRX3686746,-2.0071677124,0.1476747047
SRX3686748,-2.305939861,0.1149637517
SRX3686747,-2.179242311,-0.0355030046
SRX3686773,-1.2242783357,0.2795080015
SRX3686774,-0.9099412359,0.1686468729
SRX3686775,-0.8134536924,0.6177023688000001
SRX3686754,-0.8588924779,0.7986948318
SRX3686753,-0.8238489661,0.7591636735
SRX3686752,-0.9248047799,0.6052766153
SRX3686780,0.3659740058,1.1212326138
SRX3686779,0.6264724052,1.2318353616
SRX3686781,0.8961047480000001,1.3632325567999999
SRX3686806,2.3208031022,1.2541183819000001
SRX3686805,2.1249529367,1.2990511863
SRX3686758,-0.9250349514,0.9730846549000001
SRX3686760,-0.9109650762,1.0337258719
SRX3686759,-1.0925900012,0.7459807152
SRX3686810,1.6986703859,1.5180255605
SRX3686811,2.2501955636,1.3950709458000001
SRX3686812,1.9308511404000002,1.1845839681
SRX3686813,-4.2108248293,-1.7022731119
SRX3686815,-0.5919706878000001,1.1273687715
SRX3686816,-0.4496054585,0.9933635973
SRX3686823,-4.0221097394,-1.2609067752
SRX3686824,-3.8243180795000002,-0.6680914135
SRX3686825,0.28806347600000004,1.5059134528
SRX3686827,0.5425981639,1.7085491448
SRX3686826,0.5295065491000001,1.735220508
SRX7054191,0.2097917899,-0.2740167415
SRX7054189,-0.2765276085,-0.0146639049
SRX7054190,0.0667358186,0.2886806464
SRX7054193,-2.0923918626,5.008808763
SRX7054192,-1.7941264505,5.3467630829
SRX7054194,-1.5680889453,5.365678749
SRX4506284,0.0291811056,-1.5293938816
SRX4506280,0.36837959670000003,-1.3620143566
SRX4506282,0.41060095890000003,-1.7342584404
SRX4506278,0.0972155428,-2.0921728013
SRX4506274,-0.0502117843,0.08434315240000001
SRX4506273,0.1026528896,-0.22726217510000002
SRX4506271,-0.1465150637,0.0929062139
SRX4506276,0.0940739584,0.050012808900000004
SRX4506283,1.4666163919000001,1.5280575212
SRX4506279,1.3841917389,1.4440374989
SRX4506285,1.7008122772,1.6575489087
SRX4506281,1.2835681293,1.4626602202
SRX4506275,0.5297888311,-0.2183670021
SRX4506277,0.5045867287,-0.2639530836
SRX4506272,0.5696491165,0.2158261572
SRX2923393,-0.009507079,-0.0084685117
SRX2923394,0.009507079,0.0084685117
SRX2923398,-0.6597110938,2.3883637766
SRX2923397,0.33004469540000003,1.3030757735
SRX2923395,2.4065228009,5.1444433181
SRX2923396,2.5908346621,4.9727385074
SRX2923400,0.6924481068,-4.2394147646
SRX2923401,1.5354292206,-4.4381155737
SRX2923403,0.7248837856,1.0528562618
SRX2923402,1.1765283194,-0.9662736656
SRX6853288,-0.5215152461,0.3823730073
SRX6853287,-0.2540437132,-0.0524540001
SRX6853286,-0.0678581116,-0.0373480983
SRX6853284,0.19223423890000002,-0.0608234905
SRX6853285,-0.0731242823,0.2295800748
SRX6853283,-0.11910995660000001,-0.1687565843
SRX4319040,-0.2601064307,0.2076557827
SRX4319041,0.2717291939,-0.1116110277
SRX4319039,-0.0116227632,-0.09604475500000001
SRX4314613,1.7128525422,-0.6367542418000001
SRX4314614,1.6425542174999999,0.7451535669
SRX4314615,1.467445919,-1.2048834252
SRX4314632,2.385454393,2.5770640978
SRX4314631,2.1902988691,2.9889658342
SRX4314633,1.9221054972,2.8034524486
SRX4314622,3.145105301,-0.17687735340000002
SRX4314623,3.1751070848,0.06551303600000001
SRX4314624,3.1573925657,0.44726478700000005
SRX4314611,0.114967991,-0.9054626267
SRX4314610,0.12243355930000001,0.3739763413
SRX4314612,-0.2374015503,0.5314862855
SRX4314630,0.6430912414000001,3.0997475286
SRX4314628,0.3455808891,3.1153671296
SRX4314629,0.10434420180000001,3.4190852511
SRX4314619,0.1534659714,2.2903661915
SRX4314621,0.5234389933,2.1614915714
SRX4314620,-0.0433038382,2.2550413728
SRX7119390,0.0557650666,0.167949022
SRX7119388,-0.0557650666,-0.167949022
SRX7119386,-3.0402115304,3.4297634636
SRX7119385,-2.9763595643,3.1293322132
SRX7119387,-3.3608811171,3.6610899028
SRX3746749,-2.0628934814,-0.1630093654
SRX3746748,-1.1428574977000001,-0.3163420541
SRX3746751,2.1295424436,-0.7445688391
SRX3746750,0.7475096978,-1.1283852724
SRX3746752,0.28558939170000003,-0.8321988746000001
SRX3746753,1.833342264,-0.9712606055
SRX3746755,0.5564919868,-0.2155710331
SRX3746754,-0.5564919868,0.2155710331
SRX2345943,0.1992200723,-0.5233789211000001
SRX2345942,-0.1992200723,0.5233789211000001
SRX2345941,1.1896160221,3.6848663362
SRX2345940,0.6479751154000001,3.6111961873
SRX3992217,0.0200971988,-0.37699013330000003
SRX3992216,0.7718283259000001,-0.0074738572000000005
SRX3992214,-2.0552521163,0.3069547455
SRX3992215,-1.181797836,0.7803013010000001
SRX3992221,-1.5032090514,0.0931334815
SRX3992220,-1.3604621659,0.358221973
SRX3992219,1.2426126777,3.1712584329
SRX3992218,1.527198373,4.0055419543
SRX3992201,1.2703857264,3.7542906647
SRX3992200,1.3050852457,3.1453553738
SRX3992198,0.5887142017,-0.4035936989
SRX3992199,0.8285143068,0.12810564600000002
SRX3992202,0.2687537719,-0.39916579490000004
SRX3992203,-0.1028488483,0.09025530100000001
SRX3992204,-2.6156225181,0.0172263429
SRX3992205,-2.3796816953,1.7488039164
SRX3992206,-2.6281594273,0.31622734550000003
SRX3992207,-2.5110078337,1.5737101214
SRX3992209,1.4944402083,4.018612046
SRX3992208,1.8091196462,3.7925398319
SRX3992212,1.7363597164,4.051344755
SRX3992213,1.5506183481,4.2906214009
SRX3992210,0.2168023672,-0.2042446297
SRX3992211,-0.2168023672,0.2042446297
SRX357084,-0.0375937163,-0.32936359260000003
SRX357083,0.0375937163,0.32936359260000003
SRX4647134,1.0607312879,-0.3337531334
SRX4647137,0.4545190747,0.1697300168
SRX4647136,0.8014561132,0.030961272100000003
SRX4647135,1.027793304,0.23269446770000002
SRX4647139,-0.0489282183,-0.0212454012
SRX4647141,0.0479291394,-0.09566185960000001
SRX4647140,-0.0467527587,0.12757275270000001
SRX4647138,0.0477518376,-0.0106654919
SRX4647128,-0.057425217800000004,-0.8708314906
SRX4647127,0.0587587855,-1.2164060093
SRX4647129,0.1771575503,-1.128243138
SRX4647126,-0.06386898070000001,-1.1340368615
SRX4647133,0.8918098917,-0.9130078782000001
SRX4647132,1.3349911349,-1.4249357485
SRX4647131,1.2599516058,-0.7494854545
SRX4647130,1.5652526727,-0.8607872230000001
SRX6923924,0.226274567,-1.6458918767
SRX6923925,0.4732893315,-0.5226919096
SRX6923923,1.9046012268,0.8525002824
SRX6923922,1.6580161804,1.1066719703
SRX6923939,-0.0974310877,0.0725199077
SRX6923938,0.0974310877,-0.0725199077
SRX6923936,1.2818759158,0.8233513537
SRX6923937,1.3328575502,0.9194367254
SRX5509428,0.0347682272,-0.1505106457
SRX5509427,-0.0347682272,0.1505106457
SRX1882560,2.8550261225,1.9410958737000001
SRX1882558,2.6039605084,2.2188937213
SRX1882559,2.6996712231,2.0532872308
SRX1882561,1.3820725415,-1.3814342205
SRX1882563,1.5102044813000002,-1.2617443895
SRX1882562,1.411877793,-1.1601140656
SRX1882565,1.1447626186,-2.3089173221
SRX1882566,1.1768360037,-1.818745539
SRX1882564,1.2248818928,-2.1378990088
SRX1882568,1.1995551376,-2.6521740425
SRX1882567,1.2080311218,-2.7992295122
SRX1882569,1.3988958987,-2.6459337122
SRX1882555,-0.025249055000000003,-0.0459907484
SRX1882557,0.0899249968,0.0092998076
SRX1882556,-0.0646759418,0.0366909408
SRX5088615,0.7062239712,4.2261444211
SRX5088616,1.1835198231,4.4588749266
SRX6845150,-1.2758577199,1.0549987831
SRX6845149,-2.8253288217,0.0529500833
SRX6845151,-0.5980265479,0.9930954849
SRX6845152,0.6892088166,2.9842337155000003
SRX6845145,-1.5722936618,0.8627698736
SRX6845146,-3.2386273704,-0.1764546987
SRX6845142,-0.0044399682,0.1831144828
SRX6845141,-0.8078628787000001,-0.8114248266
SRX6845144,0.1179610821,0.8756267287
SRX6845143,-0.1179610821,-0.8756267287
SRX5605051,0.0361512777,-0.0674024096
SRX5605045,-0.0361512777,0.0674024096
SRX5605060,0.2338049328,1.9702097858
SRX5605059,0.2740866669,1.6717174731000002
SRX2382017,0.1742981935,-0.7022810812
SRX2382024,-0.1742981935,0.7022810812
SRX2382027,1.1856011649,-0.9381431381
SRX2382029,1.7006408627,0.15460774100000002
SRX2382217,1.3608527654,-1.8393777377
SRX2382023,1.5762040914000002,-0.35179781200000004
SRX2382218,-0.022199018900000003,1.3800637633
SRX2382219,-0.4274292622,-1.2137638173
SRX2382213,1.8333474427,-0.5089512522
SRX2382019,1.8721037567,-0.9276013769
SRX2382214,0.1258407932,-0.1717511018
SRX2382215,-0.2922882323,0.2228386094
SRX2382020,-0.271655397,1.7461707727
SRX2382216,-0.3108679214,1.5991595472
SRX2382022,0.5621858273,-1.5314490501
SRX2382033,0.5587832513000001,0.1372172189
SRX2382220,-2.4691741071,2.641957998
SRX2382222,-1.7625584041,2.9553407845
SRX2382030,-2.3518690147,2.7202325827
SRX4506350,-0.5162950103,0.0162135037
SRX4506352,-0.4125111743,0.0424597083
SRX4506354,-0.5401615467,-0.2942047038
SRX4506348,-0.0883928492,-0.059250497900000004
SRX4506346,0.0204474688,0.16540870970000002
SRX4506344,0.0679453804,-0.1061582117
SRX4506351,-1.3319997651,-1.2626889191
SRX4506353,-1.1759006266,-0.7500335219
SRX4506355,-1.294905361,-0.8776135942000001
SRX4506349,-1.0604266452,-1.4081735304
SRX4506345,-1.0050594807,-1.3305181379
SRX4506347,-1.1517457561,-1.036121801
SRX4514122,0.8903401362000001,1.1054697567
SRX4514124,-1.2466574082,-0.493512459
SRX4514126,-1.1060172628,-0.6951820608
SRX4514120,0.4757621246,0.9436710601
SRX4514112,0.6936123027000001,0.8111842927
SRX4514116,-0.6480410792,-0.7653968143000001
SRX4514118,-0.6930537514,-1.0332421153
SRX4514114,0.6474825279,0.9874546368
SRX4514121,0.8596210108000001,0.8457628462000001
SRX4514125,-1.1985481585,-0.1102327318
SRX4514127,-1.0517957135,-0.3531083879
SRX4514123,0.8521705497000001,1.0102362446
SRX4514115,0.9516496928,1.33861862
SRX4514117,-0.6257772069,-0.6208275038000001
SRX4514113,0.6824427048,1.2105454284000001
SRX4514119,-0.525516161,-0.3929379516
SRX958308,1.5982553503,2.5720665004
SRX958306,1.9572663921000002,1.8413346491
SRX958307,1.6229640766,1.5063786961
SRX958313,-0.2634245522,-0.22673726360000002
SRX958312,-0.0833316104,-0.15190752130000001
SRX958314,0.34675616260000003,0.37864478490000003
SRX958320,-0.2294622351,1.2620258716000001
SRX958318,-0.8456032546000001,0.7746327303
SRX958319,-0.8228837166,1.225278104
SRX958323,0.4843710249,3.427034104
SRX958322,0.2830252878,3.7544066328
SRX958321,0.1736464351,3.7261474218
SRX958310,0.4389760418,0.1451183081
SRX958309,0.18381698840000002,0.9545068307000001
SRX958311,0.896588597,1.6207396572000001
SRX958317,-0.6295658079,1.0391951882
SRX958315,-0.4634179303,1.9026115124
SRX958316,-0.6223499874,2.2802108349
SRX958324,0.6365235717000001,2.9748204133
SRX958325,0.4910661546,2.9472617548
SRX4498322,0.027635211700000002,0.3066718477
SRX4498318,0.0173436845,0.0081082971
SRX4498320,-0.3261625977,0.1666977349
SRX4498316,-0.08773248360000001,0.3455319845
SRX4498312,0.08040607770000001,0.1041430559
SRX4498308,-0.1023514291,-0.08620495710000001
SRX4498314,0.1107911788,-0.09078340380000001
SRX4498310,-0.08884582740000001,0.072845305
SRX4498319,1.2080753326,-1.2243321428
SRX4498317,1.3257155351,-1.1896042024
SRX4498311,-0.2175420067,-0.0720605817
SRX4498315,-0.1638649857,0.33409935080000003
