,A,whiB7
SRX4498315,1.0368556697,-0.9772197503000001
SRX4498309,0.09887748340000001,-0.7006608225000001
SRX4498313,0.8837527571,-0.6553820953
SRX4615568,0.155495774,-0.016707623300000002
SRX4615570,-0.155495774,0.016707623300000002
SRX727246,1.2457702541,0.2487421417
SRX727243,1.3740884221,0.6123577282
SRX727247,1.3520346395,0.2872072708
SRX727244,1.4474640982,0.046002487
SRX727245,0.6036592981000001,0.9938766169000001
SRX727248,-0.2357304339,0.8348800449
SRX727249,-0.3278751028,-0.3583897922
SRX727251,0.2362328289,0.5288113618
SRX727250,0.09164227400000001,-0.17042156960000002
SRX4498332,1.0555926155,-0.000755559
SRX4498334,1.2393160898,0.1499945028
SRX4498335,0.7893239588000001,0.1757742058
SRX4498337,1.4382286767,0.2804889706
SRX4498324,-0.6794399062,-0.17969277020000002
SRX4498326,0.0757807888,-0.048247802900000004
SRX4498328,0.2942847275,0.08506058130000001
SRX4498330,0.3093743899,0.1428799918
SRX4498336,-2.0910257134,0.23155769610000002
SRX4498333,-2.213891056,0.1861379371
SRX4498338,-1.8790304782,0.2877735536
SRX4498329,-1.6028818005,-0.1106507307
SRX4498325,-0.9975473815,-0.0162660094
SRX4498327,-1.4690797844,-0.0521821686
SRX4498331,-2.1367430559,-0.2603811764
