,A,Rv2621c
SRX4498319,5.2430703038,0.8867349277000001
SRX4498317,4.9772627158,0.3696014507
SRX4498311,1.9629541277,0.1281091792
SRX4498315,1.8265524377,-0.0125341826
SRX4498309,0.9786954213000001,-0.11619699530000001
SRX4498313,1.807704829,0.3502738896
SRX4615568,0.0704585579,0.4005792903
SRX4615570,-0.0704585579,-0.4005792903
SRX727246,4.2756153040000004,-0.5133343508
SRX727243,3.1292736839,-0.4090723523
SRX727247,4.6317915677,-0.4017212893
SRX727244,2.7058981064000003,0.18523921370000002
SRX727245,5.7698839602,0.5054665821000001
SRX727248,6.8356237202,-0.4363512927
SRX727249,-0.1835977168,0.31631998440000003
SRX727251,0.0441727211,-0.2255565965
SRX727250,0.1394249957,-0.0907633879
SRX4498332,0.5352527686,-0.1925074125
SRX4498334,1.0131495145,0.1583057819
SRX4498335,1.5473394368,-0.2714148478
SRX4498337,1.9769350243,0.0478050272
SRX4498324,-0.2990911464,0.1472586052
SRX4498326,0.01608859,-0.059434192600000005
SRX4498328,0.1228064482,-0.1466149915
SRX4498330,0.1601961083,0.0587905789
SRX4498336,9.26851038,0.8874036539
SRX4498333,9.461964010199999,0.9538161349000001
SRX4498338,10.2231591212,0.7712075453
SRX4498329,7.0864991782,0.5469008516
SRX4498325,7.600781822,0.7824165152
SRX4498327,6.8297516256,0.5298680108
SRX4498331,7.152280245,0.5870887583000001
