,A,Rv1776c,whiB4
SRX3746755,-1.6472852854000002,0.1467422024,0.1943846186
SRX3746754,1.6472852854000002,-0.1467422024,-0.1943846186
SRX2345943,-1.4798524001,-0.16756167230000002,-0.1185710647
SRX2345942,1.4798524001,0.16756167230000002,0.1185710647
SRX2345941,4.1893825787,0.5715597529,-0.23536231870000002
SRX2345940,4.917227551,-0.1116858699,-0.7107054726
SRX3992217,3.2963940511,0.194813392,0.17620680060000002
SRX3992216,4.7760642972,0.49268712480000004,-0.2484940054
SRX3992214,-14.5670442389,-1.7524133068,1.5928004225999999
SRX3992215,-14.079969812,-1.7473339376,1.5989205357
SRX3992221,-14.4293092218,-1.585731285,1.6333478049
SRX3992220,-13.614094822,-1.9815158603,1.5495745053999999
SRX3992219,7.5322087843,1.0547788164,1.8229714193
SRX3992218,8.5406201057,0.9421271533000001,1.7284092517
SRX3992201,8.5582191505,0.9907465593,1.7000039034
SRX3992200,7.7634089407,1.0713258122,1.7452878553
SRX3992198,3.6778496517,0.0301668797,0.0455817024
SRX3992199,4.7778551559,0.6247421871000001,-0.2578106337
SRX3992202,0.35224687660000004,0.0926178758,-0.1292127213
SRX3992203,0.09361031140000001,-0.3097753285,0.16655562710000002
SRX3992204,-15.6820931852,-1.7320516309,1.7442541493000001
SRX3992205,-13.273015116,-1.5145576917999999,1.5791195581
SRX3992206,-15.5713282585,-2.0440236225,1.7848655849
SRX3992207,-13.6622776578,-1.4596182772000001,1.4649792272
SRX3992209,9.1708382261,0.9316472679000001,1.429443188
SRX3992208,9.2199455445,0.9492151946,1.6880779657
SRX3992212,9.4593326566,0.7891093048000001,1.3728024174
SRX3992213,8.6635924242,0.8669749646,1.5403771871
SRX3992210,0.7747556701,0.2688071969,-0.1667863422
SRX3992211,-0.7747556701,-0.2688071969,0.1667863422
SRX357084,0.10564837,-0.016116194400000002,0.058143042400000004
SRX357083,-0.10564837,0.016116194400000002,-0.058143042400000004
SRX4647134,1.7282055003,0.2788807317,-0.6455556078
SRX4647137,0.7712752387,-0.1678514757,-0.1392930897
SRX4647136,1.6615789435,0.11330640680000001,-0.5200348043
SRX4647135,1.6148739292,0.2630967994,-0.5543400281
SRX4647139,0.011476376200000001,0.0678642475,-0.0837026881
SRX4647141,-0.1888972078,0.10243765040000001,0.0435601288
SRX4647140,0.0819847328,-0.10415622890000001,0.08699936450000001
SRX4647138,0.09543609880000001,-0.066145669,-0.0468568053
SRX4647128,3.8726323146,0.24232571300000003,-0.3560810914
SRX4647127,3.7329453841999998,0.1152955481,-0.2913206356
SRX4647129,4.0622958592,0.2064084901,-0.4179370596
SRX4647126,3.5911197743,0.194727062,-0.2300582032
SRX4647133,3.8966190008,-0.8055627867,-0.0327187804
SRX4647132,3.8960685459,-0.512157657,-0.0715555717
SRX4647131,4.0033491738,-0.6163160377,-0.0665367223
SRX4647130,4.4016454272,-0.9922456244000001,0.0699628898
SRX6923924,-0.5155134325,0.0803194794,0.3024324521
SRX6923925,1.1545268682,-0.45403159130000004,0.42602726290000004
SRX6923923,2.3799103189,0.78659634,-1.8514935495
SRX6923922,3.036069777,-0.35234361340000003,-0.8967265815000001
SRX6923939,0.29323929730000003,0.1292883663,0.14209848220000001
SRX6923938,-0.29323929730000003,-0.1292883663,-0.14209848220000001
SRX6923936,1.8239221275,0.061770427100000004,-0.815363218
SRX6923937,1.8420793510000002,0.0690477411,-1.1880769507
SRX5509428,-0.1265150836,0.0113381586,0.0891810459
SRX5509427,0.1265150836,-0.0113381586,-0.0891810459
SRX1882560,-11.7163327812,-2.1666638208,-0.6947648217
SRX1882558,-11.7813433728,-1.8233495502000001,-0.6542913184
SRX1882559,-11.7559786168,-2.0221272423,-0.6508008203
SRX1882561,-12.2949584668,-2.2143965268,-1.1184603611
SRX1882563,-11.9134616836,-2.1878487191,-1.0045960853
SRX1882562,-12.1648189189,-1.9573023356,-0.9656957314000001
SRX1882565,-10.3614053156,-2.2519531935,-1.0031484175
SRX1882566,-10.3310559951,-2.2517847086,-1.0959527367
SRX1882564,-10.1312207654,-2.2114873434,-1.1315883881
SRX1882568,-10.2513152602,-1.8089939495,-1.1832545485
SRX1882567,-9.9619564725,-2.0673943778,-0.8740395267000001
SRX1882569,-9.9337959286,-2.0303073098,-1.0259525721
SRX1882555,0.12185647740000001,0.017908988,-0.0508391863
SRX1882557,-0.2632151341,-0.0620865299,0.0396761857
SRX1882556,0.1413586567,0.0441775419,0.0111630006
SRX5088615,2.3583625314,0.4056534175,-0.3760794591
SRX5088616,2.7057726065,0.5637569866000001,0.2090908676
SRX6845150,2.6605749352,2.0959880147,0.9560882684
SRX6845149,-0.9255702099,2.3442436648,0.9016776294000001
SRX6845151,0.4627361407,-0.3526274132,-0.5423759987
SRX6845152,2.4841530657,0.20540960830000002,-0.8679481922000001
SRX6845145,1.7105797381,1.8185059397,1.3908712265
SRX6845146,1.3241896908,1.7862861275,1.1798094766
SRX6845142,5.0473239735,-0.2043258959,0.8866107710000001
SRX6845141,3.2714830166,-1.3526198559,0.9969102618000001
SRX6845144,0.3221847805,0.0393799172,0.0603464467
SRX6845143,-0.3221847805,-0.0393799172,-0.0603464467
SRX5605051,-0.1289768845,-0.0227992898,0.0794976646
SRX5605045,0.1289768845,0.0227992898,-0.0794976646
SRX5605060,6.0120198011,-0.26095628660000003,-0.4909002167
SRX5605059,6.936306137,-0.4761787179,-0.424735697
SRX2382017,-0.22167987120000002,-0.1409936382,0.1097478702
SRX2382024,0.22167987120000002,0.1409936382,-0.1097478702
SRX2382027,1.3414800806,-1.1586409359,-0.597780178
SRX2382029,1.5209341805,-1.101632472,-0.6840993390000001
SRX2382217,1.2556387224,-1.1194599263,-0.696060121
SRX2382023,1.053351592,-0.9559836296,-0.5213000824
SRX2382218,-1.865683143,0.0674240842,-0.08669760700000001
SRX2382219,-0.5227872498,0.187859894,0.0502604852
SRX2382213,2.3289504031,-1.2649184011,-0.3649518249
SRX2382019,3.2278319833,-0.8867098956,-0.7419699666
SRX2382214,0.8553466368,0.45555289720000003,0.1001699674
SRX2382215,0.9313381476,-0.0221390048,0.0572813743
SRX2382020,-1.0248095948,0.8738691857,0.1398662903
SRX2382216,-2.2199488845,0.8488165972,0.1616712324
SRX2382022,0.6919974245,0.1716761598,0.48072056690000003
SRX2382033,0.9481084038,-0.6066500271,0.3004824231
SRX2382220,-4.4539401973,0.3735496202,-1.8314547722999999
SRX2382222,-3.9665008021,0.5359182822,-1.6284128192
SRX2382030,-4.3560044216,1.3683664959000001,-0.7921907709
SRX4506350,-0.46482942660000004,0.09125624930000001,-0.1010733676
SRX4506352,-0.7189255705,0.020065302,0.0839458485
SRX4506354,-0.8979344803,0.1583781823,-0.0627183452
SRX4506348,-0.0168533102,-0.0709820127,-0.0461082871
SRX4506346,0.0303977847,0.049672932600000004,0.053492343000000005
SRX4506344,-0.013544474400000001,0.02130908,-0.0073840559
SRX4506351,0.3743421807,-0.11004793040000001,0.5567677043
SRX4506353,0.1257583178,-0.0802480699,0.6579426868
SRX4506355,-0.024432875200000002,-0.057847118600000004,0.5837301998000001
SRX4506349,1.7048102204000002,0.1193048963,0.28009529780000003
SRX4506345,1.8543219613000002,0.0423328672,0.3447215936
SRX4506347,1.7813892304,-0.095896778,0.2031560362
SRX4514122,0.09932661250000001,0.16247142350000002,0.2504136564
SRX4514124,0.113827754,0.0095871255,0.0610109426
SRX4514126,-0.020059182300000002,-0.0013271822,0.0267658541
SRX4514120,-0.07685293900000001,0.0094451199,0.32570430570000003
SRX4514112,0.7378509138,0.13051296810000002,0.0117265333
SRX4514116,-0.5629747077,-0.030096636700000002,0.0860353034
SRX4514118,-0.740136337,-0.1869835646,-0.0325854474
SRX4514114,0.5652601309,0.08656723320000001,-0.0651763893
SRX4514121,-0.0420477109,-0.10242436790000001,0.3306139132
SRX4514125,0.32699922940000004,-0.12645974670000001,0.0214118562
SRX4514127,0.06535780620000001,-0.022414270700000002,0.2026196632
SRX4514123,0.1230199326,-0.022345471800000002,0.2215873234
SRX4514115,0.5909255212,-0.0387534184,0.08288130760000001
SRX4514117,-0.5827089609,-0.1325740907,0.0920589599
SRX4514113,0.7281927333,-0.12032934420000001,0.0662544179
SRX4514119,-0.9992409385000001,0.0364965952,0.11138009800000001
SRX958308,2.7478779825,0.41514176340000003,0.07117078460000001
SRX958306,2.4028969332,0.09127048980000001,-0.0519953821
SRX958307,3.1448428505,1.1547892244,0.24354113670000002
SRX958313,-1.2407612501,0.0179283116,-0.2980309826
SRX958312,-1.0646129402,0.39564191,0.2036348351
SRX958314,2.3053741903000002,-0.4135702216,0.0943961475
SRX958320,3.2424859714,0.45066804330000004,0.3594548645
SRX958318,2.6981901113999998,0.24547845580000002,0.5679372714
SRX958319,3.1945710777,0.6111098252,0.6186545077
SRX958323,10.3637072435,1.8056664069,0.7581424131000001
SRX958322,10.2648556704,1.5981079886,0.7043952859
SRX958321,9.8485379016,1.715474417,0.7925828464
SRX958310,1.2371711297,0.4886596005,-0.20347642370000002
SRX958309,0.3979895529,-0.2055923087,0.2317319333
SRX958311,1.921444028,0.1923818968,-0.3366532129
SRX958317,-0.4757633395,0.9838779945,-0.4095956261
SRX958315,-1.5671947091,0.954616502,-0.120898712
SRX958316,-1.6390804744,1.19994382,-0.1597832454
SRX958324,-1.6753024701,1.2516400583,-0.2289935377
SRX958325,-1.6442069897,1.0271991263,-0.5998645915
SRX4498322,-0.4463252955,0.053714734800000004,-0.0231405474
SRX4498318,-0.3652917342,0.36677316520000003,0.1104269636
SRX4498320,-0.6391085797,-0.25799151470000004,0.051914067800000005
SRX4498316,0.6363811197,0.213129854,-0.036800316300000004
SRX4498312,0.0058836836,0.0108030975,0.09033109980000001
SRX4498308,0.0893015751,-0.0383694939,-0.1174246635
SRX4498314,0.0919198034,0.1078827054,-0.0348898253
SRX4498310,-0.18710506200000002,-0.080316309,0.06198338900000001
SRX4498319,2.8705798797,-1.0524701748,1.4798274218
SRX4498317,2.9004309054,-1.1693338631,1.5079558879000001
SRX4498311,2.0508967457,0.1255740351,0.0117661346
SRX4498315,2.1482684114,0.3574957756,0.0100324
SRX4498309,1.6447000289,0.1355967891,0.2781089827
SRX4498313,1.9771792558999999,0.3689564581,0.12188872070000001
SRX4615568,-0.1684806431,-0.35360094470000003,0.1970351365
SRX4615570,0.1684806431,0.35360094470000003,-0.1970351365
SRX727246,1.9817636303000001,-0.42275946470000003,0.6145254771
SRX727243,1.4589732781,-0.8934110605000001,0.5799540845
SRX727247,0.1811704157,-0.7017076204,-0.1768416445
SRX727244,-0.0987055496,-0.8280236202,-0.30913879310000003
SRX727245,0.5852688782000001,-0.5515508955,-0.3538828885
SRX727248,0.8757967612,-0.4954178662,-0.4887919578
SRX727249,0.027960826,0.2323115739,0.2177075202
SRX727251,-0.3471482877,0.1525217406,0.0366473183
SRX727250,0.3191874617,-0.3848333145,-0.2543548384
SRX4498332,0.3968212829,0.3134986332,-0.6224023111
SRX4498334,0.0357168654,0.24168933680000002,-0.30271159210000004
SRX4498335,0.22332826320000002,0.20698791160000002,-0.1462522363
SRX4498337,0.4347417387,0.0761980227,-0.3409810585
SRX4498324,0.2452041576,-0.1161597334,-0.06351164620000001
SRX4498326,-0.2359206744,-0.0402037793,0.0378454016
SRX4498328,-0.1336833462,0.0240520293,0.1336300806
SRX4498330,0.12439986300000001,0.1323114834,-0.10796383600000001
SRX4498336,8.3764870193,-0.0850490014,-0.6520092816
SRX4498333,8.3395423874,-0.0608663206,-0.8816471920000001
SRX4498338,8.889125492,-0.3005294632,-0.7736200705
SRX4498329,2.1587289443,0.2494342789,-0.4522671689
SRX4498325,2.4881531976,0.28722259110000004,-0.6057466331
SRX4498327,2.101124197,0.31331373900000004,-0.5856217624
SRX4498331,1.9697154725,0.24195097770000001,-0.6410687304
