,A,Rv2488c
SRX4647151,-0.8608064739,-0.2877983078
SRX4647150,-0.8171425106,-0.460896207
SRX4647123,0.08249069440000001,0.0011622269
SRX4647124,-0.0573611808,-0.1110404038
SRX4647125,-0.0251295136,0.1098781769
SRX3103185,-1.7141238793,-0.031872953100000004
SRX3103189,-1.5997158704999999,0.0597212311
SRX3103187,-1.0943797063,-0.2672431155
SRX3103184,-0.4265550791,0.0692390832
SRX3103188,-0.2545187317,0.0482347569
SRX3103186,0.6810738108000001,-0.1174738401
SRX1372110,1.4496046203000001,-0.29849107680000003
SRX1372111,1.21542117,-0.11167527890000001
SRX1372108,-0.9378983729,0.0110464697
SRX1372109,0.9378983729,-0.0110464697
SRX4506085,-0.5471422133,-0.0338684773
SRX4506083,-0.6659319369000001,-0.0303193205
SRX4506089,-0.6501452545,0.025320234
SRX4506087,-0.6946037915000001,0.14559816990000002
SRX4506077,-0.31870852920000003,0.0822279535
SRX4506079,-0.0132433509,0.1560565749
SRX4506075,0.3082743582,-0.1718345252
SRX4506081,0.0236775218,-0.0664500033
SRX4506084,-4.9916628707,0.6165211845
SRX4506086,-4.7000222919,0.6854333136
SRX4506088,-4.6891478903,0.6352742607
SRX4506090,-4.5263352473000005,0.7258209617
SRX4506078,-3.8600817004,0.3216825103
SRX4506080,-3.8362640266,0.40342268600000003
SRX4506082,-3.6068305502999998,0.3053555418
SRX4506076,-4.1812834854,0.3485598555
SRX5352221,-0.20782921140000002,-0.0326884164
SRX5352223,0.2011699228,0.0710515795
SRX5352222,-0.0670931528,0.2066254123
SRX5352229,6.8759159214,0.2907576079
SRX5352227,7.3936006836,0.509989276
SRX5352228,7.0301865666,0.3937970317
SRX5352231,2.7237104219,0.4860923489
SRX5352232,3.7947042573000003,0.1736068103
SRX5352230,3.0394049736,0.4243645258
SRX5352225,6.4948790439,-0.2479526622
SRX5352224,7.9632715235,-0.36044807970000003
SRX5352226,6.8861689408,-0.1678376091
SRX5352220,0.0406774717,0.0351771055
SRX5352219,-0.3696977806,-0.0439950246
SRX5352218,0.3290203088,0.0088179191
SRX4498228,-0.1904550043,0.1216292664
SRX4498224,-0.1354535658,-0.20531796230000002
SRX4498230,-0.038261153,0.0276715152
SRX4498226,-0.2464099221,-0.194349881
SRX4498218,0.07885789700000001,-0.1042505031
SRX4498216,0.2647771191,0.1024912718
SRX4498220,-0.3545384465,-0.0487810965
SRX4498222,0.0109034304,0.0505403278
SRX4498225,1.2804755155,0.024728895100000002
SRX4498227,1.6134765758,0.1601248834
SRX4498231,1.687127378,-0.0653318635
SRX4498229,1.7545712174,-0.4073077699
SRX4498217,2.0827712367,-0.0053517151
SRX4498221,1.5490152012,-0.0111801344
SRX4498219,1.7833716458,0.1499403675
SRX4498223,0.9490948189,0.3724850864
SRX5079928,1.9106883025,-0.4066307578
SRX5079930,1.7788377107,-0.5042725482
SRX5079929,1.6862979754,-0.5065625657
SRX5079923,0.8158021419,-0.4142920652
SRX5079924,1.2923492421,-0.5195163603
SRX5079922,0.8001399323,-0.3930072895
SRX5079920,0.1379992328,0.0407506269
SRX5079921,0.1558624235,-0.1032712588
SRX5079919,-0.2938616563,0.0625206319
SRX5079926,1.2234431854,-0.2782492675
SRX5079925,1.3690818123000001,-0.35905690630000003
SRX5079927,1.548410687,-0.33604278660000003
SRX894005,-0.3159831964,2.2810857964
SRX894004,-0.7547749349,2.2750022899
SRX894006,-0.4508679521,2.2753183495
SRX893999,-0.4507299447,0.026522749300000002
SRX894000,0.0795839691,0.0314094402
SRX893998,0.3711459756,-0.0579321894
SRX4647489,0.14481525250000002,-0.1391070108
SRX4647490,-0.14481525250000002,0.1391070108
SRX4647492,0.10479300670000001,0.2457229337
SRX4647491,0.3808952883,0.3082122129
SRX4647496,0.0159830953,-0.1825332257
SRX4647495,0.1604054124,-0.1649187188
SRX4647499,0.5566703428,0.085187684
SRX4647500,0.3434252063,0.0569982128
SRX4647493,0.65861735,-0.18438853500000002
SRX4647494,0.973856939,-0.35465051070000003
SRX4647497,0.4605286874,-0.09959742170000001
SRX4647498,0.0359145292,-0.1736856505
SRX4505482,0.5920419159,-0.1689961517
SRX4505486,0.6599761624,0.0123472276
SRX4505484,0.7733857850000001,-0.283202909
SRX4505473,1.080615393,-0.1099398584
SRX4505476,-0.5084121091,-0.0624987332
SRX4505480,0.4790475625,0.0991274376
SRX4505478,0.1002044747,-0.0549269463
SRX4505474,-0.0708399281,0.0182982419
SRX4505483,-2.3392557447,-0.149786732
SRX4505485,-2.1654945886,-0.2121865845
SRX4505487,-2.2729821424,-0.1806405015
SRX4505488,-2.2882579326,-0.045027118000000005
SRX4505481,-3.3309970934,0.0445782215
SRX4505477,-3.1517369368,0.010745343000000001
SRX4505475,-3.1405623757,0.1255757769
SRX4505479,-3.0898647675,-0.19071195270000002
SRX4605773,-0.0014779035,-0.025678596
SRX4605774,0.26274950010000003,0.1244327506
SRX4605772,0.2931496838,-0.0534110428
SRX4605771,-0.2931496838,0.0534110428
SRX5178871,0.3224617074,-0.15980936140000002
SRX5178872,1.2049077338,-0.250054433
SRX5178868,0.0557346956,-0.2076133845
SRX5178870,-0.2057905623,0.1229172531
SRX5178869,0.1500558668,0.0846961314
ERX1404045,0.4337346104,-0.0258094195
ERX1404046,-0.4337346104,0.0258094195
ERX1404043,-0.2771402623,-0.0777294058
ERX1404044,-0.8170358069,-0.063050485
ERX237502,-3.0818657647,0.5027475403
ERX237505,-1.6951750654,0.8025662760000001
ERX237506,-2.3322242032,0.4336351378
ERX237500,-9.4252261336,1.0882479872
ERX237497,-10.1867443254,1.375141849
ERX237499,-9.6219857586,1.3178475249
ERX237507,-0.0572552221,-0.4355226722
ERX237496,0.4976133527,0.25283407010000003
ERX237504,-0.4403581307,0.1826886022
ERX3772318,-0.6901837725000001,-0.0816970102
ERX3772320,-0.6413463012,-0.041385465600000004
ERX3772319,-1.1493686343,0.2337541827
ERX3772321,0.8047040213000001,-0.5353989927
ERX3772322,0.48234557450000004,-0.012512338900000001
ERX3772323,-1.2870495958000001,0.5479113317000001
SRX4314262,0.3641226251,-0.17086485240000002
SRX4314263,-0.2921652178,-0.1946454391
SRX4314261,-0.0719574073,0.36551029150000003
SRX4314265,-1.2947270702,-0.0784145059
SRX4314266,-1.0000113781,-0.0504562837
SRX4314264,-0.2118429605,-0.7926141638
SRX4314268,-0.1541150271,-1.8084115703
SRX4314267,-0.0107335068,-1.4682065374
SRX4314271,0.577450158,-1.4867192497000001
SRX4314272,-0.1837687202,-1.5720909929
SRX4314275,-0.4636130291,-1.302870454
SRX4314274,-0.2416686217,-1.4413160379
SRX4314273,-0.40002181880000004,-1.2778182866
SRX4314278,-0.436317171,-1.5314806339
SRX4314276,-0.3250717563,-1.6692587315
SRX4314281,-0.2815464754,-1.6405504843
SRX4314279,0.0356226408,-1.5819127232999999
SRX4314280,-0.7742304253000001,-1.6375934049
SRX4314284,-0.22894976690000002,-1.6910314406
SRX4314283,-1.2015900506000001,-1.6948042263
SRX4314282,-0.019729093200000002,-2.017474758
SRX4314293,0.1398942102,-1.8269929311
SRX4314292,1.0299425556,-1.6682787174
SRX4314291,1.0382723744,-1.9339051618
SRX4314297,1.8819559451,-1.4534934562
SRX4314298,1.5425120815,-1.6066214777
SRX4314299,2.4751873745,-1.5454139907000002
SRX4314302,2.7735794925,-1.7585745764
SRX4314301,2.3710402570999998,-1.7740382204
SRX4314300,1.8621044272,-1.4084075641
SRX4314305,3.5490153095,-1.7044625815
SRX4314304,3.4930027442,-1.5241939187
SRX4314303,3.5777003012,-1.7833084298
SRX4314309,3.1890614238,-1.5900049317
SRX4314306,2.8630875038,-1.49479825
SRX4314308,1.9866861020000002,-1.480783127
SRX4314307,3.1476840503,-1.3175435255
SRX4314311,3.0794913122,-1.6956288274
SRX4314317,3.4061754194000002,-1.176055091
SRX4314316,5.2128975112,-1.4606006474
SRX4314318,5.8728131532,-1.7899364150000001
SRX4314319,6.2404797335,-1.9647216540999999
SRX4314331,1.5719663277,-1.513432651
SRX4314330,1.824355592,-1.2828390589
SRX4314332,2.1640750755,-1.3143155051
SRX4314335,0.1184891478,-1.4102865028
SRX4314334,-0.6912393583,-1.3432724253
SRX4314333,-0.0614193317,-1.7596103680000001
SRX4314338,-1.0387729258,-1.0363074519
SRX4314336,-0.9875532417,-1.0033511055
SRX4314337,-1.2104988642,-1.2709053178
SRX4314339,-1.8478463547000001,-0.9599938086
SRX4314340,-2.0936701626,-1.0750431505
SRX4314341,-1.6169352624000002,-0.8810227192000001
SRX3686762,-5.7124280239,1.0246383262
SRX3686763,-5.9117065194,0.9966423721000001
SRX3686761,-5.8609770871,1.0073183742
SRX3686765,-0.8318140979,0.2516670579
SRX3686769,-1.6332124762,0.333739962
SRX3686766,-1.3602203165,0.1997385697
SRX3686768,-1.3032257268,0.1640898081
SRX3686764,-1.1667534485,0.272117353
SRX3686767,-1.0117496967,0.16267691210000002
SRX3686788,-0.31551369220000003,-0.10827170380000001
SRX3686791,0.022105200300000002,-0.0750139491
SRX3686792,-0.2922433099,0.10761466750000001
SRX3686793,0.19243905660000002,0.041362795300000005
SRX3686790,0.2155710669,-0.0959528949
SRX3686789,0.1776416782,0.1302610851
SRX3686829,-2.7144848447000003,0.5320737434
SRX3686830,-2.0093746705,0.6247395658
SRX3686828,-2.5890086554,0.5323315614
SRX3686819,-0.11993233460000001,0.31600694020000003
SRX3686818,0.13047528690000001,0.4973180978
SRX3686817,-0.37280380080000003,0.6731794369
SRX3686822,0.7999526490000001,0.4529902603
SRX3686820,1.3454523436999999,0.5563088459000001
SRX3686821,1.1804545998,0.49686266290000003
SRX3686743,-5.0052734782,1.1737147285
SRX3686744,-5.1734184363,1.1855689763
SRX3686745,-4.908676694,1.1439153151
SRX3686772,-5.7844265583,0.6050425173
SRX3686770,-5.4051685158,0.8468659985
SRX3686771,-5.7505600948,0.749958345
SRX3686794,-3.0283880627,-0.0035387051
SRX3686796,-2.3295288112,0.4437859115
SRX3686751,-5.3652980339,1.0667533384
SRX3686749,-4.840657328,1.0079403738
SRX3686750,-5.7381165929,1.0931307829
SRX3686778,-6.5504447361,0.8974003411
SRX3686777,-6.4870400032,0.8096299837
SRX3686776,-6.265740989,0.942664382
SRX3686800,-2.2215447219,0.4066342029
SRX3686801,-2.4029286247,0.4340606663
SRX3686755,-2.6041220114,0.9621122537000001
SRX3686757,-3.8381301246,0.9007212523
SRX3686756,-4.2440792748,0.8901922042
SRX3686784,-6.6075794441,0.8233188989
SRX3686783,-6.2527582347,0.7959924730000001
SRX3686782,-6.2166546805,0.9099297808000001
SRX3686809,-0.6113262013,0.4981397038
SRX3686807,-0.6372263533,0.4260103261
SRX3686808,-1.4672982916000001,0.5207202953
SRX3686787,-1.3514284747,0.5684268263
SRX3686786,-1.9323457412,0.7908989433
SRX3686785,-1.3802715655,0.5455588915
SRX3686799,2.9267329,0.2768873409
SRX3686797,2.4844966116,0.4002897541
SRX3686798,2.649941012,0.4485609836
SRX3686746,-2.6438835533000002,1.1549140005
SRX3686748,-2.7606136218,1.1626932579
SRX3686747,-2.7678388103,1.15324194
SRX3686773,-2.4464409952,0.7153221847
SRX3686774,-2.7621924486,0.6940239437
SRX3686775,-1.9606865836,0.42366330080000003
SRX3686754,-1.5041785121,1.0282769271
SRX3686753,-1.4783941268,1.0200339385
SRX3686752,-1.6557556167,1.0288395261
SRX3686780,-1.023214905,0.5091231033
SRX3686779,-1.7064552312,0.46471710800000005
SRX3686781,-0.6966078975000001,0.4565299124
SRX3686806,3.3391256019,0.2077599827
SRX3686805,3.374098805,0.1746197967
SRX3686758,-1.3031229180000001,0.8227365719
SRX3686760,-1.1076209136,0.7775207216000001
SRX3686759,-0.6830102873,0.7046789333
SRX3686810,3.0461906697,0.1806555639
SRX3686811,2.9512334731000003,0.019634682900000002
SRX3686812,3.1511451968,0.08449804250000001
SRX3686813,-5.72258867,0.8484768167000001
SRX3686815,0.8646920118,0.3899072503
SRX3686816,1.2045272201000001,0.2130085277
SRX3686823,-5.1664553171,0.8635348853
SRX3686824,-5.1845916961,0.7748085074000001
SRX3686825,-1.288648582,0.4865160354
SRX3686827,-0.08490779,0.4873319138
SRX3686826,-0.3337529302,0.373197973
SRX7054191,-0.48883014950000003,-0.3332016547
SRX7054189,0.1521270482,0.1952253025
SRX7054190,0.33670310130000003,0.1379763522
SRX7054193,-2.6264053161,0.4264791248
SRX7054192,-4.2551415293,0.4202730664
SRX7054194,-4.191384888,0.3806812757
SRX4506284,-2.870647135,-0.4027177676
SRX4506280,-2.5195671070000003,-0.4046169793
SRX4506282,-2.1622862101,-0.5573616929
SRX4506278,-2.1574180882,-0.2277018621
SRX4506274,-0.0123010672,-0.041177534200000004
SRX4506273,0.0610784263,0.0545350021
SRX4506271,-0.15557847,0.1561174209
SRX4506276,0.10680111090000001,-0.1694748888
SRX4506283,0.8791624063,-0.3160194726
SRX4506279,0.5623190535,-0.1818481639
SRX4506285,0.7748527281,-0.2010365034
SRX4506281,0.8015096004000001,-0.24830637090000002
SRX4506275,1.2135496312,-0.038404138000000004
SRX4506277,1.0971953881,-0.041576321900000004
SRX4506272,0.7022352512000001,-0.2446202743
SRX2923393,0.7767463209000001,-0.1024514291
SRX2923394,-0.7767463209000001,0.1024514291
SRX2923398,8.6390006039,0.6022656957
SRX2923397,6.0347358478,-0.0886509872
SRX2923395,4.8134957846,1.0703341997
SRX2923396,4.7006199014,0.9833954499
SRX2923400,15.7644563779,-0.8466307376000001
SRX2923401,14.0341454251,-0.9097078577000001
SRX2923403,14.308183734,0.09691956110000001
SRX2923402,15.7194075428,-0.2094908423
SRX6853288,0.09296494720000001,-0.1458427246
SRX6853287,0.5422558028000001,0.0997324458
SRX6853286,1.4447209205,-0.1017649764
SRX6853284,0.1674515512,0.1086767614
SRX6853285,-0.2960017103,-0.3296654831
SRX6853283,0.1285501591,0.2209887217
SRX4319040,-0.0381274637,0.0598145464
SRX4319041,0.1532468521,-0.2625080846
SRX4319039,-0.1151193885,0.2026935382
SRX4314613,0.1508695492,-0.8404748374000001
SRX4314614,0.2682515941,-0.5990264488
SRX4314615,0.45080623400000003,-0.9377688018
SRX4314632,0.9656057471,-0.5957526793
SRX4314631,0.9855019740000001,-0.5428240125
SRX4314633,0.7397430299000001,-0.3961570508
SRX4314622,0.5913277139,-1.1766157344
SRX4314623,0.8427244235,-1.1258037869
SRX4314624,0.6679246823,-1.2625949871
SRX4314611,-0.0317199073,-0.1036942148
SRX4314610,-0.0455575503,0.0636326063
SRX4314612,0.07727745750000001,0.0400616085
SRX4314630,1.4990919677,-0.5181876644
SRX4314628,1.2289676835,-0.0529348217
SRX4314629,1.3083434377,-0.19579715350000002
SRX4314619,1.1248143477,-0.17320943260000002
SRX4314621,1.0950314412,-0.30167384740000003
SRX4314620,1.2734431178,-0.2924963359
SRX7119390,0.6643178149,-0.1411474361
SRX7119388,-0.6643178149,0.1411474361
SRX7119386,2.1101713112000002,-0.45608724440000004
SRX7119385,0.5748911983,-0.3946433183
SRX7119387,1.5294582227,-0.3340134549
SRX3746749,-0.8396855362000001,1.1287902546
SRX3746748,-0.2394774208,0.7914415725
SRX3746751,1.1386882795,-0.9508103258
SRX3746750,0.4800910155,-0.4541237474
SRX3746752,-0.0769267696,0.0041405486
SRX3746753,0.5608922646,-1.0422294225
SRX3746755,-0.18588848600000002,-0.3015564981
SRX3746754,0.18588848600000002,0.3015564981
SRX2345943,-0.7285451848000001,-0.0217967316
SRX2345942,0.7285451848000001,0.0217967316
SRX2345941,-0.1032093125,0.43845754730000003
SRX2345940,-0.6521263121,0.43654524110000004
SRX3992217,-1.2419596705,0.175476281
SRX3992216,0.3252353863,0.0638090291
SRX3992214,-16.907396016,1.2924147199
SRX3992215,-16.4836606584,1.5792470766
SRX3992221,-16.136784061,1.650481447
SRX3992220,-16.1030337121,1.2251106136
SRX3992219,0.4008284299,-0.29690977900000004
SRX3992218,1.0790020078,-0.5380696323
SRX3992201,1.3184742048,-0.5320830447
SRX3992200,0.5092188427000001,-0.36116388390000004
SRX3992198,-1.1039428808,0.0541106328
SRX3992199,0.3256618262,-0.13717177900000002
SRX3992202,0.7655165797,0.1426959076
SRX3992203,-0.6802492560000001,0.0829957912
SRX3992204,-17.2804372845,1.5435723344999999
SRX3992205,-17.7051927856,1.8092841266000002
SRX3992206,-17.3394390335,1.5433998763
SRX3992207,-17.5642336365,1.8081716575
SRX3992209,0.8414809088,-0.3878401131
SRX3992208,1.5456722283,-0.5509047401
SRX3992212,1.3545590218,-0.582276706
SRX3992213,0.5980786578,-0.2608857547
SRX3992210,0.44118998730000003,-0.0122629505
SRX3992211,-0.44118998730000003,0.0122629505
SRX357084,0.029887152400000002,-0.0496769975
SRX357083,-0.029887152400000002,0.0496769975
SRX4647134,1.5806570575,-0.24733828260000001
SRX4647137,0.5256757225,-0.110314621
SRX4647136,1.2335079387,-0.0858458409
SRX4647135,1.2380394473,-0.06813993880000001
SRX4647139,-0.1143323891,0.0887454679
SRX4647141,0.12289368960000001,-0.0762863331
SRX4647140,-0.0176982788,0.1208752497
SRX4647138,0.0091369784,-0.1333343845
SRX4647128,0.061822009100000005,0.2798917654
SRX4647127,-0.2097733642,0.2828856565
SRX4647129,0.0467016496,0.3439485161
SRX4647126,0.009409033800000001,0.21929747260000002
SRX4647133,-0.9731725596,-0.0406382239
SRX4647132,-0.4196109556,-0.1884735334
SRX4647131,-0.8790115402,-0.1854451994
SRX4647130,-0.8110345924,-0.5209253401
SRX6923924,1.2676783157,-0.3524167307
SRX6923925,0.9707810972,0.0298039667
SRX6923923,0.12221278120000001,-0.5051255954
SRX6923922,0.12281569960000001,-0.41438395380000004
SRX6923939,0.0728103105,0.0047030530000000004
SRX6923938,-0.0728103105,-0.0047030530000000004
SRX6923936,-1.0251743964,-0.4489220792
SRX6923937,-1.1231348864,-0.365375098
SRX5509428,0.2980916543,-0.029300713000000003
SRX5509427,-0.2980916543,0.029300713000000003
SRX1882560,-7.6580793668,-0.5577263431
SRX1882558,-7.7611900831,-0.6244867719
SRX1882559,-7.6677896732,-0.5667965373
SRX1882561,-5.4727841033,-0.6053710112
SRX1882563,-5.291413105,-0.5025565728
SRX1882562,-5.2086660675,-0.5205943577000001
SRX1882565,-5.4224737223,-0.6399418028
SRX1882566,-5.4456901466,-0.6487883115
SRX1882564,-5.276001826,-0.7380748083
SRX1882568,-3.5987022479,-0.6470264258
SRX1882567,-3.7108704252,-0.9032607344
SRX1882569,-3.5812122949000003,-0.8696390226
SRX1882555,-0.1081498292,0.0429182684
SRX1882557,0.025423420000000002,-0.0738066751
SRX1882556,0.0827264092,0.030888406700000003
SRX5088615,4.0617255041,0.0126366883
SRX5088616,2.9918111784,-1.0116174958
SRX6845150,0.988929688,1.1203168087
SRX6845149,0.279639733,1.2121872307000001
SRX6845151,0.3769954005,-0.2293419924
SRX6845152,3.343733584,-0.07622300480000001
SRX6845145,1.952732635,0.7970516432
SRX6845146,-1.0147980311,0.7737023144
SRX6845142,0.3631604845,-0.2935537384
SRX6845141,-1.0596587613,-0.5079072008000001
SRX6845144,1.1638924106,0.0673934716
SRX6845143,-1.1638924106,-0.0673934716
SRX5605051,-0.10970695130000001,0.021961641100000002
SRX5605045,0.10970695130000001,-0.021961641100000002
SRX5605060,-1.7579751594,-0.1563639859
SRX5605059,-2.3779201,-0.399423374
SRX2382017,-0.0046895912,-0.0083819606
SRX2382024,0.0046895912,0.0083819606
SRX2382027,0.5098424317,-0.47764762930000004
SRX2382029,0.24882864610000002,-0.31753019730000004
SRX2382217,1.4044514595,-0.49772859070000003
SRX2382023,0.7393449637,-0.4402934375
SRX2382218,-0.40558605340000004,-0.2648341041
SRX2382219,1.0662870742,-0.17187164060000001
SRX2382213,0.4405214348,-0.5886125796
SRX2382019,0.7675739732,-0.5025703911
SRX2382214,0.5126219851,0.0683378401
SRX2382215,0.7234706511,0.5428900108
SRX2382020,-0.4959169641,0.7559435955
SRX2382216,-1.5656321573,0.6729225607
SRX2382022,-0.1491436219,-0.0056442925
SRX2382033,0.0166061649,0.1946037029
SRX2382220,-2.9639372889,1.9949097226
SRX2382222,-2.8997967972,1.8779254725999999
SRX2382030,-2.0409444509,1.4087626627
SRX4506350,-0.4529968308,0.2338327798
SRX4506352,-0.40291769580000003,0.0667689567
SRX4506354,-0.29127384430000003,0.07673864130000001
SRX4506348,0.059018889500000005,0.0601591251
SRX4506346,-0.0918154192,0.038661780300000004
SRX4506344,0.0327965297,-0.0988209054
SRX4506351,-3.1755833304,0.7668078624
SRX4506353,-3.1556293011,0.7004319101
SRX4506355,-3.0889863232,0.8795498824
SRX4506349,-2.0896254266,0.6659462873
SRX4506345,-2.2571004748,0.7665225630000001
SRX4506347,-2.3155101407,0.7466726170000001
SRX4514122,1.1875082851,-0.4170608436
SRX4514124,-1.0089876281,0.43456104230000003
SRX4514126,-1.1126187769,0.2783270954
SRX4514120,0.9782916956000001,-0.3210396182
SRX4514112,1.403167081,-0.4361914086
SRX4514116,-1.136091657,0.3035015634
SRX4514118,-1.4724066823,0.5810499397000001
SRX4514114,1.2053312583,-0.4483600944
SRX4514121,1.1866339689,-0.4544596635
SRX4514125,-1.1286434029,0.31146837650000003
SRX4514127,-0.9030647947,0.2647779045
SRX4514123,1.2089846218,-0.4061997697
SRX4514115,1.3097493793,-0.2987858135
SRX4514117,-1.3048611521,0.4851080977
SRX4514113,1.1334868323,-0.28364751400000004
SRX4514119,-0.994545412,0.3298060326
SRX958308,8.3164083829,-0.06433633870000001
SRX958306,6.165043706,0.0237201273
SRX958307,8.9008243267,-0.4621640363
SRX958313,-0.4187297472,0.0847664592
SRX958312,-0.0838758968,0.0709863491
SRX958314,0.5026056440000001,-0.1557528084
SRX958320,0.8588713039,-0.5148822747
SRX958318,0.3368835495,-0.4108704523
SRX958319,0.1472299203,-0.238071098
SRX958323,-1.164444838,-0.5358409893
SRX958322,-0.18878959380000002,-0.4660864543
SRX958321,0.0748566423,-0.6665667094000001
SRX958310,2.3131114463999998,0.0389192611
SRX958309,1.9049317072,0.07234135180000001
SRX958311,1.7665188161,0.1607567798
SRX958317,0.2539553315,0.4461994167
SRX958315,-0.4264342773,0.27509115100000003
SRX958316,-0.2512972605,0.33686998760000003
SRX958324,7.4799633606,-0.3628654356
SRX958325,7.3000581286,-0.2808953023
SRX4498322,0.0870019043,-0.1506225903
SRX4498318,0.2897069506,-0.1930815176
SRX4498320,-0.25887952470000003,0.1233031233
SRX4498316,0.5704827221000001,-0.5030221095
SRX4498312,0.027022956,-0.0488192276
SRX4498308,0.0981327143,-0.021380859500000002
SRX4498314,-0.1113310925,-0.0362059527
SRX4498310,-0.0138245777,0.1064060398
