,A,Rv0681
SRX4498222,-0.1590774392,0.0394365394
SRX4498225,1.9440460711,0.195669632
SRX4498227,2.0536007338,0.19631562630000002
SRX4498231,2.4859230973,0.22761501620000002
SRX4498229,2.248995817,0.1050978067
SRX4498217,2.8252687997,0.04756773
SRX4498221,2.5013181643999998,-0.042003369900000004
SRX4498219,2.5418174665,0.1558330872
SRX4498223,1.4934526364,0.045544892100000005
SRX5079928,-3.2868277193,0.13620228980000001
SRX5079930,-2.9174129784,0.10248314230000001
SRX5079929,-3.0858963821,-0.051072269600000005
SRX5079923,-1.8892357928,-0.0301841534
SRX5079924,-2.1863979543,-0.0494994344
SRX5079922,-2.0780458873,0.0044615665
SRX5079920,0.1413807674,-0.0127195929
SRX5079921,-0.3552248496,-0.0022123236
SRX5079919,0.2138440822,0.014931916600000001
SRX5079926,-3.0486454158,0.0411092111
SRX5079925,-2.840672505,-0.0919932864
SRX5079927,-3.164688541,0.0483982368
SRX894005,-0.09558443800000001,0.23185798600000002
SRX894004,0.0557727687,0.5297341428
SRX894006,-0.540722613,0.2907937651
SRX893999,-0.6032460888,-0.3035597799
SRX894000,0.0080819488,1.35521e-05
SRX893998,0.5951641400000001,0.3035462278
SRX4647489,0.3012315085,-0.0161326542
SRX4647490,-0.3012315085,0.0161326542
SRX4647492,0.2024740778,-0.1090824147
SRX4647491,0.2761012215,-0.0383878628
SRX4647496,0.0822000794,-0.7502875461
SRX4647495,0.2865611478,-0.3150021543
SRX4647499,-0.0393329516,-0.11843740500000001
SRX4647500,0.0847448241,-0.3312984608
SRX4647493,0.586247865,-0.4446912025
SRX4647494,1.0378981714,-0.7008692994
SRX4647497,0.3798405993,-0.3990850798
SRX4647498,0.5548452858,-0.43562644650000004
SRX4505482,0.1367773074,-0.0429546889
SRX4505486,-0.5809518348,0.188605653
SRX4505484,0.5414226602000001,0.2371010446
SRX4505473,-0.5480066079,0.029555233400000002
SRX4505476,-0.5911694062,-0.08020016070000001
SRX4505480,0.1697688107,-0.2049076659
SRX4505478,0.3244004967,0.14319045290000001
SRX4505474,0.09700009870000001,0.14191737370000002
SRX4505483,-4.7010789979,0.1456891382
SRX4505485,-4.3628725409,0.3092497885
SRX4505487,-4.2668580168,0.3844326262
SRX4505488,-4.387235015,0.2868956663
SRX4505481,-5.0997500081,0.2566292056
SRX4505477,-5.0821692404,0.1238054855
SRX4505475,-5.08336622,0.30693758120000003
SRX4505479,-4.8344636425,0.1807403764
SRX4605773,0.14239081680000001,-0.1664735024
SRX4605774,-0.2034009726,0.18741888680000002
SRX4605772,0.035726334900000004,-0.0015464968000000001
SRX4605771,-0.035726334900000004,0.0015464968000000001
SRX5178871,-1.0437298699,0.0950383258
SRX5178872,0.4368199652,0.1372311074
SRX5178868,-1.1140886331,0.20942077380000002
SRX5178870,0.4491595423,-0.0598475011
SRX5178869,0.6649290908000001,-0.1495732727
ERX1404045,-0.0897046084,-0.016953848100000002
ERX1404046,0.0897046084,0.016953848100000002
ERX1404043,0.4506225407,-0.047754583
ERX1404044,0.8085572816000001,-0.1209466153
ERX237502,-2.9063175054,-1.5260751088
ERX237505,-1.8752746868,-1.1725246588
ERX237506,-2.6429129408,-1.636183444
ERX237500,1.6651743099,-3.8332886234
ERX237497,3.0152384106,-3.9784543108
ERX237499,3.4075058902,-3.0542012209
ERX237507,0.34718705780000003,0.027857846300000003
ERX237496,-0.1715540201,-0.15876428650000002
ERX237504,-0.1756330377,0.1309064403
ERX3772318,0.5586649109,0.0355685642
ERX3772320,0.3551421077,0.12327046450000001
ERX3772319,0.42442753,0.1121471195
ERX3772321,0.37722555350000003,-0.0316765652
ERX3772322,0.16142616980000002,-0.0918144558
ERX3772323,-0.5386517233,0.123491021
SRX4314262,0.08722142170000001,-0.1701731709
SRX4314263,-0.2257390685,-0.060268853500000004
SRX4314261,0.1385176468,0.2304420244
SRX4314265,-0.6676293541,-0.1753973645
SRX4314266,0.8101941462000001,0.09570119190000001
SRX4314264,-0.0018926929000000002,0.21530309220000002
SRX4314268,-1.0043202579,-0.0711821489
SRX4314267,-0.6217553873,-0.36577041930000004
SRX4314271,-0.7710449298000001,-0.3826467322
SRX4314272,-0.8170615419,-0.8067427818
SRX4314275,-0.3165849302,-0.2498689707
SRX4314274,-0.7576563872000001,-0.20000335330000002
SRX4314273,-0.7334578193,-0.1898668469
SRX4314278,-0.0647025989,-0.2685533539
SRX4314276,0.08840450250000001,-0.1974696587
SRX4314281,0.3536203697,-0.0415038987
SRX4314279,-1.1751192526,0.1444977097
SRX4314280,0.0433585448,-0.5222842316
SRX4314284,0.7231694981,-0.3119529576
SRX4314283,1.4568705032,-0.1231273796
SRX4314282,0.3136618389,-0.16910633320000001
SRX4314293,0.8653510487,-0.40169930130000003
SRX4314292,1.5460193077,0.0075643652
SRX4314291,3.1037634408,0.0064599476
SRX4314297,2.7709623954,-0.2177042281
SRX4314298,1.2030254816000001,-0.1049115132
SRX4314299,6.0149362019,0.1327836155
SRX4314302,5.9994898442,-0.0137979351
SRX4314301,1.9188303277,0.0571314657
SRX4314300,2.7249484506,0.029928619200000003
SRX4314305,6.2341718323,-0.2026934712
SRX4314304,1.2082952082,-0.1952395505
SRX4314303,2.0464545078,-0.1719486896
SRX4314309,-0.3059820324,-0.42688098150000003
SRX4314306,1.2976500766,0.0232109284
SRX4314308,3.5425127046,-0.4133272127
SRX4314307,-0.9157164857000001,-0.21085722140000002
SRX4314311,4.8033670166,-0.1768915671
SRX4314317,6.0705019655,-0.4469620788
SRX4314316,4.5419797873,-0.4334583702
SRX4314318,6.0852185257,-0.40352941200000003
SRX4314319,5.6552339023,-0.4339430094
SRX4314331,-1.1917794542,-0.6278141241
SRX4314330,-0.3315275122,-0.5704501851
SRX4314332,-0.2723803566,-0.44198447490000004
SRX4314335,-2.1125027026,-0.5987863205
SRX4314334,-2.8580725929,-0.7392854903
SRX4314333,-2.3221320974,-0.8556703808
SRX4314338,-3.2917345453,-0.5583352721
SRX4314336,-3.814476721,-0.5008894308
SRX4314337,-3.6831207264,-0.5081889615
SRX4314339,-4.0205593159,-0.4235210411
SRX4314340,-4.3370548424,-0.3594252559
SRX4314341,-3.5057130809,-0.3613673582
SRX3686762,-7.3352131327,0.127770391
SRX3686763,-7.7499641367,0.2647441334
SRX3686761,-6.8022782804,0.048997184400000005
SRX3686765,-1.9831185754,0.1200648494
SRX3686769,-3.1858185821,0.1681638644
SRX3686766,-2.99623001,0.0707520874
SRX3686768,-3.0109665591,0.026648404100000002
SRX3686764,-2.9430624006,0.09209664420000001
SRX3686767,-2.2099110074,0.0908756003
SRX3686788,-0.2299560162,0.1182320049
SRX3686791,0.2378230908,-0.0208084343
SRX3686792,-0.2197355459,0.0895778664
SRX3686793,-0.0446743973,0.0008059863000000001
SRX3686790,-0.24023624440000002,-0.103672739
SRX3686789,0.49677911290000004,-0.0841346843
SRX3686829,-5.8915707925,-0.1950529614
SRX3686830,-5.6269541056,-0.1040420427
SRX3686828,-5.3133878592,-0.1567889034
SRX3686819,-5.9660089435,-0.5854872659
SRX3686818,-5.7775540113,-0.5835678017
SRX3686817,-6.2467942207,-0.7195638945
SRX3686822,3.1337063449,-1.0958990595
SRX3686820,1.6176172235,-0.8910594484000001
SRX3686821,3.0319497022,-1.0448822891
SRX3686743,-6.2015846315,0.1809381489
SRX3686744,-5.9365069343,0.2800114077
SRX3686745,-6.1676873383,0.12357358930000001
SRX3686772,-4.6770186858,0.1342482624
SRX3686770,-3.4188453584,0.0893284662
SRX3686771,-3.9171260331,0.1651036888
SRX3686794,-3.8576908254999998,0.3192010344
SRX3686796,-5.2730846851,0.171935489
SRX3686751,-7.059863003,0.17624341070000002
SRX3686749,-7.2586222846,0.16927664280000002
SRX3686750,-7.4824988606,0.1629450794
SRX3686778,-7.2303857032,0.2622172917
SRX3686777,-6.4478313558,0.2163010397
SRX3686776,-5.5397447784,0.2000084677
SRX3686800,-5.5037954589,0.0338160432
SRX3686801,-5.4937244327,0.0082992724
SRX3686755,-7.703094058,0.2119471829
SRX3686757,-7.6791701977999995,0.2286792084
SRX3686756,-7.7324596405,0.1970161303
SRX3686784,-5.7765508902,0.0690349727
SRX3686783,-4.7362380286,-0.08115499670000001
SRX3686782,-3.903874322,0.022631581
SRX3686809,-4.2731396732,0.16663638990000001
SRX3686807,-4.6037248047,0.038079590600000005
SRX3686808,-5.0875994497,0.022219812000000002
SRX3686787,-3.4578279345,-0.3166634914
SRX3686786,-3.9673261216,-0.2255120609
SRX3686785,-3.3890929731,-0.3225931285
SRX3686799,-4.8073658702,-0.16857211530000002
SRX3686797,-4.5395071510000005,-0.1511030957
SRX3686798,-5.1655153817,-0.0684351661
SRX3686746,-5.817476185,0.0543781931
SRX3686748,-5.7618699689,-0.0011570536
SRX3686747,-5.6507949925,0.1334865838
SRX3686773,-5.4310075114,0.0291794885
SRX3686774,-5.5812577344,0.09423213600000001
SRX3686775,-6.1964491718,0.19045181120000002
SRX3686754,-5.8455963029,-0.1169632322
SRX3686753,-6.0122331504,-0.1790453481
SRX3686752,-5.7793997367,-0.1337294925
SRX3686780,-6.3932380386,-0.1823803483
SRX3686779,-6.2991162265,-0.0731120655
SRX3686781,-6.3033166918,-0.19275882730000002
SRX3686806,-3.3429682913,-0.5044818058
SRX3686805,-3.2746855474,-0.3924911385
SRX3686758,-4.7092672385,-0.2553068347
SRX3686760,-4.7868756009,-0.226310061
SRX3686759,-4.3217680177,-0.23288831710000002
SRX3686810,0.8754062266,-0.44750895620000003
SRX3686811,-1.3197438246,-0.7373336034
SRX3686812,-0.8473063102,-0.5847633541
SRX3686813,-4.8599765565,-0.2916799404
SRX3686815,0.030283374300000002,-0.7799815901
SRX3686816,-0.7885100126,-0.8788738966
SRX3686823,-5.9400095946,-0.100280436
SRX3686824,-6.231692448,0.0226335586
SRX3686825,-4.5861943818,-0.5245414533
SRX3686827,-1.483430461,-0.6994751109
SRX3686826,-1.2722827179,-0.4392826855
SRX7054191,0.43863107960000003,-0.08868218500000001
SRX7054189,-0.1413391855,0.2101325658
SRX7054190,-0.2972918942,-0.12145038080000001
SRX7054193,-5.8416306216,0.6716131537000001
SRX7054192,-6.1232636934,0.9327416274
SRX7054194,-5.9805030996,0.7653339697
SRX4506284,-0.36039111490000003,-0.0162157757
SRX4506280,-0.0839790431,-0.3581474162
SRX4506282,0.0488943185,-0.49334729400000005
SRX4506278,-0.31983545950000003,-0.2788258322
SRX4506274,-0.053849280900000004,0.0858050969
SRX4506273,0.1352196538,-0.1464883478
SRX4506271,0.0374240026,0.0595108415
SRX4506276,-0.1187943754,0.0011724095
SRX4506283,0.0172760613,0.043068222600000004
SRX4506279,-0.2223570426,0.088615972
SRX4506285,-0.3454586099,0.2870919443
SRX4506281,-0.1664267741,0.1584054664
SRX4506275,-0.6258521618,0.2975147281
SRX4506277,-0.8095339852000001,0.0530636353
SRX4506272,-0.6625654424,-0.0158054459
SRX2923393,-0.02596727,-0.0650569716
SRX2923394,0.02596727,0.0650569716
SRX2923398,11.3882728221,-0.5683592310000001
SRX2923397,9.1427989149,-0.5238529971
SRX2923395,4.5629203098,-1.0666349946
SRX2923396,4.5470094573,-0.8581436920000001
SRX2923400,6.8778738311000005,-1.1274342512
SRX2923401,7.5279751546,-1.4720598046
SRX2923403,11.5255038876,-0.5354971662
SRX2923402,14.4216589774,-1.072634504
SRX6853288,-0.0369196454,-0.06466921810000001
SRX6853287,-0.6970389147,0.0261238155
SRX6853286,-1.4275241154,-0.11760553210000001
SRX6853284,-0.1119712291,-0.1340423823
SRX6853285,0.34695552080000003,0.0477854803
SRX6853283,-0.23498429170000001,0.08625690200000001
SRX4319040,-0.1105096755,0.1768755126
SRX4319041,-0.21779573730000001,-0.17285761
SRX4319039,0.32830541280000003,-0.0040179026000000005
SRX4314613,14.5305549301,-0.6985079949
SRX4314614,12.1852465804,-0.3992382197
SRX4314615,16.6049041584,-0.6434668769
SRX4314632,11.1157255183,-0.6187415636
SRX4314631,9.4979391768,-0.5595930370000001
SRX4314633,10.2670365494,-0.27578514590000003
SRX4314622,14.518016379,-0.935019726
SRX4314623,14.8414327878,-0.9546168034
SRX4314624,14.335465418,-1.0050424717
SRX4314611,0.1368730944,-0.0227708364
SRX4314610,-0.28810653270000003,-0.09791397980000001
SRX4314612,0.1512334383,0.1206848162
SRX4314630,-2.0841349577,-0.0887588666
SRX4314628,-1.5798145667,0.0801344216
SRX4314629,-1.99587547,0.26104543820000004
SRX4314619,-2.0553120171,-0.1901787735
SRX4314621,-1.9464095459,-0.2186407575
SRX4314620,-2.0102568623,0.1315465401
SRX7119390,-0.3036854305,0.09607874300000001
SRX7119388,0.3036854305,-0.09607874300000001
SRX7119386,5.777437954,0.3479852741
SRX7119385,7.2291572222,0.5945843824
SRX7119387,6.3857146075,0.5614743903
SRX3746749,-6.0035929805,-0.2649716713
SRX3746748,-6.1176226824,-0.2114994895
SRX3746751,-5.1186153383,-0.6198322664
SRX3746750,-4.3831072238,-0.1479745932
SRX3746752,-2.9230058924,-0.0565382831
SRX3746753,-7.274974875,-0.3409600148
SRX3746755,0.8479759436000001,-0.1986915099
SRX3746754,-0.8479759436000001,0.1986915099
SRX2345943,-0.8115348987000001,-0.009965072200000001
SRX2345942,0.8115348987000001,0.009965072200000001
SRX2345941,0.7720055052,-0.42393288840000004
SRX2345940,-0.112047532,-0.1667058893
SRX3992217,-1.6114155278,-0.15666034650000002
SRX3992216,-1.0139069349,-0.4245746026
SRX3992214,-8.1332397863,0.7361458077
SRX3992215,-6.8987021514,0.6307454376
SRX3992221,-6.1437877807,0.8524085116000001
SRX3992220,-7.0608390547,0.9511493546
SRX3992219,-2.3876116304,1.3987429394
SRX3992218,-2.6727750691,1.1227670181
SRX3992201,-2.5769310865,1.1022906617000001
SRX3992200,-2.3516194005,1.3905803983
SRX3992198,-1.7240744141,-0.0580159306
SRX3992199,-1.1859825402,-0.3853765026
SRX3992202,0.5367788923,-0.1708671317
SRX3992203,-0.5548935667,-0.0118182444
SRX3992204,-9.1640394524,0.5898365861
SRX3992205,-8.3528525248,0.14583030360000002
SRX3992206,-9.4434339006,0.5087142175
SRX3992207,-8.3913976809,0.2939211392
SRX3992209,-1.9237347659,1.5897548509
SRX3992208,-1.1848459142,1.3174478975000001
SRX3992212,-1.7621845512,1.4090289289
SRX3992213,-2.2929198881,1.4977780305000001
SRX3992210,0.1343229722,-0.0716189676
SRX3992211,-0.1343229722,0.0716189676
SRX357084,0.3060333997,-0.012811735900000001
SRX357083,-0.3060333997,0.012811735900000001
SRX4647134,2.4059758583,-0.718986102
SRX4647137,0.9232680006,-0.1021109718
SRX4647136,2.0172017851,-0.5851404029
SRX4647135,2.2376411843,-0.7338300334000001
SRX4647139,-0.0602301566,-0.0798303841
SRX4647141,-0.1367376538,-0.0346739604
SRX4647140,0.101734424,-0.013189954700000001
SRX4647138,0.09523338640000001,0.1276942992
SRX4647128,-1.2166637805,0.3748023891
SRX4647127,-0.8845095658000001,0.2350784042
SRX4647129,-0.7668476378,0.1817371529
SRX4647126,-0.5943942926,0.2137721186
SRX4647133,-0.09316630120000001,-0.0039915654
SRX4647132,0.4202598225,-0.0777406687
SRX4647131,0.097038381,0.013663021800000001
SRX4647130,-0.11692694540000001,-0.0507955795
SRX6923924,4.6250588405,-0.3310415224
SRX6923925,4.7691679615,-0.0764883142
SRX6923923,2.1668439887,-0.2587678557
SRX6923922,2.0957131255,-0.3161548557
SRX6923939,0.08094232380000001,0.023291921
SRX6923938,-0.08094232380000001,-0.023291921
SRX6923936,-2.5576832353,-0.4999738066
SRX6923937,-2.3278705272,-0.49188314650000003
SRX5509428,0.2981894963,0.0543936628
SRX5509427,-0.2981894963,-0.0543936628
SRX1882560,-25.0139453782,-0.0584499657
SRX1882558,-25.2643319053,-0.11885908710000001
SRX1882559,-25.1970184848,0.043940447
SRX1882561,-23.3578453768,-0.18896976740000002
SRX1882563,-23.4464288761,-0.22096709990000002
SRX1882562,-23.5247046529,-0.0958743331
SRX1882565,-20.7420033354,-0.3255048809
SRX1882566,-21.0702387522,-0.5329103624
SRX1882564,-20.9027658116,-0.3791012694
SRX1882568,-20.1869594175,-0.49423970240000004
SRX1882567,-19.8264482212,-0.5379672203
SRX1882569,-19.3790872774,-0.7221703386
SRX1882555,-0.034358127700000005,-0.047367265400000004
SRX1882557,0.0373095046,0.0172614517
SRX1882556,-0.0029513769000000002,0.0301058137
SRX5088615,10.224502524,0.1638031839
SRX5088616,10.9203437283,-0.34595166720000003
SRX6845150,4.6456991949,1.4605853154
SRX6845149,4.4517207673,1.5996380835
SRX6845151,2.2190948745,-0.000790234
SRX6845152,2.8705899186,0.1226243335
SRX6845145,4.1751929741,1.4362991873
SRX6845146,1.8018762901,1.2261517573
SRX6845142,2.3165124293,0.0728932789
SRX6845141,0.5180551517,-0.1480654253
SRX6845144,0.29588531490000003,0.0774106338
SRX6845143,-0.29588531490000003,-0.0774106338
SRX5605051,-0.1659796308,0.047009349400000004
SRX5605045,0.1659796308,-0.047009349400000004
SRX5605060,-2.6280910223,0.3067190085
SRX5605059,-1.8004165303000002,0.3919754963
SRX2382017,0.32093887330000004,0.0720284231
SRX2382024,-0.32093887330000004,-0.0720284231
SRX2382027,1.8089570285,-0.5271422585000001
SRX2382029,2.5240372374,-0.4332813863
SRX2382217,1.2107310200999999,-0.2091317312
SRX2382023,1.3999243209,-0.2284737811
SRX2382218,-1.2284076416,0.2222610814
SRX2382219,0.5893354011,-0.1409296421
SRX2382213,2.5385997251,-0.4360750131
SRX2382019,1.7900178739000001,-0.5306257083
SRX2382214,1.2068269993,0.0610730676
SRX2382215,1.9909325071000001,-0.1020041403
SRX2382020,-1.4058751882,0.1962423752
SRX2382216,-0.0263364144,0.202464893
SRX2382022,1.3798608657,-0.3859417041
SRX2382033,0.5542684999,-0.16395856120000002
SRX2382220,-0.8748749939,0.8044831523
SRX2382222,-0.8986106150000001,0.45560790300000004
SRX2382030,-0.1592224528,0.6822057904000001
SRX4506350,-0.6258906941,-0.0290131369
SRX4506352,-0.7163151681000001,0.1744757075
SRX4506354,-0.6078176403000001,-0.1923997422
SRX4506348,-0.031505680200000004,-0.0145186149
SRX4506346,-0.051259626100000004,0.0323410247
SRX4506344,0.08276530630000001,-0.0178224097
SRX4506351,-3.0307164527,0.378497954
SRX4506353,-3.161418673,0.4899278677
SRX4506355,-3.0038708621,0.5084965144
SRX4506349,-2.8347533524,0.3648491803
SRX4506345,-2.64026455,0.3737124095
SRX4506347,-2.5408378161,0.48967047010000003
SRX4514122,0.8450393506,-0.1433226887
SRX4514124,-0.9383651662,0.0956053949
SRX4514126,-0.6054326265000001,0.0926878273
SRX4514120,0.4439882972,0.11225020150000001
SRX4514112,1.106661316,-0.1885356608
SRX4514116,-0.8478374051,0.1665461118
SRX4514118,-0.8806039099,0.1581857468
SRX4514114,0.6217799989,-0.1361961978
SRX4514121,0.6357427753,-0.17935352340000002
SRX4514125,-0.8647595024,0.0431231169
SRX4514127,-0.7177460051,0.0755407839
SRX4514123,0.7220789801,-0.0332276998
SRX4514115,1.1083384877,-0.1893473075
SRX4514117,-0.8899794249,0.1658747466
SRX4514113,0.5690403944,-0.0276643248
SRX4514119,-0.842057696,-0.006844406700000001
SRX958308,2.822491105,-0.290586995
SRX958306,2.2418935218,-0.1922718403
SRX958307,5.084950253,-0.285446907
SRX958313,-0.1342196306,0.0534791976
SRX958312,-0.6494427459000001,0.1334984452
SRX958314,0.7836623766,-0.1869776428
SRX958320,0.6546934143,0.2205354824
SRX958318,-0.8061167850000001,0.46535033540000004
SRX958319,-0.6619349649,0.3256168547
SRX958323,1.4998656048,0.33903485440000003
SRX958322,1.7748927869000002,0.5280969616
SRX958321,1.9265929876,0.42646685360000003
SRX958310,-1.5930987698,0.3511358895
SRX958309,-2.1392934728,0.4848136374
SRX958311,-1.9448349697,0.45848283040000004
SRX958317,-7.0694497289000005,0.44416341940000004
SRX958315,-6.5302091872,0.4498858611
SRX958316,-6.8895209442,0.4098987683
SRX958324,-5.5017334046,0.5077571421
SRX958325,-5.6980905727,0.3602148855
SRX4498322,-0.053092885000000006,-0.1107677133
SRX4498318,-0.6219638961,0.2020075712
SRX4498320,-0.067132642,0.1835695196
SRX4498316,0.1679307033,-0.0812681239
