,A,sigH,Rv1828
SRX2345943,0.5661681127,-0.08266079030000001,-0.0335757181
SRX2345942,-0.5661681127,0.08266079030000001,0.0335757181
SRX2345941,-2.1596106269,-0.3452085802,0.2375697165
SRX2345940,-2.6381881362,-0.7100013421,0.3145744569
SRX3992217,0.1774012626,0.18835377490000002,-0.025587732300000002
SRX3992216,0.2560291517,0.0340930115,-0.016779629
SRX3992214,6.9273917008,-1.4618416737,0.2169687962
SRX3992215,7.8122924148,-2.0736856433,0.5057969134
SRX3992221,8.4774631063,-2.1919118165,0.5372681957000001
SRX3992220,7.5595037867,-1.5299737709999999,0.26577777010000003
SRX3992219,7.2648871312,-1.4854933275,-0.7053113449
SRX3992218,7.3071765312,-1.5751228846,-0.8601172305
SRX3992201,6.7805435444,-1.6504461645,-0.91861176
SRX3992200,7.0142721839,-1.5212051843,-0.6381498539
SRX3992198,-0.21256137390000002,0.1089146887,-0.1038158826
SRX3992199,0.5763159256,0.2223705169,-0.022215645000000003
SRX3992202,-0.6336548243,-0.1721458504,-0.0648481068
SRX3992203,-0.2772427248,-0.060345994800000004,-0.0300328269
SRX3992204,2.4958230693,-1.2149430967,0.2632490678
SRX3992205,6.8852847667,-1.3434020850000001,0.2632717137
SRX3992206,2.5936945811000003,-1.1741899726,0.29148519430000003
SRX3992207,6.0792020409,-1.4641176239,0.3548460397
SRX3992209,4.9813809992,-1.6261695276,-0.3335993358
SRX3992208,5.6526065846,-1.5769230964,-0.5088862458
SRX3992212,4.3176528493,-1.7228354201,-0.4296660995
SRX3992213,5.4544799872,-1.6317320808,-0.349964991
SRX3992210,0.3788729752,0.0516315594,-0.0194744622
SRX3992211,-0.3788729752,-0.0516315594,0.0194744622
SRX357084,0.26760754000000003,0.054487188000000006,0.0140962737
SRX357083,-0.26760754000000003,-0.054487188000000006,-0.0140962737
SRX4647134,2.1848870133,-0.0795110683,0.235341133
SRX4647137,0.0572230013,-0.0632870161,0.0097215891
SRX4647136,1.8606253596000002,-0.0637422114,0.1046038189
SRX4647135,1.9006426270999999,-0.1240169161,0.1631826452
SRX4647139,0.0534931502,-0.027833273000000002,0.0380425878
SRX4647141,0.0703159307,0.012702789400000001,-0.006346760900000001
SRX4647140,-0.2258511467,-0.0119949841,-0.07047251730000001
SRX4647138,0.1020420657,0.0271254677,0.0387766904
SRX4647128,4.5284384832,0.1292423734,0.2226451612
SRX4647127,4.5298986324,0.2332150902,0.17553308380000002
SRX4647129,4.7019200008,0.2648740732,0.15992244090000002
SRX4647126,4.2013490124,0.2544177366,0.2030287114
SRX4647133,11.7860966851,0.1981216894,-0.26684754310000003
SRX4647132,11.6535311244,0.2267733358,-0.1811507137
SRX4647131,11.7854232501,0.1958255136,-0.13981281950000002
SRX4647130,11.6130985096,0.3302977874,-0.541999891
SRX6923924,-1.7892366437,-0.49884757020000003,-0.2378186618
SRX6923925,-1.7257742242,-0.5795906535,-0.2684987881
SRX6923923,-2.5539864602,-0.7100918558,-0.22105439100000002
SRX6923922,-1.9587286777,-0.7967209205,-0.27008725100000003
SRX6923939,-0.1332559965,-0.0571890819,0.0121790674
SRX6923938,0.1332559965,0.0571890819,-0.0121790674
SRX6923936,-0.4974781561,-0.2206165887,-0.0728057563
SRX6923937,-0.46877053220000003,-0.2115520669,-0.10921352740000001
SRX5509428,-0.1655798507,-0.0107405494,-0.0151393301
SRX5509427,0.1655798507,0.0107405494,0.0151393301
SRX1882560,11.6480684275,-1.6999884621999999,-0.5246570618
SRX1882558,11.411497984,-1.6443964016,-0.5669037385
SRX1882559,11.836634971,-1.6897096114,-0.5010467339
SRX1882561,22.989638674,-1.8082499011,-0.8314455516
SRX1882563,22.7491547393,-1.8243608378,-0.8263371635000001
SRX1882562,22.7568614889,-1.7322385883,-0.8717867308
SRX1882565,21.9080861278,-1.9847389740999999,-0.8245411725
SRX1882566,22.153487408,-2.0670978149,-0.8494553551
SRX1882564,22.0028476399,-2.0512734162,-0.8565278624
SRX1882568,22.884359343,-2.3520842881,-0.9277413089000001
SRX1882567,22.5645542761,-2.3522031026,-0.9720664800000001
SRX1882569,23.1403458483,-2.4485454769,-0.9666552494
SRX1882555,-0.0156827909,-0.0533514661,0.027946279
SRX1882557,-0.0787454377,0.0397819257,-0.0152723279
SRX1882556,0.0944282285,0.0135695404,-0.0126739511
SRX5088615,1.1109119397,-0.1257420428,-0.2390888918
SRX5088616,-1.6427062584,0.11127912250000001,-0.2229158444
SRX6845150,8.941688292,1.6555355549000002,-2.0619869177
SRX6845149,1.6790813766000001,2.5959174634,-2.8901728119000003
SRX6845151,-3.2826888788,-0.23035915950000002,-0.08370049930000001
SRX6845152,5.2372250542,-0.1046500217,-0.0555458969
SRX6845145,0.5908406866,1.9547015389,-3.0984082263
SRX6845146,-1.8827915217000002,1.7094211877,-3.2928379237
SRX6845142,1.2758058971000001,-0.020505490300000002,-0.4274720569
SRX6845141,1.9245365151,-0.2874382333,-0.2601190225
SRX6845144,0.7272996468,-0.000899797,0.0527998082
SRX6845143,-0.7272996468,0.000899797,-0.0527998082
SRX5605051,0.022423465,0.0859483198,-0.035274383900000005
SRX5605045,-0.022423465,-0.0859483198,0.035274383900000005
SRX5605060,3.446487284,-0.4888886777,0.22781639
SRX5605059,3.0374279793,-0.1975116486,0.0749449712
SRX2382017,-0.1889481278,0.0460908618,-0.0081907394
SRX2382024,0.1889481278,-0.0460908618,0.0081907394
SRX2382027,4.1092417488,-0.4841516612,-0.459703888
SRX2382029,4.2585323626000005,-0.30412883020000003,-0.5981573784
SRX2382217,1.9048404453,-0.4796358718,-0.41502415740000004
SRX2382023,3.5207736816,-0.2908429535,-0.6648270569
SRX2382218,-1.1829655682,-0.23549373280000002,0.0680182268
SRX2382219,-0.5063576976,0.0910217868,0.0548764868
SRX2382213,4.9225476836,-0.46103506250000004,-0.7099612931
SRX2382019,5.1851496921999995,-0.2459896078,-0.4483024554
SRX2382214,1.4564104173,0.2134626731,-0.0219870791
SRX2382215,2.4739899442,0.170300674,-0.015069907200000001
SRX2382020,1.504767974,-0.31778122070000003,-0.1696837024
SRX2382216,4.8940548808,-0.2399702401,-0.1898193376
SRX2382022,3.3310691154,0.2074927201,-0.1458045306
SRX2382033,2.4845336404,0.2392472585,-0.1177719685
SRX2382220,-2.3724134396,-0.2326751994,-1.1592236739
SRX2382222,-1.2212011844,-0.2635384085,-1.0029689771
SRX2382030,-0.9896559914,-0.40663003680000004,-0.5314554151
SRX4506350,0.0603444817,0.076701762,-0.0638854242
SRX4506352,-0.1325217769,0.15008835140000001,-0.0383908176
SRX4506354,-0.034513823,0.0740303301,-0.0119654837
SRX4506348,0.0814672766,-0.0086460049,-0.0206235109
SRX4506346,-0.053055349200000004,0.0197449741,-0.0102382246
SRX4506344,-0.0284119273,-0.011098969200000001,0.0308617355
SRX4506351,0.2940439039,0.0875662043,-0.0026871552
SRX4506353,0.3147415233,0.1292670169,-0.0206325763
SRX4506355,0.2013790866,0.0767569879,-0.0521639871
SRX4506349,-0.5643777531,-0.0506539835,0.11027976560000001
SRX4506345,-0.9222221006,0.0361329639,0.1373731803
SRX4506347,-0.7818135046,-0.0869639267,0.1027251613
SRX4514122,-3.4216889094000003,0.0052412619,-0.3663981182
SRX4514124,3.0844585119,0.3390513113,0.2635349067
SRX4514126,3.0424635992,0.330598909,0.3051348246
SRX4514120,-3.3718077683,-0.0209002657,-0.3041082611
SRX4514112,-2.6115914298,-0.2096789924,-0.3414179177
SRX4514116,2.6371075023,0.1723663545,0.3855829484
SRX4514118,2.7047308855,0.2956632904,0.3039290733
SRX4514114,-2.730246958,-0.2583506525,-0.3480941039
SRX4514121,-3.5461595771,-0.028458339000000003,-0.3669511097
SRX4514125,3.2125859226,0.2625653181,0.2978692773
SRX4514127,2.8454804808,0.34054873010000003,0.2820147958
SRX4514123,-3.3096665404,-0.027061198800000002,-0.3993681429
SRX4514115,-3.0341928042,-0.2287682838,-0.3413115742
SRX4514117,2.7705516012,0.19678495000000001,0.3112155071
SRX4514113,-2.8990896073,-0.1885122541,-0.3565263245
SRX4514119,2.6697683189,0.35199664210000003,0.2721534571
SRX958308,-1.9281172025000002,0.757565774,-0.2939526115
SRX958306,-0.0077333225000000005,0.4279517248,-0.2661182541
SRX958307,-0.3681087856,0.9547634517,-0.3322043722
SRX958313,-0.043620865,0.1148002105,0.0171844526
SRX958312,-0.0531619118,-0.0284684325,0.0872548264
SRX958314,0.0967827767,-0.0863317779,-0.1044392791
SRX958320,1.4096040104,0.4709806621,0.2582533502
SRX958318,1.2615476289,0.6697742950000001,0.3135416055
SRX958319,0.43083364620000003,0.3631649166,0.1221147561
SRX958323,-3.7621794680000002,0.0350503392,-0.031397896
SRX958322,-4.7242908721,0.0757484851,0.228153658
SRX958321,-5.3144679507,0.1893323241,0.0942343511
SRX958310,4.4194163362,0.300422067,0.0983275322
SRX958309,3.9938947288,0.1099362915,0.2140585367
SRX958311,4.0360041041,0.1598608469,0.20727839450000002
SRX958317,6.7093157304,0.26988323000000003,0.0177320317
SRX958315,5.6973202749,0.571413928,-0.0452285905
SRX958316,7.0474068165,0.4800344915,-0.1436508812
SRX958324,6.872685312,0.4020412158,-0.2322198123
SRX958325,6.9766381705,0.35625374120000003,-0.1317585169
SRX4498322,-0.3887458284,0.023330427,-0.1115624831
SRX4498318,-0.1689533855,0.0256682763,-0.0970013049
SRX4498320,0.1296240101,0.0361928441,0.0452040099
SRX4498316,-0.09961991490000001,-0.2067549008,0.074543361
SRX4498312,-0.32928224770000003,0.039754842000000006,-0.025839164300000002
SRX4498308,0.160230159,-0.0926672395,-0.0056645526
SRX4498314,0.3026923979,-0.0275222922,0.0453143908
SRX4498310,-0.1336403092,0.0804346896,-0.0138106739
SRX4498319,-1.535121099,0.9347073747,-0.6002538573
SRX4498317,-1.3666833595,0.8006701405000001,-0.5085708159
SRX4498311,1.5308174748,0.3469136372,0.0139380392
SRX4498315,1.1230458518,0.31482798700000003,-0.0195062468
SRX4498309,0.7927086351,0.6077277536,-0.022456003000000002
SRX4498313,1.2359935488,0.3164572068,-0.0393896981
SRX4615568,1.3502739078000001,0.090564262,0.0811508069
SRX4615570,-1.3502739078000001,-0.090564262,-0.0811508069
SRX727246,-0.7928891603,0.2174502042,-0.2980320215
SRX727243,-1.3078031146,0.06320415310000001,-0.33458021520000003
SRX727247,-1.4053245001,1.0018814738,-1.4768821603
SRX727244,-2.1505053659,0.8709234659,-1.2322775349
SRX727245,-1.1380371680999999,1.2844207083999999,-0.7821313095
SRX727248,-0.8100256751,1.2718364866,-1.1983471007
SRX727249,-0.0059205648,0.1199756837,-0.0577928518
SRX727251,-0.0092073018,-0.1051333176,0.0762279264
SRX727250,0.015127866700000001,-0.0148423661,-0.0184350746
SRX4498332,1.2739411296,-0.21772409650000002,-0.0470416416
SRX4498334,1.8369731651,-0.13443842350000001,-0.1791046194
SRX4498335,1.7740108465,-0.2853593039,0.0553775764
SRX4498337,1.9042135291000002,-0.4090668806,0.037604899000000004
SRX4498324,-0.5484495277,0.0269319026,-0.0392884056
SRX4498326,0.1581697983,0.0520618121,0.1218266016
SRX4498328,-0.0004328867,-0.0401210413,-0.012432017
SRX4498330,0.39071261620000003,-0.0388726735,-0.0701061791
SRX4498336,2.6452088243,0.0245017942,-0.0404825349
SRX4498333,2.8096104428,0.0524678803,-0.10404686090000001
SRX4498338,3.3137653814,-0.076299212,-0.020580236300000002
SRX4498329,0.0986176877,0.2154983199,0.1896121039
SRX4498325,0.4944957505,0.27404855910000003,0.14844412240000002
SRX4498327,-0.1243454242,0.4585784002,0.21776816770000001
SRX4498331,0.0562772515,0.4358200356,0.2114219571
