,gene_id,database,kegg_id
9298,Rv3375,KEGG_pathway,map01120
9304,Rv3379c,KEGG_pathway,map00730
9305,Rv3379c,KEGG_pathway,map00900
9306,Rv3379c,KEGG_pathway,map01100
9307,Rv3379c,KEGG_pathway,map01110
9308,Rv3379c,KEGG_pathway,map01130
9313,Rv3382c,KEGG_pathway,map00900
9314,Rv3382c,KEGG_pathway,map01100
9315,Rv3382c,KEGG_pathway,map01110
9316,Rv3382c,KEGG_pathway,map01130
9321,Rv3383c,KEGG_pathway,map00900
9322,Rv3383c,KEGG_pathway,map01100
9323,Rv3383c,KEGG_pathway,map01110
9324,Rv3383c,KEGG_pathway,map01130
9328,Rv3393,KEGG_pathway,map00230
9329,Rv3393,KEGG_pathway,map00760
9330,Rv3393,KEGG_pathway,map01100
9334,Rv3396c,KEGG_pathway,map00230
9335,Rv3396c,KEGG_pathway,map00983
9336,Rv3396c,KEGG_pathway,map01100
9341,Rv3397c,KEGG_pathway,map00906
9342,Rv3397c,KEGG_pathway,map01062
9343,Rv3397c,KEGG_pathway,map01100
9344,Rv3397c,KEGG_pathway,map01110
9349,Rv3398c,KEGG_pathway,map00900
9350,Rv3398c,KEGG_pathway,map01100
9351,Rv3398c,KEGG_pathway,map01110
9352,Rv3398c,KEGG_pathway,map01130
9355,Rv3409c,KEGG_pathway,map00984
9356,Rv3409c,KEGG_pathway,map01120
9361,Rv3410c,KEGG_pathway,map00230
9362,Rv3410c,KEGG_pathway,map00983
9363,Rv3410c,KEGG_pathway,map01100
9364,Rv3410c,KEGG_pathway,map01110
9369,Rv3411c,KEGG_pathway,map00230
9370,Rv3411c,KEGG_pathway,map00983
9371,Rv3411c,KEGG_pathway,map01100
9372,Rv3411c,KEGG_pathway,map01110
9378,Rv3417c,KEGG_pathway,map03018
9379,Rv3417c,KEGG_pathway,map04212
9380,Rv3417c,KEGG_pathway,map04940
9381,Rv3417c,KEGG_pathway,map05134
9382,Rv3417c,KEGG_pathway,map05152
9386,Rv3423c,KEGG_pathway,map00473
9387,Rv3423c,KEGG_pathway,map01100
9388,Rv3423c,KEGG_pathway,map01502
9399,Rv3432c,KEGG_pathway,map00250
9400,Rv3432c,KEGG_pathway,map00410
9401,Rv3432c,KEGG_pathway,map00430
9402,Rv3432c,KEGG_pathway,map00650
9403,Rv3432c,KEGG_pathway,map01100
9404,Rv3432c,KEGG_pathway,map01110
9405,Rv3432c,KEGG_pathway,map01120
9406,Rv3432c,KEGG_pathway,map02024
9407,Rv3432c,KEGG_pathway,map04727
9408,Rv3432c,KEGG_pathway,map04940
9414,Rv3436c,KEGG_pathway,map00250
9415,Rv3436c,KEGG_pathway,map00520
9416,Rv3436c,KEGG_pathway,map01100
9417,Rv3436c,KEGG_pathway,map01130
9418,Rv3436c,KEGG_pathway,map04931
9422,Rv3441c,KEGG_pathway,map00520
9423,Rv3441c,KEGG_pathway,map01100
9424,Rv3441c,KEGG_pathway,map01130
9426,Rv3442c,KEGG_pathway,map03010
9428,Rv3443c,KEGG_pathway,map03010
9430,Rv3456c,KEGG_pathway,map03010
9435,Rv3457c,KEGG_pathway,map00230
9436,Rv3457c,KEGG_pathway,map00240
9437,Rv3457c,KEGG_pathway,map01100
9438,Rv3457c,KEGG_pathway,map03020
9440,Rv3458c,KEGG_pathway,map03010
9442,Rv3459c,KEGG_pathway,map03010
9444,Rv3460c,KEGG_pathway,map03010
9450,Rv3464,KEGG_pathway,map00521
9451,Rv3464,KEGG_pathway,map00523
9452,Rv3464,KEGG_pathway,map00525
9453,Rv3464,KEGG_pathway,map01055
9454,Rv3464,KEGG_pathway,map01130
9458,Rv3465,KEGG_pathway,map00521
9459,Rv3465,KEGG_pathway,map00523
9460,Rv3465,KEGG_pathway,map01130
9466,Rv3468c,KEGG_pathway,map00521
9467,Rv3468c,KEGG_pathway,map00523
9468,Rv3468c,KEGG_pathway,map00525
9469,Rv3468c,KEGG_pathway,map01055
9470,Rv3468c,KEGG_pathway,map01130
9478,Rv3469c,KEGG_pathway,map00360
9479,Rv3469c,KEGG_pathway,map00362
9480,Rv3469c,KEGG_pathway,map00621
9481,Rv3469c,KEGG_pathway,map00622
9482,Rv3469c,KEGG_pathway,map01100
9483,Rv3469c,KEGG_pathway,map01120
9484,Rv3469c,KEGG_pathway,map01220
9494,Rv3470c,KEGG_pathway,map00290
9495,Rv3470c,KEGG_pathway,map00650
9496,Rv3470c,KEGG_pathway,map00660
9497,Rv3470c,KEGG_pathway,map00770
9498,Rv3470c,KEGG_pathway,map01100
9499,Rv3470c,KEGG_pathway,map01110
9500,Rv3470c,KEGG_pathway,map01130
9501,Rv3470c,KEGG_pathway,map01210
9502,Rv3470c,KEGG_pathway,map01230
9505,Rv3490,KEGG_pathway,map00500
9506,Rv3490,KEGG_pathway,map01100
9508,Rv3494c,KEGG_pathway,map02010
9510,Rv3495c,KEGG_pathway,map02010
9512,Rv3496c,KEGG_pathway,map02010
9514,Rv3497c,KEGG_pathway,map02010
9516,Rv3498c,KEGG_pathway,map02010
9518,Rv3499c,KEGG_pathway,map02010
9520,Rv3500c,KEGG_pathway,map02010
9522,Rv3501c,KEGG_pathway,map02010
9530,Rv3502c,KEGG_pathway,map00061
9531,Rv3502c,KEGG_pathway,map00333
9532,Rv3502c,KEGG_pathway,map00780
9533,Rv3502c,KEGG_pathway,map01040
9534,Rv3502c,KEGG_pathway,map01100
9535,Rv3502c,KEGG_pathway,map01130
9536,Rv3502c,KEGG_pathway,map01212
9546,Rv3509c,KEGG_pathway,map00290
9547,Rv3509c,KEGG_pathway,map00650
9548,Rv3509c,KEGG_pathway,map00660
9549,Rv3509c,KEGG_pathway,map00770
9550,Rv3509c,KEGG_pathway,map01100
9551,Rv3509c,KEGG_pathway,map01110
9552,Rv3509c,KEGG_pathway,map01130
9553,Rv3509c,KEGG_pathway,map01210
9554,Rv3509c,KEGG_pathway,map01230
9573,Rv3516,KEGG_pathway,map00071
9574,Rv3516,KEGG_pathway,map00280
9575,Rv3516,KEGG_pathway,map00281
9576,Rv3516,KEGG_pathway,map00310
9577,Rv3516,KEGG_pathway,map00360
9578,Rv3516,KEGG_pathway,map00362
9579,Rv3516,KEGG_pathway,map00380
9580,Rv3516,KEGG_pathway,map00410
9581,Rv3516,KEGG_pathway,map00627
9582,Rv3516,KEGG_pathway,map00640
9583,Rv3516,KEGG_pathway,map00650
9584,Rv3516,KEGG_pathway,map00903
9585,Rv3516,KEGG_pathway,map00930
9586,Rv3516,KEGG_pathway,map01100
9587,Rv3516,KEGG_pathway,map01110
9588,Rv3516,KEGG_pathway,map01120
9589,Rv3516,KEGG_pathway,map01130
9590,Rv3516,KEGG_pathway,map01212
9593,Rv3518c,KEGG_pathway,map00984
9594,Rv3518c,KEGG_pathway,map01120
9614,Rv3523,KEGG_pathway,map00071
9615,Rv3523,KEGG_pathway,map00072
9616,Rv3523,KEGG_pathway,map00280
9617,Rv3523,KEGG_pathway,map00310
9618,Rv3523,KEGG_pathway,map00362
9619,Rv3523,KEGG_pathway,map00380
9620,Rv3523,KEGG_pathway,map00620
9621,Rv3523,KEGG_pathway,map00630
9622,Rv3523,KEGG_pathway,map00640
9623,Rv3523,KEGG_pathway,map00650
9624,Rv3523,KEGG_pathway,map00720
9625,Rv3523,KEGG_pathway,map00900
9626,Rv3523,KEGG_pathway,map01100
9627,Rv3523,KEGG_pathway,map01110
9628,Rv3523,KEGG_pathway,map01120
9629,Rv3523,KEGG_pathway,map01130
9630,Rv3523,KEGG_pathway,map01200
9631,Rv3523,KEGG_pathway,map01212
9632,Rv3523,KEGG_pathway,map02020
9636,Rv3526,KEGG_pathway,map00984
9637,Rv3526,KEGG_pathway,map01100
9638,Rv3526,KEGG_pathway,map01120
9646,Rv3534c,KEGG_pathway,map00360
9647,Rv3534c,KEGG_pathway,map00362
9648,Rv3534c,KEGG_pathway,map00621
9649,Rv3534c,KEGG_pathway,map00622
9650,Rv3534c,KEGG_pathway,map01100
9651,Rv3534c,KEGG_pathway,map01120
9652,Rv3534c,KEGG_pathway,map01220
9662,Rv3535c,KEGG_pathway,map00360
9663,Rv3535c,KEGG_pathway,map00362
9664,Rv3535c,KEGG_pathway,map00620
9665,Rv3535c,KEGG_pathway,map00621
9666,Rv3535c,KEGG_pathway,map00622
9667,Rv3535c,KEGG_pathway,map00650
9668,Rv3535c,KEGG_pathway,map01100
9669,Rv3535c,KEGG_pathway,map01120
9670,Rv3535c,KEGG_pathway,map01220
9678,Rv3536c,KEGG_pathway,map00360
9679,Rv3536c,KEGG_pathway,map00362
9680,Rv3536c,KEGG_pathway,map00621
9681,Rv3536c,KEGG_pathway,map00622
9682,Rv3536c,KEGG_pathway,map01100
9683,Rv3536c,KEGG_pathway,map01120
9684,Rv3536c,KEGG_pathway,map01220
9688,Rv3537,KEGG_pathway,map00984
9689,Rv3537,KEGG_pathway,map01100
9690,Rv3537,KEGG_pathway,map01120
9693,Rv3545c,KEGG_pathway,map00984
9694,Rv3545c,KEGG_pathway,map01120
9714,Rv3546,KEGG_pathway,map00071
9715,Rv3546,KEGG_pathway,map00072
9716,Rv3546,KEGG_pathway,map00280
9717,Rv3546,KEGG_pathway,map00310
9718,Rv3546,KEGG_pathway,map00362
9719,Rv3546,KEGG_pathway,map00380
9720,Rv3546,KEGG_pathway,map00620
9721,Rv3546,KEGG_pathway,map00630
9722,Rv3546,KEGG_pathway,map00640
9723,Rv3546,KEGG_pathway,map00650
9724,Rv3546,KEGG_pathway,map00720
9725,Rv3546,KEGG_pathway,map00900
9726,Rv3546,KEGG_pathway,map01100
9727,Rv3546,KEGG_pathway,map01110
9728,Rv3546,KEGG_pathway,map01120
9729,Rv3546,KEGG_pathway,map01130
9730,Rv3546,KEGG_pathway,map01200
9731,Rv3546,KEGG_pathway,map01212
9732,Rv3546,KEGG_pathway,map02020
9751,Rv3550,KEGG_pathway,map00071
9752,Rv3550,KEGG_pathway,map00280
9753,Rv3550,KEGG_pathway,map00281
9754,Rv3550,KEGG_pathway,map00310
9755,Rv3550,KEGG_pathway,map00360
9756,Rv3550,KEGG_pathway,map00362
9757,Rv3550,KEGG_pathway,map00380
9758,Rv3550,KEGG_pathway,map00410
9759,Rv3550,KEGG_pathway,map00627
9760,Rv3550,KEGG_pathway,map00640
9761,Rv3550,KEGG_pathway,map00650
9762,Rv3550,KEGG_pathway,map00903
9763,Rv3550,KEGG_pathway,map00930
9764,Rv3550,KEGG_pathway,map01100
9765,Rv3550,KEGG_pathway,map01110
9766,Rv3550,KEGG_pathway,map01120
9767,Rv3550,KEGG_pathway,map01130
9768,Rv3550,KEGG_pathway,map01212
9772,Rv3551,KEGG_pathway,map00643
9773,Rv3551,KEGG_pathway,map00650
9774,Rv3551,KEGG_pathway,map01120
9777,Rv3554,KEGG_pathway,map00360
9778,Rv3554,KEGG_pathway,map01120
9798,Rv3556c,KEGG_pathway,map00071
9799,Rv3556c,KEGG_pathway,map00072
9800,Rv3556c,KEGG_pathway,map00280
9801,Rv3556c,KEGG_pathway,map00310
9802,Rv3556c,KEGG_pathway,map00362
9803,Rv3556c,KEGG_pathway,map00380
9804,Rv3556c,KEGG_pathway,map00620
9805,Rv3556c,KEGG_pathway,map00630
9806,Rv3556c,KEGG_pathway,map00640
9807,Rv3556c,KEGG_pathway,map00650
9808,Rv3556c,KEGG_pathway,map00720
9809,Rv3556c,KEGG_pathway,map00900
9810,Rv3556c,KEGG_pathway,map01100
9811,Rv3556c,KEGG_pathway,map01110
9812,Rv3556c,KEGG_pathway,map01120
9813,Rv3556c,KEGG_pathway,map01130
9814,Rv3556c,KEGG_pathway,map01200
9815,Rv3556c,KEGG_pathway,map01212
9816,Rv3556c,KEGG_pathway,map02020
9824,Rv3559c,KEGG_pathway,map00061
9825,Rv3559c,KEGG_pathway,map00333
9826,Rv3559c,KEGG_pathway,map00780
9827,Rv3559c,KEGG_pathway,map01040
9828,Rv3559c,KEGG_pathway,map01100
9829,Rv3559c,KEGG_pathway,map01130
9830,Rv3559c,KEGG_pathway,map01212
9834,Rv3561,KEGG_pathway,map00984
9835,Rv3561,KEGG_pathway,map01100
9836,Rv3561,KEGG_pathway,map01120
9844,Rv3566c,KEGG_pathway,map00232
9845,Rv3566c,KEGG_pathway,map00633
9846,Rv3566c,KEGG_pathway,map00983
9847,Rv3566c,KEGG_pathway,map01100
9848,Rv3566c,KEGG_pathway,map01110
9849,Rv3566c,KEGG_pathway,map01120
9850,Rv3566c,KEGG_pathway,map05204
9853,Rv3567c,KEGG_pathway,map00984
9854,Rv3567c,KEGG_pathway,map01100
9859,Rv3568c,KEGG_pathway,map00984
9860,Rv3568c,KEGG_pathway,map01100
9861,Rv3568c,KEGG_pathway,map01120
9862,Rv3568c,KEGG_pathway,map01220
9867,Rv3569c,KEGG_pathway,map00984
9868,Rv3569c,KEGG_pathway,map01100
9869,Rv3569c,KEGG_pathway,map01120
9870,Rv3569c,KEGG_pathway,map01220
9874,Rv3570c,KEGG_pathway,map00984
9875,Rv3570c,KEGG_pathway,map01100
9876,Rv3570c,KEGG_pathway,map01120
9880,Rv3571,KEGG_pathway,map00984
9881,Rv3571,KEGG_pathway,map01100
9882,Rv3571,KEGG_pathway,map01120
9884,Rv3580c,KEGG_pathway,map00970
9889,Rv3581c,KEGG_pathway,map00900
9890,Rv3581c,KEGG_pathway,map01100
9891,Rv3581c,KEGG_pathway,map01110
9892,Rv3581c,KEGG_pathway,map01130
9897,Rv3582c,KEGG_pathway,map00900
9898,Rv3582c,KEGG_pathway,map01100
9899,Rv3582c,KEGG_pathway,map01110
9900,Rv3582c,KEGG_pathway,map01130
9902,Rv3588c,KEGG_pathway,map00910
9904,Rv3589,KEGG_pathway,map03410
9906,Rv3596c,KEGG_pathway,map01100
9908,Rv3598c,KEGG_pathway,map00970
9911,Rv3600c,KEGG_pathway,map00770
9912,Rv3600c,KEGG_pathway,map01100
9917,Rv3601c,KEGG_pathway,map00410
9918,Rv3601c,KEGG_pathway,map00770
9919,Rv3601c,KEGG_pathway,map01100
9920,Rv3601c,KEGG_pathway,map01110
9925,Rv3602c,KEGG_pathway,map00410
9926,Rv3602c,KEGG_pathway,map00770
9927,Rv3602c,KEGG_pathway,map01100
9928,Rv3602c,KEGG_pathway,map01110
9931,Rv3606c,KEGG_pathway,map00790
9932,Rv3606c,KEGG_pathway,map01100
9935,Rv3607c,KEGG_pathway,map00790
9936,Rv3607c,KEGG_pathway,map01100
9939,Rv3608c,KEGG_pathway,map00790
9940,Rv3608c,KEGG_pathway,map01100
9943,Rv3609c,KEGG_pathway,map00790
9944,Rv3609c,KEGG_pathway,map01100
9946,Rv3618,KEGG_pathway,map00903
9951,Rv3624c,KEGG_pathway,map00230
9952,Rv3624c,KEGG_pathway,map00983
9953,Rv3624c,KEGG_pathway,map01100
9954,Rv3624c,KEGG_pathway,map01110
9956,Rv3627c,KEGG_pathway,map00550
9958,Rv3628,KEGG_pathway,map00190
9962,Rv3634c,KEGG_pathway,map00052
9963,Rv3634c,KEGG_pathway,map00520
9964,Rv3634c,KEGG_pathway,map01100
9971,Rv3644c,KEGG_pathway,map00230
9972,Rv3644c,KEGG_pathway,map00240
9973,Rv3644c,KEGG_pathway,map01100
9974,Rv3644c,KEGG_pathway,map03030
9975,Rv3644c,KEGG_pathway,map03430
9976,Rv3644c,KEGG_pathway,map03440
9981,Rv3645,KEGG_pathway,map00230
9982,Rv3645,KEGG_pathway,map02025
9983,Rv3645,KEGG_pathway,map04113
9984,Rv3645,KEGG_pathway,map04213
9986,Rv3663c,KEGG_pathway,map02024
9990,Rv3664c,KEGG_pathway,map01501
9991,Rv3664c,KEGG_pathway,map02010
9992,Rv3664c,KEGG_pathway,map02024
9996,Rv3665c,KEGG_pathway,map01501
9997,Rv3665c,KEGG_pathway,map02010
9998,Rv3665c,KEGG_pathway,map02024
10002,Rv3666c,KEGG_pathway,map01501
10003,Rv3666c,KEGG_pathway,map02010
10004,Rv3666c,KEGG_pathway,map02024
10015,Rv3667,KEGG_pathway,map00010
10016,Rv3667,KEGG_pathway,map00620
10017,Rv3667,KEGG_pathway,map00640
10018,Rv3667,KEGG_pathway,map00680
10019,Rv3667,KEGG_pathway,map00720
10020,Rv3667,KEGG_pathway,map01100
10021,Rv3667,KEGG_pathway,map01110
10022,Rv3667,KEGG_pathway,map01120
10023,Rv3667,KEGG_pathway,map01130
10024,Rv3667,KEGG_pathway,map01200
10026,Rv3674c,KEGG_pathway,map03410
10032,Rv3676,KEGG_pathway,map02020
10033,Rv3676,KEGG_pathway,map02024
10034,Rv3676,KEGG_pathway,map02025
10035,Rv3676,KEGG_pathway,map02026
10036,Rv3676,KEGG_pathway,map05111
10045,Rv3684,KEGG_pathway,map00270
10046,Rv3684,KEGG_pathway,map00920
10047,Rv3684,KEGG_pathway,map01100
10048,Rv3684,KEGG_pathway,map01110
10049,Rv3684,KEGG_pathway,map01120
10050,Rv3684,KEGG_pathway,map01130
10051,Rv3684,KEGG_pathway,map01200
10052,Rv3684,KEGG_pathway,map01230
10057,Rv3696c,KEGG_pathway,map00561
10058,Rv3696c,KEGG_pathway,map01100
10059,Rv3696c,KEGG_pathway,map03320
10060,Rv3696c,KEGG_pathway,map04626
10062,Rv3700c,KEGG_pathway,map00340
10064,Rv3701c,KEGG_pathway,map00340
10066,Rv3702c,KEGG_pathway,map00340
10068,Rv3703c,KEGG_pathway,map00340
10072,Rv3704c,KEGG_pathway,map00270
10073,Rv3704c,KEGG_pathway,map00480
10074,Rv3704c,KEGG_pathway,map01100
10085,Rv3708c,KEGG_pathway,map00260
10086,Rv3708c,KEGG_pathway,map00261
10087,Rv3708c,KEGG_pathway,map00270
10088,Rv3708c,KEGG_pathway,map00300
10089,Rv3708c,KEGG_pathway,map01100
10090,Rv3708c,KEGG_pathway,map01110
10091,Rv3708c,KEGG_pathway,map01120
10092,Rv3708c,KEGG_pathway,map01130
10093,Rv3708c,KEGG_pathway,map01210
10094,Rv3708c,KEGG_pathway,map01230
10105,Rv3709c,KEGG_pathway,map00260
10106,Rv3709c,KEGG_pathway,map00261
10107,Rv3709c,KEGG_pathway,map00270
10108,Rv3709c,KEGG_pathway,map00300
10109,Rv3709c,KEGG_pathway,map01100
10110,Rv3709c,KEGG_pathway,map01110
10111,Rv3709c,KEGG_pathway,map01120
10112,Rv3709c,KEGG_pathway,map01130
10113,Rv3709c,KEGG_pathway,map01210
10114,Rv3709c,KEGG_pathway,map01230
10121,Rv3710,KEGG_pathway,map00290
10122,Rv3710,KEGG_pathway,map00620
10123,Rv3710,KEGG_pathway,map01100
10124,Rv3710,KEGG_pathway,map01110
10125,Rv3710,KEGG_pathway,map01210
10126,Rv3710,KEGG_pathway,map01230
10133,Rv3711c,KEGG_pathway,map00230
10134,Rv3711c,KEGG_pathway,map00240
10135,Rv3711c,KEGG_pathway,map01100
10136,Rv3711c,KEGG_pathway,map03030
10137,Rv3711c,KEGG_pathway,map03430
10138,Rv3711c,KEGG_pathway,map03440
10140,Rv3715c,KEGG_pathway,map03440
10142,Rv3717,KEGG_pathway,map01503
10149,Rv3721c,KEGG_pathway,map00230
10150,Rv3721c,KEGG_pathway,map00240
10151,Rv3721c,KEGG_pathway,map01100
10152,Rv3721c,KEGG_pathway,map03030
10153,Rv3721c,KEGG_pathway,map03430
10154,Rv3721c,KEGG_pathway,map03440
10161,Rv3754,KEGG_pathway,map00400
10162,Rv3754,KEGG_pathway,map00401
10163,Rv3754,KEGG_pathway,map01100
10164,Rv3754,KEGG_pathway,map01110
10165,Rv3754,KEGG_pathway,map01130
10166,Rv3754,KEGG_pathway,map01230
10168,Rv3756c,KEGG_pathway,map02010
10170,Rv3757c,KEGG_pathway,map02010
10172,Rv3758c,KEGG_pathway,map02010
10174,Rv3759c,KEGG_pathway,map02010
10176,Rv3763,KEGG_pathway,map05152
10187,Rv3772,KEGG_pathway,map00340
10188,Rv3772,KEGG_pathway,map00350
10189,Rv3772,KEGG_pathway,map00360
10190,Rv3772,KEGG_pathway,map00400
10191,Rv3772,KEGG_pathway,map00401
10192,Rv3772,KEGG_pathway,map00960
10193,Rv3772,KEGG_pathway,map01100
10194,Rv3772,KEGG_pathway,map01110
10195,Rv3772,KEGG_pathway,map01130
10196,Rv3772,KEGG_pathway,map01230
10215,Rv3774,KEGG_pathway,map00071
10216,Rv3774,KEGG_pathway,map00280
10217,Rv3774,KEGG_pathway,map00281
10218,Rv3774,KEGG_pathway,map00310
10219,Rv3774,KEGG_pathway,map00360
10220,Rv3774,KEGG_pathway,map00362
10221,Rv3774,KEGG_pathway,map00380
10222,Rv3774,KEGG_pathway,map00410
10223,Rv3774,KEGG_pathway,map00627
10224,Rv3774,KEGG_pathway,map00640
10225,Rv3774,KEGG_pathway,map00650
10226,Rv3774,KEGG_pathway,map00903
10227,Rv3774,KEGG_pathway,map00930
10228,Rv3774,KEGG_pathway,map01100
10229,Rv3774,KEGG_pathway,map01110
10230,Rv3774,KEGG_pathway,map01120
10231,Rv3774,KEGG_pathway,map01130
10232,Rv3774,KEGG_pathway,map01212
10238,Rv3784,KEGG_pathway,map00521
10239,Rv3784,KEGG_pathway,map00523
10240,Rv3784,KEGG_pathway,map00525
10241,Rv3784,KEGG_pathway,map01055
10242,Rv3784,KEGG_pathway,map01130
10245,Rv3804c,KEGG_pathway,map00561
10246,Rv3804c,KEGG_pathway,map01100
10248,Rv3807c,KEGG_pathway,map00550
10251,Rv3809c,KEGG_pathway,map00052
10252,Rv3809c,KEGG_pathway,map00520
10254,Rv3818,KEGG_pathway,map05152
10256,Rv3834c,KEGG_pathway,map00970
10262,Rv3838c,KEGG_pathway,map00400
10263,Rv3838c,KEGG_pathway,map01100
10264,Rv3838c,KEGG_pathway,map01110
10265,Rv3838c,KEGG_pathway,map01130
10266,Rv3838c,KEGG_pathway,map01230
10268,Rv3841,KEGG_pathway,map00860
10270,Rv3842c,KEGG_pathway,map00564
10278,Rv3846,KEGG_pathway,map04013
10279,Rv3846,KEGG_pathway,map04068
10280,Rv3846,KEGG_pathway,map04146
10281,Rv3846,KEGG_pathway,map04211
10282,Rv3846,KEGG_pathway,map04212
10283,Rv3846,KEGG_pathway,map04213
10284,Rv3846,KEGG_pathway,map05016
10287,Rv3854c,KEGG_pathway,map00627
10288,Rv3854c,KEGG_pathway,map01120
10296,Rv3858c,KEGG_pathway,map00250
10297,Rv3858c,KEGG_pathway,map00910
10298,Rv3858c,KEGG_pathway,map01100
10299,Rv3858c,KEGG_pathway,map01110
10300,Rv3858c,KEGG_pathway,map01120
10301,Rv3858c,KEGG_pathway,map01130
10302,Rv3858c,KEGG_pathway,map01230
10311,Rv3859c,KEGG_pathway,map00250
10312,Rv3859c,KEGG_pathway,map00630
10313,Rv3859c,KEGG_pathway,map00910
10314,Rv3859c,KEGG_pathway,map01100
10315,Rv3859c,KEGG_pathway,map01110
10316,Rv3859c,KEGG_pathway,map01120
10317,Rv3859c,KEGG_pathway,map01130
10318,Rv3859c,KEGG_pathway,map01230
10320,Rv3875,KEGG_pathway,map05152
10322,Rv3907c,KEGG_pathway,map03018
10326,Rv3913,KEGG_pathway,map00450
10327,Rv3913,KEGG_pathway,map04621
10328,Rv3913,KEGG_pathway,map05418
10331,Rv3914,KEGG_pathway,map04621
10332,Rv3914,KEGG_pathway,map05418
10334,Rv3915,KEGG_pathway,map01503
10338,Rv3921c,KEGG_pathway,map02024
10339,Rv3921c,KEGG_pathway,map03060
10340,Rv3921c,KEGG_pathway,map03070
10342,Rv3924c,KEGG_pathway,map03010
10343,Rv0002,KEGG_module,M00260
10344,Rv0032,KEGG_module,M00123
10345,Rv0032,KEGG_module,M00573
10346,Rv0032,KEGG_module,M00577
10347,Rv0041,KEGG_module,M00359
10348,Rv0041,KEGG_module,M00360
10349,Rv0053,KEGG_module,M00178
10350,Rv0055,KEGG_module,M00178
10351,Rv0056,KEGG_module,M00178
10352,Rv0066c,KEGG_module,M00009
10353,Rv0066c,KEGG_module,M00010
10354,Rv0066c,KEGG_module,M00173
10355,Rv0066c,KEGG_module,M00740
10356,Rv0070c,KEGG_module,M00140
10357,Rv0070c,KEGG_module,M00141
10358,Rv0070c,KEGG_module,M00346
10359,Rv0070c,KEGG_module,M00532
10360,Rv0072,KEGG_module,M00258
10361,Rv0073,KEGG_module,M00258
10362,Rv0091,KEGG_module,M00034
10363,Rv0091,KEGG_module,M00609
10364,Rv0113,KEGG_module,M00064
10365,Rv0114,KEGG_module,M00064
10366,Rv0129c,KEGG_module,M00089
10367,Rv0131c,KEGG_module,M00013
10368,Rv0131c,KEGG_module,M00036
10369,Rv0131c,KEGG_module,M00087
10370,Rv0147,KEGG_module,M00135
10371,Rv0154c,KEGG_module,M00013
10372,Rv0154c,KEGG_module,M00036
10373,Rv0154c,KEGG_module,M00087
10374,Rv0166,KEGG_module,M00086
10375,Rv0167,KEGG_module,M00210
10376,Rv0167,KEGG_module,M00669
10377,Rv0167,KEGG_module,M00670
10378,Rv0168,KEGG_module,M00210
10379,Rv0168,KEGG_module,M00669
10380,Rv0168,KEGG_module,M00670
10381,Rv0169,KEGG_module,M00210
10382,Rv0169,KEGG_module,M00669
10383,Rv0169,KEGG_module,M00670
10384,Rv0170,KEGG_module,M00210
10385,Rv0170,KEGG_module,M00669
10386,Rv0170,KEGG_module,M00670
10387,Rv0171,KEGG_module,M00210
10388,Rv0171,KEGG_module,M00669
10389,Rv0171,KEGG_module,M00670
10390,Rv0172,KEGG_module,M00210
10391,Rv0172,KEGG_module,M00669
10392,Rv0172,KEGG_module,M00670
10393,Rv0173,KEGG_module,M00210
10394,Rv0173,KEGG_module,M00669
10395,Rv0173,KEGG_module,M00670
10396,Rv0174,KEGG_module,M00210
10397,Rv0174,KEGG_module,M00669
10398,Rv0174,KEGG_module,M00670
10399,Rv0175,KEGG_module,M00670
10400,Rv0176,KEGG_module,M00670
10401,Rv0177,KEGG_module,M00670
10402,Rv0178,KEGG_module,M00670
10403,Rv0189c,KEGG_module,M00019
10404,Rv0189c,KEGG_module,M00570
10405,Rv0211,KEGG_module,M00003
10406,Rv0214,KEGG_module,M00086
10407,Rv0221,KEGG_module,M00089
10408,Rv0222,KEGG_module,M00032
10409,Rv0222,KEGG_module,M00087
10410,Rv0223c,KEGG_module,M00135
10411,Rv0223c,KEGG_module,M00555
10412,Rv0231,KEGG_module,M00013
10413,Rv0231,KEGG_module,M00036
10414,Rv0231,KEGG_module,M00087
10415,Rv0233,KEGG_module,M00053
10416,Rv0234c,KEGG_module,M00027
10417,Rv0237,KEGG_module,M00628
10418,Rv0242c,KEGG_module,M00083
10419,Rv0242c,KEGG_module,M00572
10420,Rv0243,KEGG_module,M00088
10421,Rv0243,KEGG_module,M00095
10422,Rv0243,KEGG_module,M00373
10423,Rv0243,KEGG_module,M00374
10424,Rv0243,KEGG_module,M00375
10425,Rv0247c,KEGG_module,M00009
10426,Rv0247c,KEGG_module,M00011
10427,Rv0247c,KEGG_module,M00149
10428,Rv0247c,KEGG_module,M00173
10429,Rv0247c,KEGG_module,M00374
10430,Rv0247c,KEGG_module,M00376
10431,Rv0248c,KEGG_module,M00009
10432,Rv0248c,KEGG_module,M00011
10433,Rv0248c,KEGG_module,M00149
10434,Rv0248c,KEGG_module,M00173
10435,Rv0248c,KEGG_module,M00374
10436,Rv0248c,KEGG_module,M00376
10437,Rv0252,KEGG_module,M00530
10438,Rv0253,KEGG_module,M00530
10439,Rv0254c,KEGG_module,M00122
10440,Rv0255c,KEGG_module,M00122
10441,Rv0260c,KEGG_module,M00121
10442,Rv0261c,KEGG_module,M00615
10443,Rv0265c,KEGG_module,M00240
10444,Rv0267,KEGG_module,M00615
10445,Rv0321,KEGG_module,M00053
10446,Rv0322,KEGG_module,M00014
10447,Rv0322,KEGG_module,M00129
