,gene_id,database,kegg_id
10448,Rv0322,KEGG_module,M00361
10449,Rv0322,KEGG_module,M00362
10450,Rv0334,KEGG_module,M00793
10451,Rv0357c,KEGG_module,M00049
10452,Rv0363c,KEGG_module,M00001
10453,Rv0363c,KEGG_module,M00003
10454,Rv0363c,KEGG_module,M00165
10455,Rv0363c,KEGG_module,M00167
10456,Rv0363c,KEGG_module,M00344
10457,Rv0363c,KEGG_module,M00345
10458,Rv0382c,KEGG_module,M00051
10459,Rv0389,KEGG_module,M00048
10460,Rv0400c,KEGG_module,M00032
10461,Rv0408,KEGG_module,M00357
10462,Rv0408,KEGG_module,M00579
10463,Rv0409,KEGG_module,M00357
10464,Rv0409,KEGG_module,M00579
10465,Rv0411c,KEGG_module,M00236
10466,Rv0414c,KEGG_module,M00127
10467,Rv0422c,KEGG_module,M00127
10468,Rv0423c,KEGG_module,M00127
10469,Rv0435c,KEGG_module,M00400
10470,Rv0435c,KEGG_module,M00403
10471,Rv0436c,KEGG_module,M00093
10472,Rv0437c,KEGG_module,M00093
10473,Rv0456c,KEGG_module,M00032
10474,Rv0456c,KEGG_module,M00087
10475,Rv0462,KEGG_module,M00009
10476,Rv0462,KEGG_module,M00011
10477,Rv0462,KEGG_module,M00036
10478,Rv0462,KEGG_module,M00307
10479,Rv0462,KEGG_module,M00532
10480,Rv0467,KEGG_module,M00012
10481,Rv0489,KEGG_module,M00001
10482,Rv0489,KEGG_module,M00002
10483,Rv0489,KEGG_module,M00003
10484,Rv0490,KEGG_module,M00443
10485,Rv0491,KEGG_module,M00443
10486,Rv0500,KEGG_module,M00015
10487,Rv0501,KEGG_module,M00361
10488,Rv0501,KEGG_module,M00362
10489,Rv0501,KEGG_module,M00632
10490,Rv0509,KEGG_module,M00121
10491,Rv0510,KEGG_module,M00121
10492,Rv0511,KEGG_module,M00121
10493,Rv0512,KEGG_module,M00121
10494,Rv0524,KEGG_module,M00121
10495,Rv0534c,KEGG_module,M00116
10496,Rv0535,KEGG_module,M00034
10497,Rv0542c,KEGG_module,M00116
10498,Rv0548c,KEGG_module,M00116
10499,Rv0553,KEGG_module,M00116
10500,Rv0555,KEGG_module,M00116
10501,Rv0558,KEGG_module,M00116
10502,Rv0558,KEGG_module,M00117
10503,Rv0563,KEGG_module,M00743
10504,Rv0570,KEGG_module,M00053
10505,Rv0587,KEGG_module,M00210
10506,Rv0587,KEGG_module,M00669
10507,Rv0587,KEGG_module,M00670
10508,Rv0588,KEGG_module,M00210
10509,Rv0588,KEGG_module,M00669
10510,Rv0588,KEGG_module,M00670
10511,Rv0589,KEGG_module,M00210
10512,Rv0589,KEGG_module,M00669
10513,Rv0589,KEGG_module,M00670
10514,Rv0591,KEGG_module,M00210
10515,Rv0591,KEGG_module,M00669
10516,Rv0591,KEGG_module,M00670
10517,Rv0592,KEGG_module,M00210
10518,Rv0592,KEGG_module,M00669
10519,Rv0592,KEGG_module,M00670
10520,Rv0593,KEGG_module,M00210
10521,Rv0593,KEGG_module,M00669
10522,Rv0593,KEGG_module,M00670
10523,Rv0594,KEGG_module,M00210
10524,Rv0594,KEGG_module,M00669
10525,Rv0594,KEGG_module,M00670
10526,Rv0620,KEGG_module,M00554
10527,Rv0620,KEGG_module,M00632
10528,Rv0632c,KEGG_module,M00032
10529,Rv0632c,KEGG_module,M00087
10530,Rv0634B,KEGG_module,M00178
10531,Rv0638,KEGG_module,M00335
10532,Rv0640,KEGG_module,M00178
10533,Rv0640,KEGG_module,M00179
10534,Rv0641,KEGG_module,M00178
10535,Rv0641,KEGG_module,M00179
10536,Rv0649,KEGG_module,M00082
10537,Rv0650,KEGG_module,M00001
10538,Rv0650,KEGG_module,M00549
10539,Rv0651,KEGG_module,M00178
10540,Rv0651,KEGG_module,M00179
10541,Rv0652,KEGG_module,M00178
10542,Rv0655,KEGG_module,M00210
10543,Rv0655,KEGG_module,M00669
10544,Rv0655,KEGG_module,M00670
10545,Rv0667,KEGG_module,M00183
10546,Rv0668,KEGG_module,M00183
10547,Rv0669c,KEGG_module,M00099
10548,Rv0673,KEGG_module,M00032
10549,Rv0673,KEGG_module,M00087
10550,Rv0675,KEGG_module,M00032
10551,Rv0675,KEGG_module,M00087
10552,Rv0682,KEGG_module,M00178
10553,Rv0682,KEGG_module,M00179
10554,Rv0683,KEGG_module,M00178
10555,Rv0683,KEGG_module,M00179
10556,Rv0700,KEGG_module,M00178
10557,Rv0700,KEGG_module,M00179
10558,Rv0701,KEGG_module,M00178
10559,Rv0701,KEGG_module,M00179
10560,Rv0702,KEGG_module,M00178
10561,Rv0703,KEGG_module,M00178
10562,Rv0703,KEGG_module,M00179
10563,Rv0704,KEGG_module,M00178
10564,Rv0704,KEGG_module,M00179
10565,Rv0705,KEGG_module,M00178
10566,Rv0705,KEGG_module,M00179
10567,Rv0706,KEGG_module,M00178
10568,Rv0706,KEGG_module,M00179
10569,Rv0707,KEGG_module,M00178
10570,Rv0707,KEGG_module,M00179
10571,Rv0708,KEGG_module,M00178
10572,Rv0709,KEGG_module,M00178
10573,Rv0709,KEGG_module,M00179
10574,Rv0710,KEGG_module,M00178
10575,Rv0710,KEGG_module,M00179
10576,Rv0714,KEGG_module,M00178
10577,Rv0714,KEGG_module,M00179
10578,Rv0715,KEGG_module,M00178
10579,Rv0715,KEGG_module,M00179
10580,Rv0716,KEGG_module,M00178
10581,Rv0716,KEGG_module,M00179
10582,Rv0717,KEGG_module,M00178
10583,Rv0717,KEGG_module,M00179
10584,Rv0718,KEGG_module,M00178
10585,Rv0718,KEGG_module,M00179
10586,Rv0719,KEGG_module,M00178
10587,Rv0719,KEGG_module,M00179
10588,Rv0720,KEGG_module,M00178
10589,Rv0720,KEGG_module,M00179
10590,Rv0721,KEGG_module,M00178
10591,Rv0721,KEGG_module,M00179
10592,Rv0722,KEGG_module,M00178
10593,Rv0722,KEGG_module,M00179
10594,Rv0723,KEGG_module,M00178
10595,Rv0723,KEGG_module,M00179
10596,Rv0727c,KEGG_module,M00550
10597,Rv0728c,KEGG_module,M00020
10598,Rv0729,KEGG_module,M00014
10599,Rv0732,KEGG_module,M00335
10600,Rv0733,KEGG_module,M00049
10601,Rv0753c,KEGG_module,M00013
10602,Rv0760c,KEGG_module,M00107
10603,Rv0760c,KEGG_module,M00110
10604,Rv0764c,KEGG_module,M00101
10605,Rv0768,KEGG_module,M00135
10606,Rv0769,KEGG_module,M00083
10607,Rv0769,KEGG_module,M00572
10608,Rv0772,KEGG_module,M00048
10609,Rv0777,KEGG_module,M00048
10610,Rv0777,KEGG_module,M00049
10611,Rv0780,KEGG_module,M00048
10612,Rv0787A,KEGG_module,M00048
10613,Rv0788,KEGG_module,M00048
10614,Rv0794c,KEGG_module,M00009
10615,Rv0794c,KEGG_module,M00011
10616,Rv0794c,KEGG_module,M00036
10617,Rv0794c,KEGG_module,M00307
10618,Rv0794c,KEGG_module,M00532
10619,Rv0803,KEGG_module,M00048
10620,Rv0806c,KEGG_module,M00361
10621,Rv0806c,KEGG_module,M00362
10622,Rv0806c,KEGG_module,M00632
10623,Rv0808,KEGG_module,M00048
10624,Rv0809,KEGG_module,M00048
10625,Rv0820,KEGG_module,M00222
10626,Rv0838,KEGG_module,M00651
10627,Rv0843,KEGG_module,M00307
10628,Rv0844c,KEGG_module,M00471
10629,Rv0848,KEGG_module,M00021
10630,Rv0855,KEGG_module,M00104
10631,Rv0858c,KEGG_module,M00016
10632,Rv0859,KEGG_module,M00088
10633,Rv0859,KEGG_module,M00095
10634,Rv0859,KEGG_module,M00373
10635,Rv0859,KEGG_module,M00374
10636,Rv0859,KEGG_module,M00375
10637,Rv0860,KEGG_module,M00032
10638,Rv0860,KEGG_module,M00087
10639,Rv0861c,KEGG_module,M00290
10640,Rv0884c,KEGG_module,M00020
10641,Rv0884c,KEGG_module,M00124
10642,Rv0889c,KEGG_module,M00009
10643,Rv0889c,KEGG_module,M00010
10644,Rv0889c,KEGG_module,M00012
10645,Rv0889c,KEGG_module,M00740
10646,Rv0896,KEGG_module,M00009
10647,Rv0896,KEGG_module,M00010
10648,Rv0896,KEGG_module,M00012
10649,Rv0896,KEGG_module,M00740
10650,Rv0902c,KEGG_module,M00462
10651,Rv0903c,KEGG_module,M00462
10652,Rv0904c,KEGG_module,M00082
10653,Rv0904c,KEGG_module,M00376
10654,Rv0905,KEGG_module,M00032
10655,Rv0905,KEGG_module,M00087
10656,Rv0914c,KEGG_module,M00088
10657,Rv0914c,KEGG_module,M00095
10658,Rv0914c,KEGG_module,M00373
10659,Rv0914c,KEGG_module,M00374
10660,Rv0914c,KEGG_module,M00375
10661,Rv0928,KEGG_module,M00222
10662,Rv0929,KEGG_module,M00222
10663,Rv0930,KEGG_module,M00222
10664,Rv0932c,KEGG_module,M00222
10665,Rv0933,KEGG_module,M00222
10666,Rv0934,KEGG_module,M00222
10667,Rv0935,KEGG_module,M00222
10668,Rv0936,KEGG_module,M00222
10669,Rv0939,KEGG_module,M00778
10670,Rv0946c,KEGG_module,M00001
10671,Rv0946c,KEGG_module,M00004
10672,Rv0946c,KEGG_module,M00114
10673,Rv0948c,KEGG_module,M00024
10674,Rv0948c,KEGG_module,M00025
10675,Rv0951,KEGG_module,M00009
10676,Rv0951,KEGG_module,M00011
10677,Rv0951,KEGG_module,M00173
10678,Rv0951,KEGG_module,M00374
10679,Rv0951,KEGG_module,M00620
10680,Rv0952,KEGG_module,M00009
10681,Rv0952,KEGG_module,M00011
10682,Rv0952,KEGG_module,M00173
10683,Rv0952,KEGG_module,M00374
10684,Rv0952,KEGG_module,M00620
10685,Rv0956,KEGG_module,M00048
10686,Rv0957,KEGG_module,M00048
10687,Rv0971c,KEGG_module,M00032
10688,Rv0971c,KEGG_module,M00087
10689,Rv0973c,KEGG_module,M00173
10690,Rv0973c,KEGG_module,M00373
10691,Rv0973c,KEGG_module,M00620
10692,Rv0973c,KEGG_module,M00741
10693,Rv0975c,KEGG_module,M00013
10694,Rv0975c,KEGG_module,M00036
10695,Rv0975c,KEGG_module,M00087
10696,Rv0979A,KEGG_module,M00178
10697,Rv0981,KEGG_module,M00460
10698,Rv0982,KEGG_module,M00460
10699,Rv0986,KEGG_module,M00258
10700,Rv0987,KEGG_module,M00258
10701,Rv0993,KEGG_module,M00129
10702,Rv0993,KEGG_module,M00361
10703,Rv0993,KEGG_module,M00362
10704,Rv0993,KEGG_module,M00549
10705,Rv1007c,KEGG_module,M00359
10706,Rv1007c,KEGG_module,M00360
10707,Rv1011,KEGG_module,M00096
10708,Rv1015c,KEGG_module,M00178
10709,Rv1017c,KEGG_module,M00005
10710,Rv1018c,KEGG_module,M00362
10711,Rv1023,KEGG_module,M00001
10712,Rv1023,KEGG_module,M00002
10713,Rv1023,KEGG_module,M00003
10714,Rv1023,KEGG_module,M00346
10715,Rv1023,KEGG_module,M00394
10716,Rv1027c,KEGG_module,M00454
10717,Rv1028c,KEGG_module,M00454
10718,Rv1032c,KEGG_module,M00463
10719,Rv1033c,KEGG_module,M00463
10720,Rv1070c,KEGG_module,M00032
10721,Rv1070c,KEGG_module,M00087
10722,Rv1071c,KEGG_module,M00032
10723,Rv1071c,KEGG_module,M00087
10724,Rv1074c,KEGG_module,M00088
10725,Rv1074c,KEGG_module,M00095
10726,Rv1074c,KEGG_module,M00373
10727,Rv1074c,KEGG_module,M00374
10728,Rv1074c,KEGG_module,M00375
10729,Rv1077,KEGG_module,M00035
10730,Rv1077,KEGG_module,M00338
10731,Rv1079,KEGG_module,M00017
10732,Rv1092c,KEGG_module,M00120
10733,Rv1093,KEGG_module,M00140
10734,Rv1093,KEGG_module,M00141
10735,Rv1093,KEGG_module,M00346
10736,Rv1093,KEGG_module,M00532
10737,Rv1098c,KEGG_module,M00009
10738,Rv1098c,KEGG_module,M00011
10739,Rv1098c,KEGG_module,M00173
10740,Rv1098c,KEGG_module,M00376
10741,Rv1099c,KEGG_module,M00003
10742,Rv1099c,KEGG_module,M00165
10743,Rv1099c,KEGG_module,M00167
10744,Rv1110,KEGG_module,M00096
10745,Rv1121,KEGG_module,M00004
10746,Rv1121,KEGG_module,M00006
10747,Rv1121,KEGG_module,M00008
10748,Rv1122,KEGG_module,M00004
10749,Rv1122,KEGG_module,M00006
10750,Rv1127c,KEGG_module,M00169
10751,Rv1127c,KEGG_module,M00171
10752,Rv1127c,KEGG_module,M00172
10753,Rv1127c,KEGG_module,M00173
10754,Rv1131,KEGG_module,M00009
10755,Rv1131,KEGG_module,M00010
10756,Rv1131,KEGG_module,M00012
10757,Rv1131,KEGG_module,M00740
10758,Rv1133c,KEGG_module,M00017
10759,Rv1141c,KEGG_module,M00032
10760,Rv1141c,KEGG_module,M00087
10761,Rv1142c,KEGG_module,M00032
10762,Rv1142c,KEGG_module,M00087
10763,Rv1143,KEGG_module,M00104
10764,Rv1161,KEGG_module,M00529
10765,Rv1161,KEGG_module,M00530
10766,Rv1161,KEGG_module,M00804
10767,Rv1162,KEGG_module,M00529
10768,Rv1162,KEGG_module,M00530
10769,Rv1162,KEGG_module,M00804
10770,Rv1164,KEGG_module,M00529
10771,Rv1164,KEGG_module,M00530
10772,Rv1173,KEGG_module,M00378
10773,Rv1201c,KEGG_module,M00016
10774,Rv1202,KEGG_module,M00016
10775,Rv1207,KEGG_module,M00126
10776,Rv1207,KEGG_module,M00841
10777,Rv1213,KEGG_module,M00565
10778,Rv1217c,KEGG_module,M00254
10779,Rv1218c,KEGG_module,M00254
10780,Rv1224,KEGG_module,M00336
10781,Rv1235,KEGG_module,M00207
10782,Rv1236,KEGG_module,M00207
10783,Rv1237,KEGG_module,M00207
10784,Rv1238,KEGG_module,M00194
10785,Rv1238,KEGG_module,M00196
10786,Rv1238,KEGG_module,M00197
10787,Rv1238,KEGG_module,M00200
10788,Rv1238,KEGG_module,M00201
10789,Rv1238,KEGG_module,M00206
10790,Rv1238,KEGG_module,M00207
10791,Rv1238,KEGG_module,M00491
10792,Rv1238,KEGG_module,M00602
10793,Rv1238,KEGG_module,M00605
10794,Rv1238,KEGG_module,M00606
10795,Rv1240,KEGG_module,M00009
10796,Rv1240,KEGG_module,M00011
10797,Rv1240,KEGG_module,M00012
10798,Rv1240,KEGG_module,M00168
10799,Rv1240,KEGG_module,M00173
10800,Rv1240,KEGG_module,M00346
10801,Rv1240,KEGG_module,M00374
10802,Rv1240,KEGG_module,M00620
10803,Rv1240,KEGG_module,M00740
10804,Rv1244,KEGG_module,M00208
10805,Rv1264,KEGG_module,M00695
10806,Rv1280c,KEGG_module,M00239
10807,Rv1281c,KEGG_module,M00239
10808,Rv1282c,KEGG_module,M00239
10809,Rv1283c,KEGG_module,M00239
10810,Rv1285,KEGG_module,M00176
10811,Rv1285,KEGG_module,M00596
10812,Rv1286,KEGG_module,M00176
10813,Rv1292,KEGG_module,M00359
10814,Rv1292,KEGG_module,M00360
10815,Rv1293,KEGG_module,M00016
10816,Rv1293,KEGG_module,M00525
10817,Rv1293,KEGG_module,M00526
10818,Rv1293,KEGG_module,M00527
10819,Rv1294,KEGG_module,M00017
10820,Rv1294,KEGG_module,M00018
10821,Rv1295,KEGG_module,M00018
10822,Rv1296,KEGG_module,M00018
10823,Rv1298,KEGG_module,M00178
10824,Rv1304,KEGG_module,M00157
10825,Rv1305,KEGG_module,M00157
10826,Rv1306,KEGG_module,M00157
10827,Rv1307,KEGG_module,M00157
10828,Rv1308,KEGG_module,M00157
10829,Rv1309,KEGG_module,M00157
10830,Rv1310,KEGG_module,M00157
10831,Rv1311,KEGG_module,M00157
10832,Rv1314c,KEGG_module,M00122
10833,Rv1318c,KEGG_module,M00695
10834,Rv1319c,KEGG_module,M00695
10835,Rv1320c,KEGG_module,M00695
10836,Rv1322A,KEGG_module,M00373
10837,Rv1322A,KEGG_module,M00375
10838,Rv1322A,KEGG_module,M00376
10839,Rv1322A,KEGG_module,M00741
10840,Rv1323,KEGG_module,M00088
10841,Rv1323,KEGG_module,M00095
10842,Rv1323,KEGG_module,M00373
10843,Rv1323,KEGG_module,M00374
10844,Rv1323,KEGG_module,M00375
10845,Rv1326c,KEGG_module,M00565
10846,Rv1350,KEGG_module,M00083
10847,Rv1350,KEGG_module,M00572
10848,Rv1362c,KEGG_module,M00670
10849,Rv1363c,KEGG_module,M00670
10850,Rv1380,KEGG_module,M00051
10851,Rv1381,KEGG_module,M00051
10852,Rv1383,KEGG_module,M00051
10853,Rv1384,KEGG_module,M00051
10854,Rv1385,KEGG_module,M00051
10855,Rv1389,KEGG_module,M00050
10856,Rv1390,KEGG_module,M00183
10857,Rv1391,KEGG_module,M00120
10858,Rv1392,KEGG_module,M00034
10859,Rv1392,KEGG_module,M00035
10860,Rv1392,KEGG_module,M00368
10861,Rv1392,KEGG_module,M00609
10862,Rv1408,KEGG_module,M00004
10863,Rv1408,KEGG_module,M00007
10864,Rv1409,KEGG_module,M00125
10865,Rv1412,KEGG_module,M00125
10866,Rv1415,KEGG_module,M00125
10867,Rv1415,KEGG_module,M00840
10868,Rv1416,KEGG_module,M00125
10869,Rv1436,KEGG_module,M00001
10870,Rv1436,KEGG_module,M00002
10871,Rv1436,KEGG_module,M00003
10872,Rv1436,KEGG_module,M00165
10873,Rv1436,KEGG_module,M00166
10874,Rv1436,KEGG_module,M00308
10875,Rv1436,KEGG_module,M00552
10876,Rv1437,KEGG_module,M00001
10877,Rv1437,KEGG_module,M00002
10878,Rv1437,KEGG_module,M00003
10879,Rv1437,KEGG_module,M00165
10880,Rv1437,KEGG_module,M00166
10881,Rv1437,KEGG_module,M00308
10882,Rv1437,KEGG_module,M00552
10883,Rv1438,KEGG_module,M00001
10884,Rv1438,KEGG_module,M00002
10885,Rv1438,KEGG_module,M00003
10886,Rv1440,KEGG_module,M00335
10887,Rv1445c,KEGG_module,M00004
10888,Rv1445c,KEGG_module,M00006
10889,Rv1445c,KEGG_module,M00008
10890,Rv1447c,KEGG_module,M00004
10891,Rv1447c,KEGG_module,M00006
10892,Rv1447c,KEGG_module,M00008
10893,Rv1448c,KEGG_module,M00004
10894,Rv1448c,KEGG_module,M00007
10895,Rv1449c,KEGG_module,M00004
10896,Rv1449c,KEGG_module,M00007
10897,Rv1449c,KEGG_module,M00165
10898,Rv1449c,KEGG_module,M00167
10899,Rv1451,KEGG_module,M00154
10900,Rv1456c,KEGG_module,M00154
10901,Rv1457c,KEGG_module,M00254
10902,Rv1458c,KEGG_module,M00254
10903,Rv1472,KEGG_module,M00032
10904,Rv1472,KEGG_module,M00087
10905,Rv1475c,KEGG_module,M00009
10906,Rv1475c,KEGG_module,M00010
10907,Rv1475c,KEGG_module,M00012
10908,Rv1475c,KEGG_module,M00173
10909,Rv1475c,KEGG_module,M00740
10910,Rv1485,KEGG_module,M00121
10911,Rv1492,KEGG_module,M00373
10912,Rv1492,KEGG_module,M00376
10913,Rv1492,KEGG_module,M00741
10914,Rv1493,KEGG_module,M00373
10915,Rv1493,KEGG_module,M00376
10916,Rv1493,KEGG_module,M00741
10917,Rv1536,KEGG_module,M00359
10918,Rv1536,KEGG_module,M00360
10919,Rv1547,KEGG_module,M00260
10920,Rv1551,KEGG_module,M00089
10921,Rv1552,KEGG_module,M00009
10922,Rv1552,KEGG_module,M00011
10923,Rv1552,KEGG_module,M00150
10924,Rv1552,KEGG_module,M00173
10925,Rv1553,KEGG_module,M00009
10926,Rv1553,KEGG_module,M00011
10927,Rv1553,KEGG_module,M00150
10928,Rv1553,KEGG_module,M00173
10929,Rv1554,KEGG_module,M00009
10930,Rv1554,KEGG_module,M00011
10931,Rv1554,KEGG_module,M00150
10932,Rv1554,KEGG_module,M00173
10933,Rv1555,KEGG_module,M00009
10934,Rv1555,KEGG_module,M00011
10935,Rv1555,KEGG_module,M00150
10936,Rv1555,KEGG_module,M00173
10937,Rv1559,KEGG_module,M00570
10938,Rv1562c,KEGG_module,M00565
10939,Rv1563c,KEGG_module,M00565
10940,Rv1564c,KEGG_module,M00565
10941,Rv1568,KEGG_module,M00123
10942,Rv1568,KEGG_module,M00573
10943,Rv1568,KEGG_module,M00577
10944,Rv1569,KEGG_module,M00123
10945,Rv1569,KEGG_module,M00573
10946,Rv1569,KEGG_module,M00577
10947,Rv1570,KEGG_module,M00123
10948,Rv1570,KEGG_module,M00573
10949,Rv1570,KEGG_module,M00577
10950,Rv1589,KEGG_module,M00123
10951,Rv1589,KEGG_module,M00573
10952,Rv1589,KEGG_module,M00577
10953,Rv1592c,KEGG_module,M00098
10954,Rv1594,KEGG_module,M00115
10955,Rv1595,KEGG_module,M00115
10956,Rv1596,KEGG_module,M00115
10957,Rv1599,KEGG_module,M00026
10958,Rv1600,KEGG_module,M00026
10959,Rv1601,KEGG_module,M00026
10960,Rv1602,KEGG_module,M00026
10961,Rv1603,KEGG_module,M00023
10962,Rv1603,KEGG_module,M00026
10963,Rv1604,KEGG_module,M00131
10964,Rv1605,KEGG_module,M00026
10965,Rv1606,KEGG_module,M00026
10966,Rv1609,KEGG_module,M00023
10967,Rv1611,KEGG_module,M00023
10968,Rv1612,KEGG_module,M00023
10969,Rv1613,KEGG_module,M00023
10970,Rv1617,KEGG_module,M00001
10971,Rv1617,KEGG_module,M00002
10972,Rv1617,KEGG_module,M00049
10973,Rv1617,KEGG_module,M00050
10974,Rv1622c,KEGG_module,M00153
10975,Rv1623c,KEGG_module,M00153
10976,Rv1625c,KEGG_module,M00695
10977,Rv1626,KEGG_module,M00839
10978,Rv1630,KEGG_module,M00178
10979,Rv1631,KEGG_module,M00120
10980,Rv1640c,KEGG_module,M00359
10981,Rv1640c,KEGG_module,M00360
10982,Rv1642,KEGG_module,M00178
10983,Rv1643,KEGG_module,M00178
10984,Rv1647,KEGG_module,M00695
10985,Rv1649,KEGG_module,M00359
10986,Rv1649,KEGG_module,M00360
10987,Rv1650,KEGG_module,M00359
10988,Rv1650,KEGG_module,M00360
10989,Rv1652,KEGG_module,M00028
10990,Rv1652,KEGG_module,M00845
10991,Rv1653,KEGG_module,M00028
10992,Rv1654,KEGG_module,M00028
10993,Rv1655,KEGG_module,M00016
10994,Rv1655,KEGG_module,M00028
10995,Rv1655,KEGG_module,M00845
10996,Rv1656,KEGG_module,M00029
10997,Rv1656,KEGG_module,M00844
10998,Rv1658,KEGG_module,M00029
10999,Rv1658,KEGG_module,M00844
11000,Rv1658,KEGG_module,M00845
11001,Rv1659,KEGG_module,M00029
11002,Rv1659,KEGG_module,M00844
11003,Rv1659,KEGG_module,M00845
11004,Rv1686c,KEGG_module,M00254
11005,Rv1687c,KEGG_module,M00254
11006,Rv1689,KEGG_module,M00359
11007,Rv1689,KEGG_module,M00360
11008,Rv1699,KEGG_module,M00052
11009,Rv1712,KEGG_module,M00052
11010,Rv1731,KEGG_module,M00027
11011,Rv1734c,KEGG_module,M00307
11012,Rv1736c,KEGG_module,M00529
11013,Rv1736c,KEGG_module,M00530
11014,Rv1736c,KEGG_module,M00804
11015,Rv1737c,KEGG_module,M00615
11016,Rv1745c,KEGG_module,M00095
11017,Rv1745c,KEGG_module,M00096
11018,Rv1745c,KEGG_module,M00364
11019,Rv1745c,KEGG_module,M00365
11020,Rv1745c,KEGG_module,M00366
11021,Rv1745c,KEGG_module,M00367
11022,Rv1760,KEGG_module,M00089
11023,Rv1771,KEGG_module,M00129
11024,Rv1820,KEGG_module,M00019
11025,Rv1820,KEGG_module,M00570
11026,Rv1821,KEGG_module,M00335
11027,Rv1826,KEGG_module,M00532
11028,Rv1832,KEGG_module,M00532
11029,Rv1837c,KEGG_module,M00012
11030,Rv1843c,KEGG_module,M00050
11031,Rv1844c,KEGG_module,M00004
11032,Rv1844c,KEGG_module,M00006
11033,Rv1857,KEGG_module,M00189
11034,Rv1858,KEGG_module,M00189
11035,Rv1859,KEGG_module,M00189
11036,Rv1867,KEGG_module,M00088
11037,Rv1867,KEGG_module,M00095
11038,Rv1867,KEGG_module,M00373
11039,Rv1867,KEGG_module,M00374
11040,Rv1867,KEGG_module,M00375
11041,Rv1869c,KEGG_module,M00545
11042,Rv1885c,KEGG_module,M00024
11043,Rv1885c,KEGG_module,M00025
11044,Rv1886c,KEGG_module,M00089
11045,Rv1915,KEGG_module,M00012
11046,Rv1916,KEGG_module,M00012
11047,Rv1935c,KEGG_module,M00032
11048,Rv1935c,KEGG_module,M00087
11049,Rv1937,KEGG_module,M00551
11050,Rv1940,KEGG_module,M00125
11051,Rv1940,KEGG_module,M00840
11052,Rv1964,KEGG_module,M00210
11053,Rv1964,KEGG_module,M00669
11054,Rv1964,KEGG_module,M00670
11055,Rv1965,KEGG_module,M00210
11056,Rv1965,KEGG_module,M00669
11057,Rv1965,KEGG_module,M00670
11058,Rv1966,KEGG_module,M00210
11059,Rv1966,KEGG_module,M00669
11060,Rv1966,KEGG_module,M00670
11061,Rv1967,KEGG_module,M00210
11062,Rv1967,KEGG_module,M00669
11063,Rv1967,KEGG_module,M00670
11064,Rv1968,KEGG_module,M00210
11065,Rv1968,KEGG_module,M00669
11066,Rv1968,KEGG_module,M00670
11067,Rv1969,KEGG_module,M00210
11068,Rv1969,KEGG_module,M00669
11069,Rv1969,KEGG_module,M00670
11070,Rv1970,KEGG_module,M00210
11071,Rv1970,KEGG_module,M00669
11072,Rv1970,KEGG_module,M00670
11073,Rv1971,KEGG_module,M00210
11074,Rv1971,KEGG_module,M00669
11075,Rv1971,KEGG_module,M00670
11076,Rv1972,KEGG_module,M00670
11077,Rv1973,KEGG_module,M00670
11078,Rv1981c,KEGG_module,M00053
11079,Rv2027c,KEGG_module,M00482
11080,Rv2029c,KEGG_module,M00001
11081,Rv2029c,KEGG_module,M00345
11082,Rv2038c,KEGG_module,M00194
11083,Rv2038c,KEGG_module,M00196
11084,Rv2038c,KEGG_module,M00197
11085,Rv2038c,KEGG_module,M00200
11086,Rv2038c,KEGG_module,M00201
11087,Rv2038c,KEGG_module,M00206
11088,Rv2038c,KEGG_module,M00207
11089,Rv2038c,KEGG_module,M00491
11090,Rv2038c,KEGG_module,M00602
11091,Rv2038c,KEGG_module,M00605
11092,Rv2038c,KEGG_module,M00606
11093,Rv2039c,KEGG_module,M00207
11094,Rv2040c,KEGG_module,M00207
11095,Rv2041c,KEGG_module,M00207
11096,Rv2055c,KEGG_module,M00178
11097,Rv2056c,KEGG_module,M00178
11098,Rv2056c,KEGG_module,M00179
11099,Rv2057c,KEGG_module,M00178
11100,Rv2058c,KEGG_module,M00178
11101,Rv2059,KEGG_module,M00244
11102,Rv2060,KEGG_module,M00244
11103,Rv2068c,KEGG_module,M00627
11104,Rv2068c,KEGG_module,M00628
11105,Rv2093c,KEGG_module,M00336
11106,Rv2094c,KEGG_module,M00336
11107,Rv2097c,KEGG_module,M00342
11108,Rv2109c,KEGG_module,M00342
11109,Rv2109c,KEGG_module,M00343
11110,Rv2110c,KEGG_module,M00342
11111,Rv2110c,KEGG_module,M00343
11112,Rv2115c,KEGG_module,M00342
11113,Rv2121c,KEGG_module,M00026
11114,Rv2122c,KEGG_module,M00026
11115,Rv2124c,KEGG_module,M00017
11116,Rv2139,KEGG_module,M00051
11117,Rv2173,KEGG_module,M00364
11118,Rv2173,KEGG_module,M00365
11119,Rv2178c,KEGG_module,M00022
11120,Rv2182c,KEGG_module,M00089
11121,Rv2187,KEGG_module,M00086
11122,Rv2191,KEGG_module,M00260
11123,Rv2192c,KEGG_module,M00023
11124,Rv2193,KEGG_module,M00155
11125,Rv2194,KEGG_module,M00151
11126,Rv2195,KEGG_module,M00151
11127,Rv2196,KEGG_module,M00151
11128,Rv2200c,KEGG_module,M00155
11129,Rv2207,KEGG_module,M00122
11130,Rv2208,KEGG_module,M00122
11131,Rv2210c,KEGG_module,M00019
11132,Rv2210c,KEGG_module,M00036
11133,Rv2210c,KEGG_module,M00119
11134,Rv2210c,KEGG_module,M00570
11135,Rv2211c,KEGG_module,M00532
