,A,whiB1
SRX4498315,0.0341407072,0.36737226030000003
SRX4498309,0.16497018360000001,0.5222786149
SRX4498313,-0.701259858,0.3409959724
SRX4615568,0.8341479934,0.45950896960000004
SRX4615570,-0.8341479934,-0.45950896960000004
SRX727246,-2.5241243877,1.9796143081
SRX727243,-2.2685142595,2.007645235
SRX727247,3.0287608222,0.42039040600000005
SRX727244,0.8955180768000001,0.9008646198
SRX727245,6.0835249354,0.7160429585
SRX727248,8.5962071348,-0.09114044260000001
SRX727249,-1.3423800495,0.0521108832
SRX727251,0.3842327591,-0.16252675830000002
SRX727250,0.9581472904,0.1104158751
SRX4498332,1.7956384218,-0.33316048600000003
SRX4498334,2.9397492607,-0.1722656306
SRX4498335,4.4488724792,-0.21654732770000001
SRX4498337,4.0842952864,-0.3963723162
SRX4498324,-0.9027548790000001,-0.0455178518
SRX4498326,-0.0080611633,0.0257073502
SRX4498328,0.2211738164,0.0337118423
SRX4498330,0.6896422259,-0.013901340600000001
SRX4498336,-1.6461014578,-0.4768052689
SRX4498333,-1.7368569323,-0.5731664142
SRX4498338,-0.3875891769,-0.5601254069
SRX4498329,-4.3436235525,-0.3020718053
SRX4498325,-4.0060799918,-0.29219375140000003
SRX4498327,-4.1615305606,-0.3160286033
SRX4498331,-4.1441971365,-0.19799596790000001
