,A,mce1R
SRX4647124,-0.1309490552,-0.0297542667
SRX4647125,-0.11911138210000001,0.0383807332
SRX3103185,-0.08940716,-0.3592009439
SRX3103189,-0.2861705274,-0.1884181239
SRX3103187,1.4511761361,-0.495662258
SRX3103184,-0.6631324614,0.11194608160000001
SRX3103188,0.2286412609,-0.10357605760000001
SRX3103186,0.4344912005,-0.008370024
SRX1372110,-0.10482422670000001,-0.666672149
SRX1372111,0.9331578744000001,-0.5021541498000001
SRX1372108,0.0062659981000000005,0.29197339910000003
SRX1372109,-0.0062659981000000005,-0.29197339910000003
SRX4506085,-0.5211479884,0.2195650707
SRX4506083,-0.5902881932,0.2372300131
SRX4506089,-0.34209901670000004,0.21798429430000002
SRX4506087,-0.2538615227,0.151419722
SRX4506077,-0.3092493765,-0.012838916700000001
SRX4506079,-0.009625746400000001,0.0149101331
SRX4506075,0.4475716008,-3.31001e-05
SRX4506081,-0.1286964779,-0.0020381162
SRX4506084,-3.3403157187,0.42813561050000004
SRX4506086,-3.3707546604,0.5108286098
SRX4506088,-3.4189102548,0.48700070040000004
SRX4506090,-3.0258062977,0.3827802728
SRX4506078,-3.1482350302,0.3129849335
SRX4506080,-3.3109843709,0.3295195643
SRX4506082,-3.1253991781,0.2849740565
SRX4506076,-3.3294701812,0.34690542090000004
SRX5352221,5.0362202311,0.7578883712000001
SRX5352223,4.827483654,0.7265251586
SRX5352222,5.4032182772,0.8574739193
SRX5352229,-6.6706331929000005,-0.5180924285
SRX5352227,-7.1105087911,-0.5208731404
SRX5352228,-6.996005448,-0.6260438660000001
SRX5352231,14.0768150756,-1.5512988916000001
SRX5352232,11.7011951561,-1.1030332608
SRX5352230,15.6055033052,-2.0667460638
SRX5352225,1.3008034507000001,1.8970813507000002
SRX5352224,0.9542944078000001,2.280321986
SRX5352226,2.3555482004,2.2260313507
SRX5352220,-0.0784492118,-0.2617158323
SRX5352219,-0.0836135764,-0.0906431623
SRX5352218,0.1620627881,0.35235899460000003
SRX4498228,-0.9392458026,0.08538360980000001
SRX4498224,-0.8929991316,0.0198759277
SRX4498230,-0.7706439037,0.1333781071
SRX4498226,-0.42328556570000003,-0.0007216852
SRX4498218,0.0057746974,-0.0662626419
SRX4498216,0.12200438150000001,-0.034938480200000004
SRX4498220,0.0451051112,0.0617262302
SRX4498222,-0.1728841902,0.0394748919
SRX4498225,0.4718526968,0.3675670469
SRX4498227,0.6069849786,0.4157769347
SRX4498231,0.8670078258,0.3183024134
SRX4498229,0.6638196059,0.3847688124
SRX4498217,1.1203953092,0.1909378063
SRX4498221,0.8516800952,0.1272831076
SRX4498219,0.9975746026000001,0.2159966304
SRX4498223,0.7852156370000001,0.26374054350000004
SRX5079928,-2.1619248645,-0.9523631650000001
SRX5079930,-1.9141993463,-1.1263286763
SRX5079929,-2.7378772544,-1.0766174364
SRX5079923,-2.0996196433,-0.986354707
SRX5079924,-1.4185449982,-0.8004481584
SRX5079922,-2.3806520923,-0.8002717286000001
SRX5079920,-0.2425516437,-0.028798497500000002
SRX5079921,0.7314031676,-0.0284435816
SRX5079919,-0.48885152400000004,0.0572420791
SRX5079926,-2.7916355609,-1.2382761608
SRX5079925,-3.2918371337,-1.2010805601
SRX5079927,-2.8714347923,-0.9882159072000001
SRX894005,-0.5318159546,1.0283874572
SRX894004,-0.263305303,1.0715035818
SRX894006,-0.7331423245,1.3901621014
SRX893999,0.15125950200000002,0.0530321164
SRX894000,-0.00029245780000000004,-0.0975651336
SRX893998,-0.1509670442,0.044533017200000004
SRX4647489,-0.1881085273,-0.2833292682
SRX4647490,0.1881085273,0.2833292682
SRX4647492,0.5123756742,-0.2401635489
SRX4647491,0.2732727427,-0.029468444700000002
SRX4647496,0.6595310743,-1.4175634033
SRX4647495,0.2925547631,-0.9435179011
SRX4647499,-0.8512972981,-1.1921322695
SRX4647500,-0.5636671658,-1.4520909547
SRX4647493,1.2327947893,-0.7857762726
SRX4647494,1.5493921099999999,-1.3000495329000001
SRX4647497,0.2985620107,-0.9970873568
SRX4647498,0.0747152179,-1.3581884265
SRX4505482,0.9444797250000001,0.114892542
SRX4505486,0.9180543419,-0.0364617875
SRX4505484,1.3902769138,-0.3299625458
SRX4505473,1.1447238688,-0.25503487340000003
SRX4505476,-0.057209113000000006,0.0778681366
SRX4505480,0.035598459400000004,-0.07128134900000001
SRX4505478,0.1390242192,-0.0507241463
SRX4505474,-0.1174135656,0.044137358700000004
SRX4505483,-6.1222500151,-0.5498799562000001
SRX4505485,-6.1165946706,-0.4679161511
SRX4505487,-6.3559609747,-0.5000688154
SRX4505488,-6.3944522269,-0.624252032
SRX4505481,-5.6629976221,-0.5476832652
SRX4505477,-5.4726863342,-0.5558484332
SRX4505475,-5.9349883757,-0.7286790103
SRX4505479,-5.4416549885,-0.6047489717
SRX4605773,0.0253619689,0.0990591618
SRX4605774,-0.6339853799,0.1878742619
SRX4605772,0.0780608237,-0.1053315772
SRX4605771,-0.0780608237,0.1053315772
SRX5178871,-0.6401615952,0.0578241345
SRX5178872,-0.27815384460000003,0.0397152849
SRX5178868,0.2460497272,0.039906062
SRX5178870,-0.1468071074,0.072565343
SRX5178869,-0.0992426198,-0.1124714051
ERX1404045,-0.3114410728,0.0228786729
ERX1404046,0.3114410728,-0.0228786729
ERX1404043,-0.5120078354,-0.0748673091
ERX1404044,0.1249872885,-0.0723241838
ERX237502,-10.9925515686,-2.5581115627
ERX237505,-8.5853677036,-1.7199793763
ERX237506,-10.842613898,-2.6695773304
ERX237500,-20.8656354432,-3.3335671933
ERX237497,-21.298843833,-3.9767276956
ERX237499,-18.7981758241,-3.1367457595
ERX237507,0.4184708942,-0.0726537614
ERX237496,-0.35638769200000003,0.1886193058
ERX237504,-0.0620832023,-0.11596554440000001
ERX3772318,-2.2352649719,-0.3572684466
ERX3772320,-2.0055137138,-0.5038675300000001
ERX3772319,-2.5121740357,-0.37443014020000004
ERX3772321,1.0834401044,-0.0073617163000000005
ERX3772322,0.6320358731,-0.21688204330000002
ERX3772323,-1.7154759775000001,0.2242437596
SRX4314262,0.015937703600000002,0.1188995734
SRX4314263,0.42046104900000003,-0.194147005
SRX4314261,-0.4363987526,0.0752474316
SRX4314265,3.3884365051,-0.4065837311
SRX4314266,2.4939001194,-0.4376626919
SRX4314264,3.734023976,-1.52210475
SRX4314268,5.9616218897,-2.0223991309
SRX4314267,4.7039896731,-1.5129398861999999
SRX4314271,6.7230332584,-3.4007329337
SRX4314272,6.0349240494,-1.7481827345
SRX4314275,6.7568175455,-1.1470694298
SRX4314274,6.1902847083,-1.8295107692
SRX4314273,6.8657105297,-2.3053023731
SRX4314278,5.3975420634,-2.0706936668
SRX4314276,5.3830056521,-1.4824269294
SRX4314281,4.6403771312,-1.6414987811000001
SRX4314279,5.9932199521000005,-1.3519981666
SRX4314280,6.1220768666,-1.8494720419
SRX4314284,5.0639676055,-1.2859272942
SRX4314283,5.6332337652,-0.4668623088
SRX4314282,5.4906614982,-1.3840552307
SRX4314293,4.04201358,-1.4357902262
SRX4314292,4.7566026898,-1.6672146261
SRX4314291,5.3255590486,-1.6215963209000002
SRX4314297,4.5803797919,-1.1399486636
SRX4314298,3.3782236363,-0.6600768572
SRX4314299,5.5020244917,-1.4032293712000001
SRX4314302,5.4338519958,-1.9416813843
SRX4314301,2.5999136741,-0.8203680141
SRX4314300,3.4979137285,-0.9597161711000001
SRX4314305,-0.5436567739,-1.4420181676000001
SRX4314304,-2.4046104221,0.0691717282
SRX4314303,-1.7333146631,-0.6255582935
SRX4314309,0.43081688830000003,-0.38744035860000003
SRX4314306,-2.9402097510000003,-0.3548940385
SRX4314308,-0.9174115205000001,-1.1753401731
SRX4314307,-2.9270893077,0.1174654059
SRX4314311,-0.3083534043,-1.2041872263
SRX4314317,-7.7168106236,-1.1292582164
SRX4314316,-8.7179560714,-0.7931477639000001
SRX4314318,-7.3856478681,-1.2301138452
SRX4314319,-7.0918339806,-1.1306941464
SRX4314331,-8.3635565984,-1.7812333959000002
SRX4314330,-8.8261521231,-1.0736131978
SRX4314332,-8.5239038488,-1.5059414480000002
SRX4314335,-8.3765050825,-1.5339576484
SRX4314334,-8.7319518523,-1.3883824067
SRX4314333,-8.5521471402,-1.4914181337
SRX4314338,-7.1162506277,-1.5542580194
SRX4314336,-7.2226938497,-1.6452166989
SRX4314337,-7.4619772197,-2.0040509733
SRX4314339,-1.2105040297,-2.3060048558
SRX4314340,-3.0807277458,-2.7387803627
SRX4314341,-0.5614297417,-1.9957981196
SRX3686762,-4.0923484539,0.9523331661000001
SRX3686763,-3.9571840062,1.0622648563000001
SRX3686761,-4.3950598508,0.9656499214
SRX3686765,-1.9139733678000002,-0.2414488485
SRX3686769,-2.4153232435,-0.1332172321
SRX3686766,-2.9015417304,-0.1290255801
SRX3686768,-3.0194326887,-0.1482923194
SRX3686764,-2.3461393673,-0.11623945100000001
SRX3686767,-1.7031799064,0.139071361
SRX3686788,-0.04833075,0.048276709
SRX3686791,-0.0401691276,-0.0295602644
SRX3686792,0.1803099119,0.0777919492
SRX3686793,0.4528477949,0.042910651
SRX3686790,-0.3213247778,-0.21035778530000002
SRX3686789,-0.2233330514,0.0709387404
SRX3686829,-4.7701130134,1.0422019922
SRX3686830,-5.3353394645,0.9984499265000001
SRX3686828,-4.801578301,0.9704507653000001
SRX3686819,-4.784833914,1.1226423045
SRX3686818,-5.2985551659,1.0524781603
SRX3686817,-5.1752777357,1.2971490622
SRX3686822,-17.3247764123,-1.0658108803
SRX3686820,-15.3493835276,-0.7909049972000001
SRX3686821,-17.6458892633,-1.1586719401
SRX3686743,-5.5517562881,0.4933808241
SRX3686744,-5.1877833695,0.6427590572
SRX3686745,-5.6926919594,0.6237493193
SRX3686772,-4.6748583852,0.6307773312
SRX3686770,-5.3726094247,0.5999242351
SRX3686771,-4.8583888594,0.6592923826
SRX3686794,-2.1704426452,0.7694126478000001
SRX3686796,-2.2418558994,1.0169657179
SRX3686751,-5.3566643512,0.2235202734
SRX3686749,-7.1661126384,-0.6647729934000001
SRX3686750,-5.8418345056,0.0705368014
SRX3686778,-3.4243540385,1.1481965435
SRX3686777,-3.7062099367,1.093066543
SRX3686776,-4.259929099,1.1956937666
SRX3686800,-2.9330301502,0.9938311797
SRX3686801,-2.5026240698,1.117624939
SRX3686755,-7.845227781,-1.0173335154
SRX3686757,-6.4226040730000005,-0.20427578600000001
SRX3686756,-7.2360060314,-0.6668620486
SRX3686784,-4.421711673,1.1215531965
SRX3686783,-5.1326463584,0.9601606527000001
SRX3686782,-5.4650189755,1.06975626
SRX3686809,-3.3212283194,1.1344540258
SRX3686807,-4.0032683242,1.1317232044
SRX3686808,-3.5663494978,1.1867513097
SRX3686787,-13.328207356,-0.5198635009
SRX3686786,-12.6557941761,-0.5365410992
SRX3686785,-13.292569629700001,-0.8421749550000001
SRX3686799,-5.3895144516,0.11131381550000001
SRX3686797,-5.6054307022,0.15850301760000002
SRX3686798,-5.7028398781,0.30269587070000004
SRX3686746,-8.1248855834,-0.18209056540000002
SRX3686748,-7.7195923298,-0.12716572510000002
SRX3686747,-7.4807552608,0.2008246951
SRX3686773,-7.2460050285,0.277133346
SRX3686774,-7.1617362078,-0.0328825018
SRX3686775,-7.0120721886,0.1087032076
SRX3686754,-9.9896893355,-0.3439324669
SRX3686753,-9.7476367578,-0.11529729550000001
SRX3686752,-9.9986277385,-0.4648190641
SRX3686780,-9.4953389961,-0.1894654812
SRX3686779,-9.2591922435,-0.0511293314
SRX3686781,-9.0173492778,-0.07574783410000001
SRX3686806,-8.2547970379,-0.2327664404
SRX3686805,-8.9816659713,-0.2104110422
SRX3686758,-15.4062390094,-2.4637918994
SRX3686760,-14.4905620876,-2.2467357196
SRX3686759,-15.362520919,-2.3939020387
SRX3686810,-13.1390331895,-0.7929632026000001
SRX3686811,-11.9840386157,-0.6485674949
SRX3686812,-11.4566123842,-0.579176319
SRX3686813,-4.9853309397,1.2700199567000001
SRX3686815,-15.2498907729,-0.9782855331
SRX3686816,-14.4245024906,-0.8847298571000001
SRX3686823,-4.7879960357,1.2679909069
SRX3686824,-4.4416898521,1.3266274262
SRX3686825,-12.4189762912,-0.2132377212
SRX3686827,-15.0309394977,-0.7760637856
SRX3686826,-15.2790151027,-0.8685684451000001
SRX7054191,1.2001784058,0.0802261234
SRX7054189,0.31307460740000004,0.044445281600000004
SRX7054190,-1.5132530132,-0.12467140500000001
SRX7054193,1.4129133726,0.0784922136
SRX7054192,2.5854990463,-0.0717491779
SRX7054194,2.170674711,-0.2179329016
SRX4506284,-9.6001043802,0.3742511544
SRX4506280,-9.561603253,0.4546928724
SRX4506282,-9.1615534224,0.3907365833
SRX4506278,-9.5414666531,0.4255949549
SRX4506274,-0.1610272262,0.0021194535
SRX4506273,0.2088084957,-0.0773411574
SRX4506271,-0.1786087325,-0.0272771866
SRX4506276,0.130827463,0.10249889050000001
SRX4506283,-1.5111432493999999,0.30365866550000004
SRX4506279,-1.5806295760000002,0.2837630754
SRX4506285,-1.3080816885,0.3574484075
SRX4506281,-1.4458925675,0.2966529457
SRX4506275,2.7766574929,0.18277415230000002
SRX4506277,2.8604459933,0.029916176200000002
SRX4506272,2.8850540829,0.2410767302
SRX2923393,0.0803951687,0.1288324192
SRX2923394,-0.0803951687,-0.1288324192
SRX2923398,-23.3228089525,-0.9551889455
SRX2923397,-22.9502871488,-1.5970383968
SRX2923395,-23.9505970559,0.0642101148
SRX2923396,-23.9645848196,0.11401758320000001
SRX2923400,-5.1863884232,-1.5169109005
SRX2923401,-4.3429372504,-1.8511105309
SRX2923403,-11.0984579754,-0.0465612997
SRX2923402,-11.3994637655,-0.1300869058
SRX6853288,0.1509600042,-0.2453519347
SRX6853287,-0.7252173541,-0.24409050840000002
SRX6853286,-0.7936086262000001,-0.2540682574
SRX6853284,0.028697494400000002,-0.0226376439
SRX6853285,0.9610418236,-0.0237970324
SRX6853283,-0.989739318,0.046434676300000005
SRX4319040,-0.0758648396,-0.2364790749
SRX4319041,0.0083429308,0.3418919817
SRX4319039,0.0675219088,-0.1054129068
SRX4314613,-6.5107271971,-0.6514436158
SRX4314614,-6.8162526345,-0.9760908412
SRX4314615,-6.3468030354,-0.9136732839
SRX4314632,-3.2548726387,-0.7203877107000001
SRX4314631,-2.3928170672,-0.4090873386
SRX4314633,-3.1996840034,-0.5236802747
SRX4314622,-7.5235245332,-1.8589288342999999
SRX4314623,-7.7927193864,-1.8642530494
SRX4314624,-8.3440972176,-1.7270714809
SRX4314611,0.1582974392,0.0877578532
SRX4314610,0.2151924912,-0.0812428181
SRX4314612,-0.3734899303,-0.0065150351
SRX4314630,-4.8510705253,-2.2694841734
SRX4314628,-4.820192855,-2.7167395736
SRX4314629,-4.9471570092,-2.8477901213
SRX4314619,-6.4828954569,-2.7149933462
SRX4314621,-6.2307900996,-2.9013466578
SRX4314620,-6.7419244841,-2.7185539749
SRX7119390,-0.24664984720000002,0.1431258104
SRX7119388,0.24664984720000002,-0.1431258104
SRX7119386,-9.9239586524,-2.8298627818
SRX7119385,-11.3018976552,-3.5464233658
SRX7119387,-10.562573041,-2.5992117046
SRX3746749,-3.6146924775000002,-1.862382097
SRX3746748,-2.4781740401,-1.7956061933
SRX3746751,4.9197004698,-0.2178613324
SRX3746750,2.0430208952,0.08762618650000001
SRX3746752,0.9751000828,-0.047963447000000006
SRX3746753,3.7768661403,-0.2716339897
SRX3746755,0.4697477639,-0.3178397059
SRX3746754,-0.4697477639,0.3178397059
SRX2345943,1.5993727184000002,0.2320080009
SRX2345942,-1.5993727184000002,-0.2320080009
SRX2345941,-8.8387050463,-1.6709459360999999
SRX2345940,-8.5405689422,-1.9642812137
SRX3992217,1.9971952038,-0.2398798811
SRX3992216,-1.5721320772,-0.2586540647
SRX3992214,10.0975494592,4.3828666026
SRX3992215,14.1362976213,4.1619996236
SRX3992221,15.8081348527,4.1851949651
SRX3992220,9.8062657279,4.3103698465
SRX3992219,5.7254943125,0.3012763498
SRX3992218,2.7596326109,0.2955817874
SRX3992201,2.3944428967,0.5477673418
SRX3992200,5.0571868985,0.3532749195
SRX3992198,1.6063748178,-0.19978260280000001
SRX3992199,-1.3715947347,-0.33096302580000003
SRX3992202,-1.0373750497,0.1122849672
SRX3992203,0.9493599611,-0.0923434147
SRX3992204,8.852599583,4.5823701031
SRX3992205,11.1296973828,3.6443497147
SRX3992206,8.6675082132,4.6189089539
SRX3992207,11.7009474172,3.6956780075999998
SRX3992209,0.7960416276000001,-0.26228247520000003
SRX3992208,-0.9262534886,-0.3309294413
SRX3992212,-1.7663329938999999,-0.0593115306
SRX3992213,0.8202107589000001,-0.22855214370000002
SRX3992210,-1.1141557558,-0.1859440364
SRX3992211,1.1141557558,0.1859440364
SRX357084,0.000383794,0.0945179939
SRX357083,-0.000383794,-0.0945179939
SRX4647134,0.4833162455,-0.42927662580000003
SRX4647137,0.5558516208000001,-0.1416448199
SRX4647136,0.2248008237,-0.4465147961
SRX4647135,0.5397681526,-0.4137104527
SRX4647139,-0.0349762749,-0.0322409282
SRX4647141,0.3913813206,0.084497763
SRX4647140,-0.1442334475,0.0212283632
SRX4647138,-0.2121715982,-0.073485198
SRX4647128,-2.3319378382,-0.11883131840000001
SRX4647127,-2.0762877275,-0.1286451179
SRX4647129,-2.2614448695,-0.1001142171
SRX4647126,-1.9923583284,-0.07532898560000001
SRX4647133,-6.2477612516,-0.0678911623
SRX4647132,-6.6438630759,-0.11821409000000001
SRX4647131,-6.545567649,-0.0923096907
SRX4647130,-6.5192341251,-0.19063678
SRX6923924,5.46264707,-2.4174831877000003
SRX6923925,3.7197503244,-1.2056357625
SRX6923923,-4.7665557186,-3.3476289025
SRX6923922,-4.7081615632,-3.027588474
SRX6923939,-0.2917484709,-0.042497269500000004
SRX6923938,0.2917484709,0.042497269500000004
SRX6923936,-8.912639435,-2.1800599054
SRX6923937,-9.1815414189,-2.4185357385
SRX5509428,0.10700757720000001,-0.0032719051000000003
SRX5509427,-0.10700757720000001,0.0032719051000000003
SRX1882560,16.0459947087,-0.9277972277000001
SRX1882558,15.7798766514,-1.2146570349
SRX1882559,15.7241921481,-1.1342617539
SRX1882561,20.3839276108,-0.8349077734
SRX1882563,20.4499987248,-0.7423382980000001
SRX1882562,20.2703759163,-0.8524710635
SRX1882565,23.1518176332,0.3885414197
SRX1882566,22.8616916733,0.3097978813
SRX1882564,23.4576910238,0.2388392833
SRX1882568,24.9287491845,1.522225551
SRX1882567,24.5775420927,1.5206714173
SRX1882569,24.931004589,1.5572324394
SRX1882555,0.1778184335,0.1307504279
SRX1882557,-0.2041391311,-0.1475323184
SRX1882556,0.0263206976,0.0167818905
SRX5088615,3.3964151377,2.020555066
SRX5088616,1.2996515771000001,1.9900196196
SRX6845150,-11.2326504836,-0.4004275275
SRX6845149,-14.0496080722,0.0481846131
SRX6845151,-0.29987215570000003,-0.014014623700000001
SRX6845152,1.1137423786,-0.4109275093
SRX6845145,-17.773314943,-0.0007108771
SRX6845146,-18.4235500562,0.0656130113
SRX6845142,-11.326355942,-0.6049729075
SRX6845141,-11.4687340963,-0.0370046802
SRX6845144,0.7521816288000001,0.2572014689
SRX6845143,-0.7521816288000001,-0.2572014689
SRX5605051,0.0889712557,-0.2014873118
SRX5605045,-0.0889712557,0.2014873118
SRX5605060,5.4942111191,-0.3905782789
SRX5605059,5.1433242581,-0.15669766970000001
SRX2382017,-0.12393859410000001,0.1342914168
SRX2382024,0.12393859410000001,-0.1342914168
SRX2382027,-1.7672004788,-0.1274280096
SRX2382029,-1.7551351074000001,-0.0469017555
SRX2382217,-0.9099788026000001,-0.2075280461
SRX2382023,-1.3680300327000001,0.2408548047
SRX2382218,-0.3117665425,0.7576694429
SRX2382219,-0.6230279374000001,0.35814085970000004
SRX2382213,-2.2342802348,0.0455659977
SRX2382019,-2.5436594707999998,-0.0136585587
SRX2382214,-0.8754998154,0.8014467036
SRX2382215,-2.3504758491,0.5382732925
SRX2382020,-2.9808492078,0.7410438746
SRX2382216,-4.8884863364,1.36060037
SRX2382022,0.13353974870000002,0.7726095041000001
SRX2382033,0.1703618593,0.8230968832000001
SRX2382220,-14.8195829037,0.845654322
SRX2382222,-14.3009542604,0.7616096647
SRX2382030,-12.9524283482,1.0372818034
SRX4506350,-0.8072506609000001,-0.0955081505
SRX4506352,-0.8596163972,0.0448659669
SRX4506354,-0.7230480074000001,-0.0683321259
SRX4506348,0.1351887151,-0.0242644207
SRX4506346,-0.1854668333,-0.0121513192
SRX4506344,0.0502781182,0.0364157399
SRX4506351,-1.7284771446,0.2728782133
SRX4506353,-1.341824963,0.389257053
SRX4506355,-1.208037681,0.4033208078
SRX4506349,-0.668204459,0.106899695
SRX4506345,-1.0831696735,0.16827325910000002
SRX4506347,-1.1289221122,0.0905292312
SRX4514122,-1.1443693042,-0.0096900322
SRX4514124,-0.8376644693,0.3107449049
SRX4514126,-0.8610112897000001,0.3090466928
SRX4514120,-1.6239979059,-0.0356532231
SRX4514112,-0.22652507560000001,-0.1113105452
SRX4514116,0.34908618690000004,0.1949757969
SRX4514118,0.2746313984,0.078872673
SRX4514114,-0.3971925096,-0.1625379247
SRX4514121,-1.0187383652,-0.0681711748
SRX4514125,-0.7076935027,0.2971802055
SRX4514127,-0.6128838105000001,0.3514862278
SRX4514123,-1.3508758212,-0.0686812503
SRX4514115,-0.20130829600000003,-0.1814634721
SRX4514117,0.2840316457,0.2185626574
SRX4514113,-0.5520504481,-0.18273200750000002
SRX4514119,0.0523818833,0.1630169847
SRX958308,-2.3083600494,-0.8778851802000001
SRX958306,-1.7335059085000002,-0.7973313204
SRX958307,-2.6107766695,-0.9937392638
SRX958313,0.4837996271,0.15567423830000002
SRX958312,-0.27302604350000004,0.14620709710000002
SRX958314,-0.2107735836,-0.3018813354
SRX958320,-5.5729404806,-1.9335333726
SRX958318,-6.7479340941,-2.9868706498
SRX958319,-8.5314781146,-2.7755473587
SRX958323,-11.2434940178,-3.1760584764
SRX958322,-11.0216540041,-2.941161402
SRX958321,-11.2646869608,-2.8552266213
SRX958310,3.6863837284,-0.8305173395000001
SRX958309,3.2499632644,-0.35886198690000004
SRX958311,3.5590772895000002,-0.8456973383
SRX958317,4.3392922108,-0.5257641702
SRX958315,3.5332446294,-0.5063568742
SRX958316,3.4095307677,-0.6688370722
SRX958324,2.7807647937,-1.9613249286
SRX958325,3.0891576701,-2.0738991719
SRX4498322,-1.0043833148,0.0801751877
SRX4498318,-0.6288105387,-0.0576620308
SRX4498320,-0.6683204803,0.1351169539
